α_weak	α_strong	α	analysis	method
0.032906304948505403	0.050282961715206055	0.08318926666371146	bt_moderate_0.4	slim
0.03174320636050789	0.05139729441082236	0.08314050077133024	bt_moderate_0.4	slim
0.03238931813508035	0.05123534768941508	0.08362466582449543	bt_moderate_0.4	slim
0.032696428047312966	0.049543600129142086	0.08224002817645505	bt_moderate_0.4	slim
0.03369960137093097	0.049012253063265815	0.08271185443419679	bt_moderate_0.4	slim
0.03346235669542607	0.050437300555489895	0.08389965725091597	bt_moderate_0.4	slim
0.0326141643730208	0.0492024031489538	0.08181656752197461	bt_moderate_0.4	slim
0.03282686452452038	0.04976499453131928	0.08259185905583967	bt_moderate_0.4	slim
0.03264683673620468	0.04946625012955094	0.08211308686575562	bt_moderate_0.4	slim
0.03218570606378112	0.04835972433333825	0.08054543039711937	bt_moderate_0.4	slim
0.0331841082694325	0.050189855650606505	0.083373963920039	bt_moderate_0.4	slim
0.033600832218754643	0.050408678852727005	0.08400951107148165	bt_moderate_0.4	slim
0.03340899313127717	0.05091459343985046	0.08432358657112762	bt_moderate_0.4	slim
0.033160331455869774	0.04899590103506237	0.08215623249093215	bt_moderate_0.4	slim
0.03192271497470886	0.05084695918127279	0.08276967415598165	bt_moderate_0.4	slim
0.034137971837652346	0.04926931724056325	0.0834072890782156	bt_moderate_0.4	slim
0.0324466831624838	0.05003240249793802	0.08247908566042182	bt_moderate_0.4	slim
0.03374569835053993	0.05132312804082117	0.0850688263913611	bt_moderate_0.4	slim
0.03205326955160857	0.049903293912684	0.08195656346429257	bt_moderate_0.4	slim
0.03267062314540059	0.0486646884272997	0.0813353115727003	bt_moderate_0.4	slim
0.0325180492117283	0.05065566524237513	0.08317371445410343	bt_moderate_0.4	slim
0.03277136941733215	0.049230996746524695	0.08200236616385685	bt_moderate_0.4	slim
0.032351335801849915	0.05026037440807234	0.08261171020992225	bt_moderate_0.4	slim
0.032616666177807764	0.04946763265186402	0.08208429882967178	bt_moderate_0.4	slim
0.03283104887652091	0.05040113680097102	0.08323218567749194	bt_moderate_0.4	slim
0.032163872708138794	0.051269509537996354	0.08343338224613515	bt_moderate_0.4	slim
0.033652712264150945	0.04985259433962264	0.08350530660377359	bt_moderate_0.4	slim
0.034049070719566435	0.05076433683838473	0.08481340755795116	bt_moderate_0.4	slim
0.032731559943998234	0.05069633777908776	0.083427897723086	bt_moderate_0.4	slim
0.03318437237290386	0.050587732106248985	0.08377210447915284	bt_moderate_0.4	slim
0.03278252779869756	0.049853069301082416	0.08263559709977997	bt_moderate_0.4	slim
0.03247571735745533	0.05077482019722696	0.08325053755468229	bt_moderate_0.4	slim
0.03301288667394061	0.05076523841821238	0.08377812509215299	bt_moderate_0.4	slim
0.033237337450270174	0.051466658749480435	0.08470399619975061	bt_moderate_0.4	slim
0.03228676939504946	0.049624037848339686	0.08191080724338914	bt_moderate_0.4	slim
0.03243283032756717	0.05014354066985646	0.08257637099742363	bt_moderate_0.4	slim
0.033496182749914095	0.05015463224418448	0.08365081499409857	bt_moderate_0.4	slim
0.03293175056702701	0.04910306636425226	0.08203481693127927	bt_moderate_0.4	slim
0.03275183224455488	0.049459543155442175	0.08221137539999705	bt_moderate_0.4	slim
0.03277767095123286	0.052080405875131276	0.08485807682636413	bt_moderate_0.4	slim
0.03263858093126386	0.05155949741315595	0.08419807834441981	bt_moderate_0.4	slim
0.03253414533199314	0.049621592857565185	0.08215573818955833	bt_moderate_0.4	slim
0.03231499332641258	0.05000741509713777	0.08232240842355035	bt_moderate_0.4	slim
0.033775990062405725	0.051492117949779655	0.08526810801218539	bt_moderate_0.4	slim
0.03332444681418288	0.04998667022127433	0.08331111703545721	bt_moderate_0.4	slim
0.032614044767884036	0.050464530175820574	0.0830785749437046	bt_moderate_0.4	slim
0.03273159497808484	0.050531164103707005	0.08326275908179184	bt_moderate_0.4	slim
0.03320251758607923	0.049759348389485376	0.08296186597556461	bt_moderate_0.4	slim
0.032920159324653704	0.050190238392485584	0.0831103977171393	bt_moderate_0.4	slim
0.03263849986732317	0.05025503434855677	0.08289353421587994	bt_moderate_0.4	slim
0.03299301133257487	0.04899454795289668	0.08198755928547155	bt_moderate_0.4	slim
0.03287388516252672	0.05043119333677305	0.08330507849929977	bt_moderate_0.4	slim
0.033205864548420914	0.04898935463390867	0.08219521918232958	bt_moderate_0.4	slim
0.03340668429058794	0.05114383187369851	0.08455051616428645	bt_moderate_0.4	slim
0.032460011435776384	0.050097497324321554	0.08255750876009793	bt_moderate_0.4	slim
0.03254394459606186	0.05020981893946063	0.0827537635355225	bt_moderate_0.4	slim
0.033048726630354776	0.05096422788164287	0.08401295451199764	bt_moderate_0.4	slim
0.03167133795545066	0.05099572208290308	0.08266706003835374	bt_moderate_0.4	slim
0.03214602423884127	0.04963050546851907	0.08177652970736034	bt_moderate_0.4	slim
0.03266000739918609	0.04987051424343322	0.08253052164261931	bt_moderate_0.4	slim
0.03319569385046453	0.05075947500368677	0.0839551688541513	bt_moderate_0.4	slim
0.03373699873302101	0.05053183653024544	0.08426883526326645	bt_moderate_0.4	slim
0.033693972179289024	0.05059247810407007	0.0842864502833591	bt_moderate_0.4	slim
0.03370040151157298	0.04906707605101559	0.08276747756258857	bt_moderate_0.4	slim
0.03253873130021752	0.04924461017149791	0.08178334147171543	bt_moderate_0.4	slim
0.033483096413051486	0.048979892465198495	0.08246298887824999	bt_moderate_0.4	slim
0.032955215085444904	0.05081025338833235	0.08376546847377725	bt_moderate_0.4	slim
0.03328745023163566	0.05121146189482409	0.08449891212645975	bt_moderate_0.4	slim
0.03200988540578708	0.05026552317627503	0.0822754085820621	bt_moderate_0.4	slim
0.03314704751766758	0.049454448682693164	0.08260149620036074	bt_moderate_0.4	slim
0.03257952102024171	0.05025580188329502	0.08283532290353673	bt_moderate_0.4	slim
0.03353025236081852	0.05008912918575701	0.08361938154657553	bt_moderate_0.4	slim
0.0335016536735176	0.05056992676588708	0.08407158043940467	bt_moderate_0.4	slim
