-0.83283	-0.39518	-0.69027	-0.52809
-0.24964	0.02191	-0.20843	-0.19712
-0.13504	0.07862	-0.13111	-0.09083
-0.07596	0.10768	-0.04382	-0.03043
-0.02242	0.12707	0.02641	0.01355
0.03042	0.1404	0.0381	0.04747
0.07075	0.14908	0.09684	0.07358
0.02225	0.15469	0.08422	0.09495
0.07794	0.16276	0.08719	0.11469
0.08229	0.16769	0.11486	0.1299
0.09417	0.17219	0.1562	0.1414
0.06749	0.17612	0.16512	0.15251
0.10799	0.18108	0.16976	0.16849
0.1702	0.1843	0.12278	0.17382
0.14648	0.18491	0.19091	0.18586
0.14806	0.18654	0.14141	0.19165
0.19851	0.18805	0.22207	0.19791
0.11535	0.18762	0.20989	0.20745
0.11258	0.19036	0.16979	0.21568
0.11062	0.19303	0.20908	0.21787
0.1658	0.19587	0.25665	0.22598
0.13218	0.19693	0.24535	0.23074
0.15138	0.19909	0.23396	0.23315
0.156	0.20067	0.22439	0.23765
0.13579	0.20209	0.23831	0.23998
0.1921	0.20408	0.2582	0.2482
0.13982	0.20445	0.28008	0.25156
0.23703	0.20654	0.24598	0.25852
0.09728	0.20558	0.23969	0.26142
0.18966	0.20859	0.43176	0.26597
0.14831	0.20913	0.33214	0.26749
0.226	0.2109	0.2551	0.26333
0.23629	0.21046	0.21732	0.27427
0.19373	0.2097	0.21425	0.2739
0.30003	0.21017	0.20527	0.27821
0.27643	0.2073	0.30323	0.27949
0.22132	0.20511	0.29184	0.28113
0.11835	0.20465	0.22877	0.28132
0.23281	0.20691	0.27895	0.28569
0.17583	0.2062	0.28835	0.29059
0.19374	0.20701	0.24972	0.29256
0.19554	0.2074	0.26828	0.29096
0.21552	0.20771	0.28119	0.29537
0.273	0.20749	0.33108	0.29821
0.27852	0.20552	0.24311	0.29608
0.28733	0.20344	0.3124	0.29842
0.21586	0.2008	0.2544	0.2934
0.26413	0.20036	0.31088	0.30332
0.26976	0.19843	0.34893	0.30665
0.3669	0.19627	0.29362	0.30367
0.21441	0.1905	0.28777	0.30408
0.21687	0.18981	0.29873	0.3124
0.2593	0.18901	0.41766	0.31384
0.32931	0.18672	0.38224	0.31248
0.27061	0.18191	0.33328	0.31639
0.26835	0.17917	0.41427	0.31366
0.26018	0.17622	0.29341	0.3191
0.27275	0.17358	0.19499	0.31236
0.20962	0.17018	0.31937	0.31774
0.16076	0.16896	0.20777	0.31922
0.13268	0.16922	0.23119	0.31018
0.14089	0.17021	0.21578	0.32471
0.13234	0.17112	0.27638	0.32114
0.23066	0.17223	0.37399	0.31519
0.1696	0.17021	0.30786	0.32327
0.1997	0.17023	0.28159	0.32103
0.21266	0.16924	0.32885	0.31789
0.25007	0.1676	0.3012	0.318
0.26188	0.16445	0.26097	0.32258
0.35907	0.16075	0.25739	0.31872
0.14964	0.15183	0.31895	0.31305
0.2023	0.15192	0.34522	0.32045
0.22016	0.15	0.33048	0.31451
0.27696	0.1471	0.25709	0.31784
0.30798	0.14156	0.36443	0.31697
0.07036	0.13407	0.2783	0.32037
0.18412	0.13687	0.42902	0.31043
0.11234	0.13496	0.38062	0.30607
0.0666	0.13596	0.43208	0.31881
0.24181	0.13943	0.32959	0.30588
0.07526	0.13374	0.34047	0.29885
0.19758	0.13684	0.13307	0.31193
0.28306	0.13349	0.38353	0.30127
0.01459	0.12342	0.15488	0.29809
0.05845	0.12866	0.24431	0.29233
0.2686	0.13291	0.27292	0.29021
0.15693	0.12323	0.22801	0.29463
0.02043	0.12073	0.26771	0.28207
0.07998	0.12847	0.31121	0.28189
-0.00411	0.13255	0.0259	0.24832
0.20134	0.14562	0.39654	0.26188
0.08961	0.13989	0.29843	0.25931
0.12905	0.14565	0.23801	0.22208
0.18276	0.14799	0.27464	0.21463
0.07789	0.14229	0.09415	0.20735
0.15429	0.15391	0.2545	0.18317
0.16937	0.15382	0.31024	0.17506
0.07517	0.14863	0.26935	0.15607
0.1401	0.18002	0.07376	0.16153
0.21626	0.21626	0.01021	0.14832
-0.83283	-0.39518	-0.68676	-0.5308
-0.24964	0.02191	-0.21221	-0.19506
-0.13504	0.07862	-0.05851	-0.08734
-0.07596	0.10768	-0.00713	-0.02723
-0.02242	0.12707	-0.01173	0.01409
0.03042	0.1404	0.04433	0.05049
0.07075	0.14908	0.07098	0.0706
0.02225	0.15469	0.05449	0.09609
0.07794	0.16276	0.1138	0.11158
0.08229	0.16769	0.10699	0.12969
0.09417	0.17219	0.11382	0.14182
0.06749	0.17612	0.17486	0.15413
0.10799	0.18108	0.14155	0.16585
0.1702	0.1843	0.15695	0.17489
0.14648	0.18491	0.12509	0.1828
0.14806	0.18654	0.24428	0.19145
0.19851	0.18805	0.17198	0.2003
0.11535	0.18762	0.17777	0.20783
0.11258	0.19036	0.14551	0.21217
0.11062	0.19303	0.18342	0.21951
0.1658	0.19587	0.26115	0.22547
0.13218	0.19693	0.14895	0.2301
0.15138	0.19909	0.20256	0.23782
0.156	0.20067	0.24288	0.23912
0.13579	0.20209	0.23955	0.24505
0.1921	0.20408	0.30008	0.24089
0.13982	0.20445	0.2862	0.25515
0.23703	0.20654	0.22541	0.25844
0.09728	0.20558	0.1881	0.26485
0.18966	0.20859	0.23888	0.25932
0.14831	0.20913	0.29885	0.26475
0.226	0.2109	0.26059	0.26663
