f	alphas	sfs	path
33	0.16887081265279502	nopos	noDemog_0.4_0.3_0.4
34	0.169550288466068	nopos	noDemog_0.4_0.3_0.4
35	0.1724297718984401	nopos	noDemog_0.4_0.3_0.4
36	0.17418835272676325	nopos	noDemog_0.4_0.3_0.4
37	0.17501010518428928	nopos	noDemog_0.4_0.3_0.4
38	0.18015794962471376	nopos	noDemog_0.4_0.3_0.4
39	0.1805259742684464	nopos	noDemog_0.4_0.3_0.4
40	0.18368060528070873	nopos	noDemog_0.4_0.3_0.4
41	0.18426906558094303	nopos	noDemog_0.4_0.3_0.4
42	0.18441899980839194	nopos	noDemog_0.4_0.3_0.4
43	0.18359693894030538	nopos	noDemog_0.4_0.3_0.4
44	0.1854114628108421	nopos	noDemog_0.4_0.3_0.4
45	0.1857962726049991	nopos	noDemog_0.4_0.3_0.4
46	0.18584941111305409	nopos	noDemog_0.4_0.3_0.4
47	0.18818016814878746	nopos	noDemog_0.4_0.3_0.4
48	0.19078358028110154	nopos	noDemog_0.4_0.3_0.4
49	0.19032256412211124	nopos	noDemog_0.4_0.3_0.4
50	0.19284956623044291	nopos	noDemog_0.4_0.3_0.4
51	0.19390136647441747	nopos	noDemog_0.4_0.3_0.4
52	0.1937168292652397	nopos	noDemog_0.4_0.3_0.4
53	0.19439225857075704	nopos	noDemog_0.4_0.3_0.4
54	0.19441739612339115	nopos	noDemog_0.4_0.3_0.4
55	0.19576901312175188	nopos	noDemog_0.4_0.3_0.4
56	0.19777400704208792	nopos	noDemog_0.4_0.3_0.4
57	0.19446764255948046	nopos	noDemog_0.4_0.3_0.4
58	0.19827672019491194	nopos	noDemog_0.4_0.3_0.4
59	0.2004181879752629	nopos	noDemog_0.4_0.3_0.4
60	0.20001803548502683	nopos	noDemog_0.4_0.3_0.4
61	0.20006820361065747	nopos	noDemog_0.4_0.3_0.4
62	0.19716884452865013	nopos	noDemog_0.4_0.3_0.4
63	0.19923709136069712	nopos	noDemog_0.4_0.3_0.4
64	0.197352236831424	nopos	noDemog_0.4_0.3_0.4
65	0.20192512130590312	nopos	noDemog_0.4_0.3_0.4
66	0.20014489751036169	nopos	noDemog_0.4_0.3_0.4
67	0.19797464693608546	nopos	noDemog_0.4_0.3_0.4
68	0.20376049840705868	nopos	noDemog_0.4_0.3_0.4
69	0.20207476459486207	nopos	noDemog_0.4_0.3_0.4
70	0.20192820100948394	nopos	noDemog_0.4_0.3_0.4
71	0.20443758699345194	nopos	noDemog_0.4_0.3_0.4
72	0.2066068142698153	nopos	noDemog_0.4_0.3_0.4
73	0.2064906512850817	nopos	noDemog_0.4_0.3_0.4
74	0.20723006574416503	nopos	noDemog_0.4_0.3_0.4
75	0.2125097964619851	nopos	noDemog_0.4_0.3_0.4
76	0.21232157697326337	nopos	noDemog_0.4_0.3_0.4
77	0.2093656851572373	nopos	noDemog_0.4_0.3_0.4
78	0.2076352625389405	nopos	noDemog_0.4_0.3_0.4
79	0.2057863435749836	nopos	noDemog_0.4_0.3_0.4
80	0.20899327144322744	nopos	noDemog_0.4_0.3_0.4
81	0.21161412175371497	nopos	noDemog_0.4_0.3_0.4
82	0.20493281354818693	nopos	noDemog_0.4_0.3_0.4
83	0.19960131359843747	nopos	noDemog_0.4_0.3_0.4
84	0.19062856164004605	nopos	noDemog_0.4_0.3_0.4
85	0.19634077539082617	nopos	noDemog_0.4_0.3_0.4
86	0.19803854597610882	nopos	noDemog_0.4_0.3_0.4
87	0.1836877305268313	nopos	noDemog_0.4_0.3_0.4
88	0.17377508676827425	nopos	noDemog_0.4_0.3_0.4
89	0.1788648645578016	nopos	noDemog_0.4_0.3_0.4
90	0.16551995870476421	nopos	noDemog_0.4_0.3_0.4
91	0.17289137483884653	nopos	noDemog_0.4_0.3_0.4
92	0.16785482308860478	nopos	noDemog_0.4_0.3_0.4
93	0.1792638347863783	nopos	noDemog_0.4_0.3_0.4
94	0.1799234933648427	nopos	noDemog_0.4_0.3_0.4
95	0.17851034666695764	nopos	noDemog_0.4_0.3_0.4
96	0.19379613970713705	nopos	noDemog_0.4_0.3_0.4
97	0.21363938415638728	nopos	noDemog_0.4_0.3_0.4
98	0.15207334350196455	nopos	noDemog_0.4_0.3_0.4
99	0.18225680176061532	nopos	noDemog_0.4_0.3_0.4
100	0.18442916687833744	nopos	noDemog_0.4_0.3_0.4
1	-0.5886612845875105	pos	noDemog_0.4_0.3_0.4
2	-0.14737170087217666	pos	noDemog_0.4_0.3_0.4
3	-0.08167068082949513	pos	noDemog_0.4_0.3_0.4
4	-0.04478798801589501	pos	noDemog_0.4_0.3_0.4
5	-0.02249710278846795	pos	noDemog_0.4_0.3_0.4
6	-0.005613819564098899	pos	noDemog_0.4_0.3_0.4
7	0.007273809163041434	pos	noDemog_0.4_0.3_0.4
8	0.019428264600987788	pos	noDemog_0.4_0.3_0.4
9	0.02673295522769792	pos	noDemog_0.4_0.3_0.4
10	0.034436605575687174	pos	noDemog_0.4_0.3_0.4
11	0.03979773867868042	pos	noDemog_0.4_0.3_0.4
12	0.04388823853915391	pos	noDemog_0.4_0.3_0.4
13	0.050740547632636246	pos	noDemog_0.4_0.3_0.4
14	0.057327318207758604	pos	noDemog_0.4_0.3_0.4
15	0.06080742475641998	pos	noDemog_0.4_0.3_0.4
16	0.0658013108246418	pos	noDemog_0.4_0.3_0.4
17	0.0692326057889856	pos	noDemog_0.4_0.3_0.4
18	0.07319274783545837	pos	noDemog_0.4_0.3_0.4
19	0.0745531347347802	pos	noDemog_0.4_0.3_0.4
20	0.07976934899849619	pos	noDemog_0.4_0.3_0.4
21	0.08188235596288485	pos	noDemog_0.4_0.3_0.4
22	0.08549214441320774	pos	noDemog_0.4_0.3_0.4
23	0.08696714409326589	pos	noDemog_0.4_0.3_0.4
24	0.08647826557466587	pos	noDemog_0.4_0.3_0.4
25	0.08801640041756675	pos	noDemog_0.4_0.3_0.4
26	0.09177527119030993	pos	noDemog_0.4_0.3_0.4
27	0.09164669774002343	pos	noDemog_0.4_0.3_0.4
28	0.09198509685252365	pos	noDemog_0.4_0.3_0.4
29	0.09453095865288563	pos	noDemog_0.4_0.3_0.4
30	0.09390868475367742	pos	noDemog_0.4_0.3_0.4
31	0.09265256234457375	pos	noDemog_0.4_0.3_0.4
32	0.0941370548661038	pos	noDemog_0.4_0.3_0.4
33	0.09584296911579593	pos	noDemog_0.4_0.3_0.4
34	0.09558310768166922	pos	noDemog_0.4_0.3_0.4
35	0.09754966696876755	pos	noDemog_0.4_0.3_0.4
36	0.09863631622743863	pos	noDemog_0.4_0.3_0.4
37	0.09866678447966926	pos	noDemog_0.4_0.3_0.4
38	0.1026341981598411	pos	noDemog_0.4_0.3_0.4
39	0.10229095402662525	pos	noDemog_0.4_0.3_0.4
40	0.10471840738348026	pos	noDemog_0.4_0.3_0.4
41	0.10472985158371528	pos	noDemog_0.4_0.3_0.4
42	0.10311497486717236	pos	noDemog_0.4_0.3_0.4
43	0.10144945472787936	pos	noDemog_0.4_0.3_0.4
44	0.1021417094218331	pos	noDemog_0.4_0.3_0.4
45	0.10156549180195451	pos	noDemog_0.4_0.3_0.4
46	0.10061252117090624	pos	noDemog_0.4_0.3_0.4
47	0.10220454936161882	pos	noDemog_0.4_0.3_0.4
48	0.10390505902906177	pos	noDemog_0.4_0.3_0.4
49	0.10184366193105265	pos	noDemog_0.4_0.3_0.4
50	0.10332177696546418	pos	noDemog_0.4_0.3_0.4
51	0.10356604035209427	pos	noDemog_0.4_0.3_0.4
52	0.10244696021460131	pos	noDemog_0.4_0.3_0.4
53	0.10200230746507422	pos	noDemog_0.4_0.3_0.4
54	0.10132039557127914	pos	noDemog_0.4_0.3_0.4
55	0.10170058631561107	pos	noDemog_0.4_0.3_0.4
56	0.10254734798376619	pos	noDemog_0.4_0.3_0.4
57	0.09815900589527171	pos	noDemog_0.4_0.3_0.4
58	0.10063853181782179	pos	noDemog_0.4_0.3_0.4
59	0.10125094440765647	pos	noDemog_0.4_0.3_0.4
60	0.09921500253335336	pos	noDemog_0.4_0.3_0.4
61	0.09881928278724728	pos	noDemog_0.4_0.3_0.4
62	0.09401327729351538	pos	noDemog_0.4_0.3_0.4
63	0.09497762127154163	pos	noDemog_0.4_0.3_0.4
64	0.09165317091965519	pos	noDemog_0.4_0.3_0.4
65	0.09612030333993205	pos	noDemog_0.4_0.3_0.4
66	0.09289054747557524	pos	noDemog_0.4_0.3_0.4
67	0.08887737946589891	pos	noDemog_0.4_0.3_0.4
68	0.0933644861480123	pos	noDemog_0.4_0.3_0.4
69	0.09047201204952882	pos	noDemog_0.4_0.3_0.4
70	0.08929494107590863	pos	noDemog_0.4_0.3_0.4
71	0.08913868655772039	pos	noDemog_0.4_0.3_0.4
72	0.09083103948537163	pos	noDemog_0.4_0.3_0.4
73	0.08906821524336239	pos	noDemog_0.4_0.3_0.4
74	0.08854564262425346	pos	noDemog_0.4_0.3_0.4
75	0.09252173480869974	pos	noDemog_0.4_0.3_0.4
76	0.09034813145517784	pos	noDemog_0.4_0.3_0.4
77	0.08563310324316253	pos	noDemog_0.4_0.3_0.4
78	0.08329806659986083	pos	noDemog_0.4_0.3_0.4
79	0.08013144529611815	pos	noDemog_0.4_0.3_0.4
80	0.08274502239391202	pos	noDemog_0.4_0.3_0.4
81	0.08293436577068092	pos	noDemog_0.4_0.3_0.4
82	0.07226329896303763	pos	noDemog_0.4_0.3_0.4
83	0.06698492050757443	pos	noDemog_0.4_0.3_0.4
84	0.05579356989897288	pos	noDemog_0.4_0.3_0.4
85	0.058767156342179994	pos	noDemog_0.4_0.3_0.4
86	0.05799391610033944	pos	noDemog_0.4_0.3_0.4
87	0.03791768240662241	pos	noDemog_0.4_0.3_0.4
88	0.024221022355409794	pos	noDemog_0.4_0.3_0.4
89	0.02821733324928455	pos	noDemog_0.4_0.3_0.4
90	0.007266570887403234	pos	noDemog_0.4_0.3_0.4
91	0.014549957103715205	pos	noDemog_0.4_0.3_0.4
92	0.006631213660940882	pos	noDemog_0.4_0.3_0.4
93	0.008072359207888402	pos	noDemog_0.4_0.3_0.4
94	0.012033814841109658	pos	noDemog_0.4_0.3_0.4
95	0.006871903986335082	pos	noDemog_0.4_0.3_0.4
96	0.024877235645775153	pos	noDemog_0.4_0.3_0.4
97	0.03647513473707542	pos	noDemog_0.4_0.3_0.4
98	-0.02084536040304008	pos	noDemog_0.4_0.3_0.4
99	0.030049126175912377	pos	noDemog_0.4_0.3_0.4
100	-0.0033281472216135644	pos	noDemog_0.4_0.3_0.4
1	-0.1738135170760231	nopos	noDemog_0.4_0.1_0.999
2	0.14278313042241497	nopos	noDemog_0.4_0.1_0.999
3	0.20084926982965412	nopos	noDemog_0.4_0.1_0.999
4	0.22894722790123545	nopos	noDemog_0.4_0.1_0.999
5	0.24905466559099565	nopos	noDemog_0.4_0.1_0.999
6	0.26474405096138354	nopos	noDemog_0.4_0.1_0.999
7	0.27555434524010247	nopos	noDemog_0.4_0.1_0.999
8	0.28490203115970447	nopos	noDemog_0.4_0.1_0.999
9	0.2925786650854737	nopos	noDemog_0.4_0.1_0.999
10	0.2995344936534251	nopos	noDemog_0.4_0.1_0.999
11	0.30735954239448304	nopos	noDemog_0.4_0.1_0.999
12	0.3130882473509662	nopos	noDemog_0.4_0.1_0.999
13	0.31861593418733525	nopos	noDemog_0.4_0.1_0.999
14	0.3231738602777061	nopos	noDemog_0.4_0.1_0.999
15	0.32771287691250206	nopos	noDemog_0.4_0.1_0.999
16	0.33027894815305736	nopos	noDemog_0.4_0.1_0.999
17	0.333005466660129	nopos	noDemog_0.4_0.1_0.999
18	0.3379832638847491	nopos	noDemog_0.4_0.1_0.999
19	0.3421599983768647	nopos	noDemog_0.4_0.1_0.999
20	0.3454626170283319	nopos	noDemog_0.4_0.1_0.999
21	0.3475399565869979	nopos	noDemog_0.4_0.1_0.999
22	0.3492576534502706	nopos	noDemog_0.4_0.1_0.999
23	0.3503597098971013	nopos	noDemog_0.4_0.1_0.999
24	0.3518621220685114	nopos	noDemog_0.4_0.1_0.999
25	0.3521471008585756	nopos	noDemog_0.4_0.1_0.999
26	0.35366731175415445	nopos	noDemog_0.4_0.1_0.999
27	0.3532468824336311	nopos	noDemog_0.4_0.1_0.999
28	0.3540631964417478	nopos	noDemog_0.4_0.1_0.999
29	0.35492498886960533	nopos	noDemog_0.4_0.1_0.999
30	0.3566457606190587	nopos	noDemog_0.4_0.1_0.999
31	0.3562138028573676	nopos	noDemog_0.4_0.1_0.999
32	0.3578722658864064	nopos	noDemog_0.4_0.1_0.999
33	0.3610056225955267	nopos	noDemog_0.4_0.1_0.999
34	0.3633006751283542	nopos	noDemog_0.4_0.1_0.999
35	0.36588153421196523	nopos	noDemog_0.4_0.1_0.999
36	0.36619117933871614	nopos	noDemog_0.4_0.1_0.999
37	0.3663487204626825	nopos	noDemog_0.4_0.1_0.999
38	0.3677586917460056	nopos	noDemog_0.4_0.1_0.999
39	0.37011585945705583	nopos	noDemog_0.4_0.1_0.999
40	0.3732101914526549	nopos	noDemog_0.4_0.1_0.999
41	0.37377664035110536	nopos	noDemog_0.4_0.1_0.999
42	0.374380321721309	nopos	noDemog_0.4_0.1_0.999
43	0.3742463039645214	nopos	noDemog_0.4_0.1_0.999
44	0.3736119788068525	nopos	noDemog_0.4_0.1_0.999
45	0.3732860808100972	nopos	noDemog_0.4_0.1_0.999
46	0.37503455812148456	nopos	noDemog_0.4_0.1_0.999
47	0.37306956586267137	nopos	noDemog_0.4_0.1_0.999
48	0.3739450201662393	nopos	noDemog_0.4_0.1_0.999
49	0.372853283020648	nopos	noDemog_0.4_0.1_0.999
50	0.37243368689975853	nopos	noDemog_0.4_0.1_0.999
51	0.3751857622907623	nopos	noDemog_0.4_0.1_0.999
52	0.37458820353251976	nopos	noDemog_0.4_0.1_0.999
53	0.37398365056629745	nopos	noDemog_0.4_0.1_0.999
54	0.3745903855800131	nopos	noDemog_0.4_0.1_0.999
55	0.37313866445717847	nopos	noDemog_0.4_0.1_0.999
56	0.37250246471780135	nopos	noDemog_0.4_0.1_0.999
57	0.36931364409971323	nopos	noDemog_0.4_0.1_0.999
58	0.37109332536438433	nopos	noDemog_0.4_0.1_0.999
59	0.371690110693897	nopos	noDemog_0.4_0.1_0.999
60	0.37209922110528304	nopos	noDemog_0.4_0.1_0.999
61	0.37227261550616264	nopos	noDemog_0.4_0.1_0.999
62	0.37070556172091573	nopos	noDemog_0.4_0.1_0.999
63	0.3719777632608551	nopos	noDemog_0.4_0.1_0.999
64	0.3698050260882143	nopos	noDemog_0.4_0.1_0.999
65	0.36797779879297576	nopos	noDemog_0.4_0.1_0.999
66	0.3692527339911317	nopos	noDemog_0.4_0.1_0.999
67	0.3714038956812459	nopos	noDemog_0.4_0.1_0.999
68	0.3764465333341437	nopos	noDemog_0.4_0.1_0.999
69	0.37443396052855793	nopos	noDemog_0.4_0.1_0.999
70	0.37452235651458443	nopos	noDemog_0.4_0.1_0.999
71	0.37510860016411507	nopos	noDemog_0.4_0.1_0.999
72	0.3766464081519689	nopos	noDemog_0.4_0.1_0.999
73	0.3757124981408333	nopos	noDemog_0.4_0.1_0.999
74	0.3774886445254334	nopos	noDemog_0.4_0.1_0.999
75	0.37749612713921865	nopos	noDemog_0.4_0.1_0.999
76	0.3763471378107339	nopos	noDemog_0.4_0.1_0.999
77	0.3784787946118867	nopos	noDemog_0.4_0.1_0.999
78	0.3747988744259567	nopos	noDemog_0.4_0.1_0.999
79	0.38253760036429096	nopos	noDemog_0.4_0.1_0.999
80	0.38352813608028546	nopos	noDemog_0.4_0.1_0.999
81	0.3796633247076865	nopos	noDemog_0.4_0.1_0.999
82	0.3756514322979947	nopos	noDemog_0.4_0.1_0.999
83	0.37528288323686787	nopos	noDemog_0.4_0.1_0.999
84	0.3722802939498633	nopos	noDemog_0.4_0.1_0.999
85	0.37352218438825957	nopos	noDemog_0.4_0.1_0.999
86	0.3753381930005324	nopos	noDemog_0.4_0.1_0.999
87	0.37444389835774317	nopos	noDemog_0.4_0.1_0.999
88	0.37446572942789447	nopos	noDemog_0.4_0.1_0.999
89	0.38449483157751874	nopos	noDemog_0.4_0.1_0.999
90	0.38746705000493764	nopos	noDemog_0.4_0.1_0.999
91	0.38523488002747974	nopos	noDemog_0.4_0.1_0.999
92	0.3847119222421903	nopos	noDemog_0.4_0.1_0.999
93	0.38507276706272275	nopos	noDemog_0.4_0.1_0.999
94	0.3734022930446621	nopos	noDemog_0.4_0.1_0.999
95	0.3738820111053839	nopos	noDemog_0.4_0.1_0.999
96	0.3752498046735002	nopos	noDemog_0.4_0.1_0.999
97	0.3556796219567313	nopos	noDemog_0.4_0.1_0.999
98	0.3475221906389169	nopos	noDemog_0.4_0.1_0.999
99	0.31822084969237097	nopos	noDemog_0.4_0.1_0.999
100	0.24873757370369964	nopos	noDemog_0.4_0.1_0.999
1	-0.1738135170760231	nopos	noDemog_0.4_0.1_0.999
2	0.14278313042241497	nopos	noDemog_0.4_0.1_0.999
3	0.20084926982965412	nopos	noDemog_0.4_0.1_0.999
4	0.22894722790123545	nopos	noDemog_0.4_0.1_0.999
5	0.24905466559099565	nopos	noDemog_0.4_0.1_0.999
6	0.26474405096138354	nopos	noDemog_0.4_0.1_0.999
7	0.27555434524010247	nopos	noDemog_0.4_0.1_0.999
8	0.28490203115970447	nopos	noDemog_0.4_0.1_0.999
9	0.2925786650854737	nopos	noDemog_0.4_0.1_0.999
10	0.2995344936534251	nopos	noDemog_0.4_0.1_0.999
11	0.30735954239448304	nopos	noDemog_0.4_0.1_0.999
12	0.3130882473509662	nopos	noDemog_0.4_0.1_0.999
13	0.31861593418733525	nopos	noDemog_0.4_0.1_0.999
14	0.3231738602777061	nopos	noDemog_0.4_0.1_0.999
15	0.32771287691250206	nopos	noDemog_0.4_0.1_0.999
16	0.33027894815305736	nopos	noDemog_0.4_0.1_0.999
17	0.333005466660129	nopos	noDemog_0.4_0.1_0.999
18	0.3379832638847491	nopos	noDemog_0.4_0.1_0.999
19	0.3421599983768647	nopos	noDemog_0.4_0.1_0.999
20	0.3454626170283319	nopos	noDemog_0.4_0.1_0.999
21	0.3475399565869979	nopos	noDemog_0.4_0.1_0.999
22	0.3492576534502706	nopos	noDemog_0.4_0.1_0.999
23	0.3503597098971013	nopos	noDemog_0.4_0.1_0.999
24	0.3518621220685114	nopos	noDemog_0.4_0.1_0.999
25	0.3521471008585756	nopos	noDemog_0.4_0.1_0.999
26	0.35366731175415445	nopos	noDemog_0.4_0.1_0.999
27	0.3532468824336311	nopos	noDemog_0.4_0.1_0.999
28	0.3540631964417478	nopos	noDemog_0.4_0.1_0.999
29	0.35492498886960533	nopos	noDemog_0.4_0.1_0.999
30	0.3566457606190587	nopos	noDemog_0.4_0.1_0.999
31	0.3562138028573676	nopos	noDemog_0.4_0.1_0.999
32	0.3578722658864064	nopos	noDemog_0.4_0.1_0.999
33	0.3610056225955267	nopos	noDemog_0.4_0.1_0.999
34	0.3633006751283542	nopos	noDemog_0.4_0.1_0.999
35	0.36588153421196523	nopos	noDemog_0.4_0.1_0.999
36	0.36619117933871614	nopos	noDemog_0.4_0.1_0.999
37	0.3663487204626825	nopos	noDemog_0.4_0.1_0.999
38	0.3677586917460056	nopos	noDemog_0.4_0.1_0.999
39	0.37011585945705583	nopos	noDemog_0.4_0.1_0.999
40	0.3732101914526549	nopos	noDemog_0.4_0.1_0.999
41	0.37377664035110536	nopos	noDemog_0.4_0.1_0.999
42	0.374380321721309	nopos	noDemog_0.4_0.1_0.999
43	0.3742463039645214	nopos	noDemog_0.4_0.1_0.999
44	0.3736119788068525	nopos	noDemog_0.4_0.1_0.999
45	0.3732860808100972	nopos	noDemog_0.4_0.1_0.999
46	0.37503455812148456	nopos	noDemog_0.4_0.1_0.999
47	0.37306956586267137	nopos	noDemog_0.4_0.1_0.999
48	0.3739450201662393	nopos	noDemog_0.4_0.1_0.999
49	0.372853283020648	nopos	noDemog_0.4_0.1_0.999
50	0.37243368689975853	nopos	noDemog_0.4_0.1_0.999
51	0.3751857622907623	nopos	noDemog_0.4_0.1_0.999
52	0.37458820353251976	nopos	noDemog_0.4_0.1_0.999
53	0.37398365056629745	nopos	noDemog_0.4_0.1_0.999
54	0.3745903855800131	nopos	noDemog_0.4_0.1_0.999
55	0.37313866445717847	nopos	noDemog_0.4_0.1_0.999
56	0.37250246471780135	nopos	noDemog_0.4_0.1_0.999
57	0.36931364409971323	nopos	noDemog_0.4_0.1_0.999
58	0.37109332536438433	nopos	noDemog_0.4_0.1_0.999
59	0.371690110693897	nopos	noDemog_0.4_0.1_0.999
60	0.37209922110528304	nopos	noDemog_0.4_0.1_0.999
61	0.37227261550616264	nopos	noDemog_0.4_0.1_0.999
62	0.37070556172091573	nopos	noDemog_0.4_0.1_0.999
63	0.3719777632608551	nopos	noDemog_0.4_0.1_0.999
64	0.3698050260882143	nopos	noDemog_0.4_0.1_0.999
65	0.36797779879297576	nopos	noDemog_0.4_0.1_0.999
66	0.3692527339911317	nopos	noDemog_0.4_0.1_0.999
67	0.3714038956812459	nopos	noDemog_0.4_0.1_0.999
68	0.3764465333341437	nopos	noDemog_0.4_0.1_0.999
69	0.37443396052855793	nopos	noDemog_0.4_0.1_0.999
70	0.37452235651458443	nopos	noDemog_0.4_0.1_0.999
71	0.37510860016411507	nopos	noDemog_0.4_0.1_0.999
72	0.3766464081519689	nopos	noDemog_0.4_0.1_0.999
73	0.3757124981408333	nopos	noDemog_0.4_0.1_0.999
74	0.3774886445254334	nopos	noDemog_0.4_0.1_0.999
75	0.37749612713921865	nopos	noDemog_0.4_0.1_0.999
76	0.3763471378107339	nopos	noDemog_0.4_0.1_0.999
77	0.3784787946118867	nopos	noDemog_0.4_0.1_0.999
78	0.3747988744259567	nopos	noDemog_0.4_0.1_0.999
79	0.38253760036429096	nopos	noDemog_0.4_0.1_0.999
80	0.38352813608028546	nopos	noDemog_0.4_0.1_0.999
81	0.3796633247076865	nopos	noDemog_0.4_0.1_0.999
82	0.3756514322979947	nopos	noDemog_0.4_0.1_0.999
83	0.37528288323686787	nopos	noDemog_0.4_0.1_0.999
84	0.3722802939498633	nopos	noDemog_0.4_0.1_0.999
85	0.37352218438825957	nopos	noDemog_0.4_0.1_0.999
86	0.3753381930005324	nopos	noDemog_0.4_0.1_0.999
87	0.37444389835774317	nopos	noDemog_0.4_0.1_0.999
88	0.37446572942789447	nopos	noDemog_0.4_0.1_0.999
89	0.38449483157751874	nopos	noDemog_0.4_0.1_0.999
90	0.38746705000493764	nopos	noDemog_0.4_0.1_0.999
91	0.38523488002747974	nopos	noDemog_0.4_0.1_0.999
92	0.3847119222421903	nopos	noDemog_0.4_0.1_0.999
93	0.38507276706272275	nopos	noDemog_0.4_0.1_0.999
94	0.3734022930446621	nopos	noDemog_0.4_0.1_0.999
95	0.3738820111053839	nopos	noDemog_0.4_0.1_0.999
96	0.3752498046735002	nopos	noDemog_0.4_0.1_0.999
97	0.3556796219567313	nopos	noDemog_0.4_0.1_0.999
98	0.3475221906389169	nopos	noDemog_0.4_0.1_0.999
99	0.31822084969237097	nopos	noDemog_0.4_0.1_0.999
100	0.24873757370369964	nopos	noDemog_0.4_0.1_0.999
1	-0.18568594493382617	pos	noDemog_0.4_0.1_0.999
2	0.12874979839627132	pos	noDemog_0.4_0.1_0.999
3	0.1856910207037289	pos	noDemog_0.4_0.1_0.999
4	0.21290974316072842	pos	noDemog_0.4_0.1_0.999
5	0.23233029895972623	pos	noDemog_0.4_0.1_0.999
6	0.2475491138418815	pos	noDemog_0.4_0.1_0.999
7	0.25785322324233084	pos	noDemog_0.4_0.1_0.999
8	0.2667916631757674	pos	noDemog_0.4_0.1_0.999
9	0.27404763708514157	pos	noDemog_0.4_0.1_0.999
10	0.2806082475408196	pos	noDemog_0.4_0.1_0.999
11	0.2880823212166955	pos	noDemog_0.4_0.1_0.999
12	0.29333776422817914	pos	noDemog_0.4_0.1_0.999
13	0.2984984563963605	pos	noDemog_0.4_0.1_0.999
14	0.30255582133985603	pos	noDemog_0.4_0.1_0.999
15	0.30671738231942847	pos	noDemog_0.4_0.1_0.999
16	0.30891632099708466	pos	noDemog_0.4_0.1_0.999
17	0.3111465775299257	pos	noDemog_0.4_0.1_0.999
18	0.31583228053911183	pos	noDemog_0.4_0.1_0.999
19	0.3196304089301937	pos	noDemog_0.4_0.1_0.999
20	0.3226344942307632	pos	noDemog_0.4_0.1_0.999
21	0.3242186737842335	pos	noDemog_0.4_0.1_0.999
22	0.3255846411493081	pos	noDemog_0.4_0.1_0.999
23	0.32632690648639573	pos	noDemog_0.4_0.1_0.999
24	0.32737025424322164	pos	noDemog_0.4_0.1_0.999
25	0.3271096609768024	pos	noDemog_0.4_0.1_0.999
26	0.3281618065677713	pos	noDemog_0.4_0.1_0.999
27	0.32747557807061256	pos	noDemog_0.4_0.1_0.999
28	0.32787258033635736	pos	noDemog_0.4_0.1_0.999
29	0.328178381403215	pos	noDemog_0.4_0.1_0.999
30	0.3295316510843246	pos	noDemog_0.4_0.1_0.999
31	0.32849249783056256	pos	noDemog_0.4_0.1_0.999
32	0.32988928872093104	pos	noDemog_0.4_0.1_0.999
33	0.33263009845146274	pos	noDemog_0.4_0.1_0.999
34	0.3345272870887619	pos	noDemog_0.4_0.1_0.999
35	0.3368766872919865	pos	noDemog_0.4_0.1_0.999
36	0.33671879785569725	pos	noDemog_0.4_0.1_0.999
37	0.3364937284281194	pos	noDemog_0.4_0.1_0.999
38	0.33741799478174905	pos	noDemog_0.4_0.1_0.999
39	0.3394821900810474	pos	noDemog_0.4_0.1_0.999
40	0.3419803457619741	pos	noDemog_0.4_0.1_0.999
41	0.3422222977182844	pos	noDemog_0.4_0.1_0.999
42	0.34218342611880626	pos	noDemog_0.4_0.1_0.999
43	0.3413270780537796	pos	noDemog_0.4_0.1_0.999
44	0.3401745934253828	pos	noDemog_0.4_0.1_0.999
45	0.33929866765453165	pos	noDemog_0.4_0.1_0.999
46	0.3407713976990492	pos	noDemog_0.4_0.1_0.999
47	0.33822722705022057	pos	noDemog_0.4_0.1_0.999
48	0.3385034397102501	pos	noDemog_0.4_0.1_0.999
49	0.33687711962804756	pos	noDemog_0.4_0.1_0.999
50	0.335818899587664	pos	noDemog_0.4_0.1_0.999
51	0.33822036721934634	pos	noDemog_0.4_0.1_0.999
52	0.3369322378067985	pos	noDemog_0.4_0.1_0.999
53	0.33554502467382874	pos	noDemog_0.4_0.1_0.999
54	0.3354522175778841	pos	noDemog_0.4_0.1_0.999
55	0.3335312432186185	pos	noDemog_0.4_0.1_0.999
56	0.33252863806833244	pos	noDemog_0.4_0.1_0.999
57	0.3285386855417083	pos	noDemog_0.4_0.1_0.999
58	0.32965550047359393	pos	noDemog_0.4_0.1_0.999
59	0.32969132298934845	pos	noDemog_0.4_0.1_0.999
60	0.3294243413783574	pos	noDemog_0.4_0.1_0.999
61	0.3288260900877348	pos	noDemog_0.4_0.1_0.999
62	0.3264744763787798	pos	noDemog_0.4_0.1_0.999
63	0.3271517041199692	pos	noDemog_0.4_0.1_0.999
64	0.3241982908634431	pos	noDemog_0.4_0.1_0.999
65	0.32172228795334257	pos	noDemog_0.4_0.1_0.999
66	0.32204009533995626	pos	noDemog_0.4_0.1_0.999
67	0.323869671296408	pos	noDemog_0.4_0.1_0.999
68	0.328431729723217	pos	noDemog_0.4_0.1_0.999
69	0.3259397305421181	pos	noDemog_0.4_0.1_0.999
70	0.32564607212112906	pos	noDemog_0.4_0.1_0.999
71	0.32505136918995325	pos	noDemog_0.4_0.1_0.999
72	0.3262028495829996	pos	noDemog_0.4_0.1_0.999
73	0.32513674406444826	pos	noDemog_0.4_0.1_0.999
74	0.32625170765266676	pos	noDemog_0.4_0.1_0.999
