α_weak,α_strong,α,analysis,method
0.036946753485565025,0.17163549264695482,0.20858224613251983,isolation_0.4_0.1_0.2,slim
0.036361485127428476,0.17141437326959938,0.20777585839702786,isolation_0.4_0.1_0.2,slim
0.03701171322406021,0.17123281211686817,0.20824452534092838,isolation_0.4_0.1_0.2,slim
0.0369137798560405,0.17152109661879014,0.20843487647483067,isolation_0.4_0.1_0.2,slim
0.03695521377806189,0.1713044786221938,0.2082596924002557,isolation_0.4_0.1_0.2,slim
0.03682140417814833,0.1715631550436892,0.20838455922183755,isolation_0.4_0.1_0.2,slim
0.03690102831994057,0.16983030605095992,0.20673133437090047,isolation_0.4_0.1_0.2,slim
0.037053455634417226,0.1718880426324601,0.2089414982668773,isolation_0.4_0.1_0.2,slim
0.0369351891963159,0.1700930442807903,0.20702823347710622,isolation_0.4_0.1_0.2,slim
0.03680140895477406,0.17123603759724237,0.20803744655201642,isolation_0.4_0.1_0.2,slim
0.03708599267343933,0.17234412175686392,0.20943011443030327,isolation_0.4_0.1_0.2,slim
0.036894146022055464,0.17243019930941245,0.2093243453314679,isolation_0.4_0.1_0.2,slim
0.03648697163804017,0.17150388299982994,0.20799085463787012,isolation_0.4_0.1_0.2,slim
0.036824807895133344,0.17172668374265482,0.20855149163778816,isolation_0.4_0.1_0.2,slim
0.03645582072892723,0.1721388234626408,0.20859464419156806,isolation_0.4_0.1_0.2,slim
0.03731551231492195,0.17134625829456632,0.20866177060948826,isolation_0.4_0.1_0.2,slim
0.03712712599464495,0.17081023494362108,0.207937360938266,isolation_0.4_0.1_0.2,slim
0.037002277861357,0.17128291226696724,0.20828519012832425,isolation_0.4_0.1_0.2,slim
0.03685099257871809,0.17208008740936245,0.20893107998808055,isolation_0.4_0.1_0.2,slim
0.0371101498007065,0.16981034059353572,0.2069204903942422,isolation_0.4_0.1_0.2,slim
0.03725764898358313,0.1723113376083645,0.20956898659194764,isolation_0.4_0.1_0.2,slim
0.03618292688660395,0.1718547981400772,0.20803772502668114,isolation_0.4_0.1_0.2,slim
0.03726258270515817,0.1722242338457487,0.20948681655090687,isolation_0.4_0.1_0.2,slim
0.03729644216821658,0.1719344859475268,0.20923092811574337,isolation_0.4_0.1_0.2,slim
