analysis	α_weak	α_strong	α	γ	β
DNAonly_nonVIPs	0.1384036913390558	0.11241634360515021	0.250820156609442	1101.1038549356222	0.20991221201716742
DNAonly_nonVIPs	0.12330561292841648	0.08034062526290672	0.20364638264642085	1126.7647331887204	0.19127699349240784
DNAonly_nonVIPs	0.11237008217316961	0.15366638778535696	0.2660358917689859	1081.2790818553888	0.18626971987266938
DNAonly_nonVIPs	0.0970077401483201	0.15482472084288532	0.2518323979249012	1025.196062549407	0.17377298171936753
DNAonly_nonVIPs	0.1233459116817594	0.08637958231220354	0.20972576028460543	1108.423903837861	0.17712564036222508
DNAonly_nonVIPs	0.12976390727390177	0.08934132784022394	0.2191048570198105	1137.1070633074937	0.18536363307493542
DNAonly_nonVIPs	0.11285545249675746	0.08972881119066148	0.2025847952442715	1132.3181063553827	0.1759872654561176
DNAonly_nonVIPs	0.13364894515821152	0.11418992266208085	0.2478389759243336	1164.359417454858	0.18305451805674977
DNAonly_nonVIPs	0.14904432431558776	0.08866131716873933	0.23770530093696762	1091.9499148211244	0.17060427257240207
DNAonly_nonVIPs	0.10809641120261144	0.10961679448329581	0.21771361229176048	1116.6777798289058	0.18567892120666368
DNAonly_nonVIPs	0.12442711892341528	0.1372598776507115	0.2616865578266494	1132.0268309616213	0.19725243423889607
DNAonly_nonVIPs	0.17253655852828584	0.09758431095278605	0.27012076307954064	1122.9546397277754	0.20063512292641428
DNAonly_nonVIPs	0.12455844455792683	0.14039415055487803	0.2649521912020906	1136.802319250871	0.18687223911149825
DNAonly_nonVIPs	0.11597898418307348	0.12485133072160354	0.24083002819599109	1031.3432262806239	0.1985003118040089
DNAonly_nonVIPs	0.18264913090132423	0.11599151712558732	0.2986401162750962	1083.523923964118	0.20711942033319092
DNAonly_nonVIPs	0.1265949593260009	0.1415220191425429	0.2681170394192697	1081.8730410910691	0.20748316234051914
DNAonly_nonVIPs	0.10757296734007747	0.07795566215109771	0.185528942660353	1137.6542918639689	0.16908637968144638
DNAonly_nonVIPs	0.18630661466040152	0.15390129242973088	0.34020790474156337	1098.917160615122	0.20387459034600597
DNAonly_nonVIPs	0.11834810523698924	0.07568192044301075	0.19402994034408602	1115.3687531182798	0.16193478666666666
DNAonly_nonVIPs	0.0972127738887423	0.07092260649032543	0.1681357413808267	1069.9089239226034	0.16927463808267373
DNAonly_nonVIPs	0.15934223791612626	0.09470894812070471	0.25405130583657587	1149.590523130134	0.1871306515348033
DNAonly_nonVIPs	0.07991839494639784	0.05588753450131401	0.13580619962392387	1162.9133117353872	0.16665914318078842
DNAonly_nonVIPs	0.20236793567119793	0.11835602111299914	0.32072423364485986	1144.7217642310961	0.21613873704333048
DNAonly_nonVIPs	0.13389172885043105	0.09910350696120689	0.23299523892241383	1078.2606512931034	0.18959893706896552
DNAonly_nonVIPs	0.10913977621023764	0.1458101944241316	0.25494985749542964	1107.8290063985373	0.19349703976234003
DNAonly_nonVIPs	0.12781024846903424	0.09628758239151147	0.22409790463404067	1101.5041190991772	0.17973944867908187
DNAonly_nonVIPs	0.09783400918985996	0.19819909553893558	0.2960332543417366	1115.8227775910364	0.19192037198879547
DNAonly_nonVIPs	0.09123026507210885	0.08812216266757371	0.1793525424036281	1127.8910140589571	0.16582298866213152
DNAonly_nonVIPs	0.14247344498721226	0.08370709451406651	0.22618066202046033	1144.4087109974425	0.17888834271099743
DNAonly_nonVIPs	0.16128900506410257	0.09330121826068376	0.25459052273504273	1119.2579200854702	0.17590870811965809
DNAonly_nonVIPs	0.10619375740969161	0.10279182331806166	0.2089851418942731	1088.8747691629958	0.19307666828193834
DNAonly_nonVIPs	0.11370680068930764	0.13998223880368096	0.2536890537248028	1101.7538558282208	0.19993956003505697
DNAonly_nonVIPs	0.19511316256432248	0.08979840914892798	0.28491190951972556	1059.8368820754717	0.20716715008576328
DNAonly_nonVIPs	0.08243141105246209	0.05617338313195403	0.1386046531494253	1137.355990804598	0.17111024367816094
DNAonly_nonVIPs	0.1213559561486234	0.1168107291918295	0.23816670377442273	1116.955454262877	0.1955404071936057
DNAonly_nonVIPs	0.1618136926453688	0.09714658915780447	0.2589599874785592	1096.717414922813	0.199369582761578
DNAonly_nonVIPs	0.08341967721037997	0.05187595877340131	0.13529579688137164	1119.7971158480075	0.16042274698795178
DNAonly_nonVIPs	0.19250820483870967	0.09952075252037353	0.2920289626485569	1106.6392555178268	0.20226035356536504
DNAonly_nonVIPs	0.1252861498447607	0.06268426211427337	0.1879703678309616	1148.858935316947	0.16622992367399744
DNAonly_nonVIPs	0.14994140428571429	0.07403900646374946	0.2239804756327757	1174.901335049335	0.1775892981552982
DNAonly_nonVIPs	0.10908887116452053	0.12123638791890408	0.23032531748858445	1061.1829718721463	0.20809656484018263
DNAonly_nonVIPs	0.12467406191684713	0.08651624364660028	0.21119071177999135	1134.0792286704202	0.17962421437851886
DNAonly_nonVIPs	0.22830338750322857	0.1269175882462333	0.35522208437365477	1172.116175634955	0.21926840594059407
DNAonly_nonVIPs	0.09858413119535323	0.16690649490516832	0.26549076576576575	1099.0394201043148	0.18493208155523944
DNAonly_nonVIPs	0.10821716674944569	0.10116511804824832	0.20938235321507762	1118.205757871397	0.17181751707317078
DNAonly_nonVIPs	0.0892195750357413	0.15524316163184076	0.2444629333830845	1138.5725412935324	0.19314157313432836
DNAonly_nonVIPs	0.10291204311308491	0.06102385142664644	0.16393581039861355	1087.1417157712306	0.16952207019064125
DNAonly_nonVIPs	0.17307039326365187	0.0832413887922355	0.25631119936006824	1074.335068088737	0.1813026130546075
DNAonly_nonVIPs	0.13318491321809647	0.10754958677848911	0.24073444541186512	1118.4852953478448	0.17152830260349977
DNAonly_nonVIPs	0.13670320794280832	0.08784705584592403	0.2245501060606061	1155.3222057191635	0.183249457106274
DNAonly_nonVIPs	0.15474208205601034	0.12078891032744508	0.27553092373976734	1130.0300120637655	0.18723742697113316
DNAonly_nonVIPs	0.12831888516325643	0.12526997648410973	0.2535885967784066	1099.6100143665649	0.1939655154549412
DNAonly_nonVIPs	0.20395407177446812	0.14296623952340423	0.34692053574468085	1124.6768314893618	0.21996069787234043
DNAonly_nonVIPs	0.11203882513385827	0.09272124656605424	0.20476030826771652	1133.552843832021	0.1645761622922135
DNAonly_nonVIPs	0.12342644366564284	0.11010389593681441	0.23353037731461168	1120.3948266783677	0.18005234050021937
DNAonly_nonVIPs	0.18364650042607586	0.11582773412441416	0.29947452492543675	1125.3568593949722	0.1994566067319983
DNAonly_nonVIPs	0.18063845832269051	0.11596353453299277	0.2966013324819072	1138.676084716901	0.19317444231587907
DNAonly_nonVIPs	0.11022304767878512	0.17005820387482745	0.28028150483202946	1090.408086516337	0.18781690750115046
DNAonly_nonVIPs	0.11577450025070421	0.1407249430149648	0.25649982306338026	1112.9588393485915	0.19676081514084506
DNAonly_nonVIPs	0.10773936046227647	0.06632137882424771	0.17406063842128214	1147.5535682511993	0.16560750806803318
DNAonly_nonVIPs	0.12679945823214286	0.1403706123358014	0.26717014220383273	1131.3595787891984	0.20531409712543552
DNAonly_nonVIPs	0.15197529100953203	0.1528285080337955	0.3048040480935875	1127.6079159445405	0.21501096620450608
DNAonly_nonVIPs	0.09028955491467269	0.08088110202347629	0.1711699889390519	1128.6981480812642	0.1566762162528217
DNAonly_nonVIPs	0.08305822025503597	0.06772254823651079	0.15078097428057552	1107.344273381295	0.14672858071043166
DNAonly_nonVIPs	0.08615936111094817	0.047574102702785934	0.1337334705278592	1180.6243000977515	0.1429650919843597
DNAonly_nonVIPs	0.15615591646227647	0.08125237428447447	0.23740855124291319	1199.5735324901873	0.17332496860008723
DNAonly_nonVIPs	0.09603488030172816	0.12142412029985987	0.21745922872489493	1082.7708066324149	0.18766317001401212
DNAonly_nonVIPs	0.09558489887646794	0.08582323473491417	0.18140791517615176	1114.2950289069558	0.18310233514001809
DNAonly_nonVIPs	0.1282405803360272	0.0937277629391748	0.22196850446618455	1120.7020250957041	0.18194492471288815
DNAonly_nonVIPs	0.1323630945893403	0.12535136663735255	0.2577143612931411	1094.6083101791176	0.19705847531673218
DNAonly_nonVIPs	0.15281717433247646	0.11790549584790058	0.27072265848329047	1145.7073131962297	0.21072194987146528
DNAonly_nonVIPs	0.21834626536480692	0.10580561811287553	0.3241519579399142	1140.7250261802574	0.21398220472103002
DNAonly_nonVIPs	0.15816576346564235	0.09099058323516858	0.24915601340162186	1098.8459240290226	0.199732812633376
DNAonly_nonVIPs	0.07787368371828486	0.088891506868551	0.16676496145884673	1041.4597341547562	0.18531299310004923
DNAonly_nonVIPs	0.1711364045183291	0.10378491705029838	0.2749213231031543	1151.2157668371697	0.19199706180733161
DNAonly_nonVIPs	0.199631605982906	0.087115634841453	0.2867472880341881	1120.1529512820512	0.1811985581196581
DNAonly_nonVIPs	0.13476947770527226	0.09470403632584272	0.2294735462402766	1141.5740717372514	0.18937047925669837
DNAonly_nonVIPs	0.11831454035239818	0.20388061757918552	0.3221950561085972	1107.9682266968325	0.20937839049773754
DNAonly_nonVIPs	0.16937570292235493	0.15594000366894198	0.3253156736348123	1130.542141211604	0.21195785153583618
DNAonly_nonVIPs	0.10501648870030715	0.09350859111627906	0.19852525269855195	1121.1531254936376	0.16837161474330845
DNAonly_nonVIPs	0.18314100072186837	0.09359862531333334	0.2767396692144374	1133.1048963906583	0.19467960212314225
DNAonly_nonVIPs	0.11758952814197257	0.12850738610508625	0.24609726691729328	1080.2914670499779	0.18724400884564352
DNAonly_nonVIPs	0.13170682418706295	0.0833331509908217	0.21503963395979026	1078.5687447552446	0.17744475437062937
DNAonly_nonVIPs	0.19631265784372334	0.16042388506404784	0.35673678906917167	1109.3221456020497	0.2064696285226303
DNAonly_nonVIPs	0.2041613590025795	0.13514055887145313	0.33930197635425624	1170.807300515907	0.20773235253654343
DNAonly_nonVIPs	0.13454912495945368	0.0803605814993598	0.2149095799402475	1152.398151941955	0.1703543743064447
DNAonly_nonVIPs	0.13789950863759862	0.15268799347940404	0.2905875836985101	1083.851416739702	0.19174342199824715
DNAonly_nonVIPs	0.16354844479897127	0.08305699640051437	0.24660556065152164	1064.1685944277756	0.18847520574367765
DNAonly_nonVIPs	0.1366728101256499	0.07501600974278162	0.21168868834488735	1090.5403518197572	0.17445385008665512
DNAonly_nonVIPs	0.11025646614992915	0.16960964698393954	0.2798661412376004	1041.4866070382618	0.2181259296173831
DNAonly_nonVIPs	0.135483095528109	0.06322929963543442	0.19871254403747868	1205.7530017035772	0.16643486073253835
DNAonly_nonVIPs	0.16736963674518202	0.1288348920214133	0.2962046749464668	1128.4279344753747	0.19849681970021416
DNAonly_nonVIPs	0.08788917959540957	0.07269499698127811	0.1605840903690369	1128.1892623762378	0.1827726206120612
DNAonly_nonVIPs	0.1360319046025862	0.09447021752683188	0.2305024882327586	1116.309177887931	0.17292450215517238
DNAonly_nonVIPs	0.13321302798993	0.09895556995621715	0.2321682229422066	1084.1337539404553	0.18281668914185634
DNAonly_nonVIPs	0.16811938957474226	0.14343200421735397	0.31155089733676977	1150.2122401202748	0.20774149441580755
DNAonly_nonVIPs	0.13197267611841534	0.1432163290465825	0.27518924423160646	1103.7434266434477	0.1970966356116674
DNAonly_nonVIPs	0.19288638455437102	0.1459306096324094	0.3388165769722814	1155.6637825159917	0.21671066268656716
DNAonly_nonVIPs	0.15156915823100306	0.1720391839643943	0.32360806730351716	1102.2787650890143	0.2275776061658706
DNAonly_nonVIPs	0.20782172322415995	0.09002352896512121	0.2978452871118673	1143.6409719268395	0.17978586303700553
DNAonly_nonVIPs	0.06549568589755969	0.0617782113271911	0.12727385093457946	1094.1889667705086	0.16282050207684318
DNAonly_nonVIPs	0.1201571270996051	0.13267318722246602	0.2528303702939886	1103.795182097411	0.19391839710399297
DNAonly_nonVIPs	0.14659858399741266	0.08820704482897801	0.23480556800344976	1137.4111142733937	0.1811841332470893
DNAonly_nonVIPs	0.12380115421254803	0.0704523277780623	0.19425350704225355	1093.7442555271018	0.1830545369184806
DNAonly_nonVIPs	0.22473951265323622	0.1437729525130733	0.3685125452207458	1163.1936078011147	0.21310996528075438
DNAonly_nonVIPs	0.12002680402962966	0.1120114462287146	0.2320380333333333	1117.7421410021786	0.18457954379084968
DNAonly_nonVIPs	0.1350065250592105	0.14077224009254385	0.27577893552631577	1132.614351754386	0.1948661986842105
DNAonly_nonVIPs	0.12688148610095734	0.11424369654482157	0.24112506570931236	1131.0084308093994	0.18652225674499567
DNAonly_nonVIPs	0.18883073410638293	0.10176545123234042	0.2905961025531915	1158.6986434042553	0.21175472765957448
DNAonly_nonVIPs	0.169802006377551	0.08681847753911565	0.2566203507653061	1157.6605620748298	0.18250525595238093
DNAonly_nonVIPs	0.14714619609063048	0.17552847294614712	0.32267484894921195	1072.3485468476358	0.20815521847635726
DNAonly_nonVIPs	0.13492267999476668	0.1511194916615787	0.2860424221543829	1113.6006306149152	0.18881626559092896
DNAonly_nonVIPs	0.14101805855194807	0.1306022779822511	0.271619900995671	1072.8483601731602	0.22144986277056275
DNAonly_nonVIPs	0.217406615335599	0.15812573315505524	0.375532347068819	1106.0359082412915	0.22212592268479178
DNAonly_nonVIPs	0.11292392668293758	0.1300896472119613	0.24301380065963066	1143.1405391380824	0.18459740677220757
DNAonly_nonVIPs	0.11636081471484037	0.10149777198662638	0.21785895949094045	1096.6599357204486	0.1677897217428818
DNAonly_nonVIPs	0.15960046157395427	0.1427156548197499	0.30231639715394565	1122.2182600258732	0.17739878094006037
DNAonly_nonVIPs	0.08748848986140609	0.10583164800491643	0.19331969572271385	1086.9877954768926	0.17590477187807282
DNAonly_nonVIPs	0.14894144211153681	0.10177052045849297	0.2507121943380162	1129.5777803320564	0.17021638739889317
DNAonly_nonVIPs	0.10809073578833557	0.11819802194571555	0.22628863629430238	1102.3820838941228	0.18135352534768956
DNAonly_nonVIPs	0.15972503127147766	0.06891373632130583	0.22863832293814434	1188.092625	0.1781417951030928
DNAonly_nonVIPs	0.1568093101444964	0.07963815348491288	0.23644770981725452	1148.00197960051	0.19989460050998725
DNAonly_nonVIPs	0.21979953131914895	0.09465766236085107	0.3144582114893617	1114.1286961702126	0.19276053063829787
DNAonly_nonVIPs	0.16778448323353296	0.14965132018819507	0.31743602523524383	1131.3914781864842	0.20103106971770746
DNAonly_nonVIPs	0.16887195612985903	0.1697607959760786	0.3386329615548911	1147.266162750961	0.20318642161469455
DNAonly_nonVIPs	0.08839345694509348	0.19455817710864493	0.28295148364485984	1025.7475311915887	0.1951590268691588
DNAonly_nonVIPs	0.18791398522292993	0.08121296024203822	0.26912650985138004	1199.561532908705	0.18670349893842886
DNAonly_nonVIPs	0.17766904666949512	0.07721305228936359	0.25488279266016123	1087.3163652948663	0.1811620135765804
DNAonly_nonVIPs	0.09936833600957774	0.182639025661689	0.28200748609680737	1062.9316065396501	0.21287857981462416
DNAonly_nonVIPs	0.12599186984203767	0.08038156242679793	0.20637322328767124	1150.7043463184928	0.18065326626712327
DNAonly_nonVIPs	0.15255450547041294	0.07020401554618987	0.22275856215410816	1181.6857654320988	0.1789766973180077
DNAonly_nonVIPs	0.18857098034115138	0.114313518336887	0.3028840622601279	1166.795996162047	0.20077261066098082
DNAonly_nonVIPs	0.13467518253853983	0.24111896194690266	0.37579424203539835	1089.28267420354	0.22294035929203543
DNAonly_nonVIPs	0.17769340415430263	0.08166873502755405	0.25936198431538793	1171.839183976261	0.1826769080118694
DNAonly_nonVIPs	0.1152130610134141	0.08340839948853308	0.19862170523582864	1089.4393509303331	0.16201128991778452
DNAonly_nonVIPs	0.11694640675793135	0.08763055630964799	0.20457676862233812	1090.816210082573	0.1760886149500217
DNAonly_nonVIPs	0.15644201168726032	0.0857611265943758	0.2422032778014487	1101.4232858968894	0.1982802236898168
DNAonly_nonVIPs	0.08029031133393422	0.0671143355421361	0.14740471433077962	1084.0638003605227	0.15694427985579087
DNAonly_nonVIPs	0.2009219666294067	0.15474091952708513	0.35566264316423035	1160.4859772141015	0.21655561092003445
DNAonly_nonVIPs	0.15018315797923876	0.15494598304195503	0.30512910337370236	1132.5168728373703	0.2010529152249135
DNAonly_nonVIPs	0.1422168957269181	0.12206550227264847	0.26428341764195923	1131.2364070221067	0.18130352670134373
DNAonly_nonVIPs	0.08572222435154232	0.1597302648845766	0.24545200706674147	1095.3308491306786	0.20525525406618056
DNAonly_nonVIPs	0.16401750201758147	0.12166952328344768	0.28568716295025726	1118.4269678387652	0.1928391638078902
DNAonly_nonVIPs	0.16901894352840666	0.07753413974455362	0.24655304686031612	1114.6448832123024	0.20057608799658272
DNAonly_nonVIPs	0.19726527951551212	0.09344979707267319	0.2907154080747981	1219.109560560986	0.18391754611134722
DNAonly_nonVIPs	0.14964766739685242	0.07489495341301575	0.22454234972352197	1157.5151173968525	0.18146848532539345
DNAonly_nonVIPs	0.11728408853415061	0.08855613233056041	0.20584035306479864	1124.2003362521893	0.17681683318739055
DNAonly_nonVIPs	0.0849599737828351	0.11410924889392476	0.19906954324975895	1051.172492222758	0.16890243876567018
DNAonly_nonVIPs	0.16312146135296626	0.10800196528510456	0.2711233150661545	1089.5486470337175	0.18968790311566366
DNAonly_nonVIPs	0.15202105302145924	0.07379210725193133	0.22581305004291846	1139.1289094420601	0.17452558283261804
DNAonly_nonVIPs	0.15392316157983557	0.13472014302899174	0.288643038251839	1125.602315015145	0.19730483254002595
DNAonly_nonVIPs	0.10370127827824922	0.06951001174408217	0.17321137409557838	1117.396434569004	0.1680534814649397
DNAonly_nonVIPs	0.17427531888034187	0.11951604364615384	0.2937912256410256	1144.2139017094016	0.20048966581196584
DNAonly_nonVIPs	0.11710461766161835	0.07406124916832539	0.19116604954565122	1134.0975828645605	0.17466097144093462
DNAonly_nonVIPs	0.19302007769263516	0.0881940985470413	0.2812143959131546	1208.3940544912732	0.1948649995742869
DNAonly_nonVIPs	0.1326744117487069	0.0793445852487069	0.21201858297413795	1219.9202672413794	0.18083477715517243
DNAonly_nonVIPs	0.11826330698260869	0.10856483321239133	0.22682700247826085	1146.7860921739132	0.15939714234782607
DNAonly_nonVIPs	0.083712754227471	0.06105438558515081	0.14476673522041764	1091.813472389791	0.16160409559164735
DNAonly_nonVIPs	0.1267726892348054	0.10627658482247485	0.23304980196764316	1184.3764954088329	0.17451377393965892
DNAonly_nonVIPs	0.11948096393807642	0.1417973596644708	0.2612781364075538	1075.5164721124288	0.19225846859903378
DNAonly_nonVIPs	0.1205756107789315	0.09037455145239122	0.21095003998276604	1151.3786277466609	0.17660640672124084
DNAonly_nonVIPs	0.1064105365565457	0.13528972972117595	0.24170022861736332	1126.411158015618	0.1914307404685347
DNAonly_nonVIPs	0.14344156399440613	0.11763611619018932	0.2610777374354561	1131.482288726334	0.19550580421686747
DNAonly_nonVIPs	0.20003735789563729	0.10155082210863987	0.3015885222412317	1166.0146599657828	0.204150747647562
DNAonly_nonVIPs	0.09912219956378142	0.14016520367504837	0.23928722137330752	1043.7107307059962	0.17671888684719536
DNAonly_nonVIPs	0.12512527054232805	0.085331756079806	0.2104573188271605	1094.2874986772488	0.15800846428571433
DNAonly_nonVIPs	0.169361944571551	0.12849470153813194	0.2978566512425021	1116.1747412167952	0.19328068080548413
DNAonly_nonVIPs	0.17166304150811962	0.17139440378205134	0.34305691410256406	1152.0905653846155	0.20972408675213675
DNAonly_nonVIPs	0.10810386300087721	0.09098694159254386	0.1990909630263158	1132.1782407894734	0.17344828245614033
DNAonly_nonVIPs	0.13746011887325785	0.1366687059324913	0.2741287108013937	1139.045493902439	0.19481918771777001
DNAonly_nonVIPs	0.09906891453999116	0.10347336502121078	0.2025422939902784	1111.9275046398586	0.17242423840035354
DNAonly_nonVIPs	0.13574573583969135	0.08612359044020575	0.22186885555079297	1173.6838118302612	0.17314238791255895
DNAonly_nonVIPs	0.1926691108779443	0.09968517341040685	0.2923543901498929	1168.061759314775	0.1908781498929336
DNAonly_nonVIPs	0.13847502313663793	0.10360631231508621	0.24208152564655175	1141.8922228448275	0.19546889698275863
DNAonly_nonVIPs	0.1489322643125808	0.1521466155264972	0.3010788319689789	1151.4676074967686	0.2058909633778544
DNAonly_nonVIPs	0.15268175800344236	0.0678315776045611	0.2205135196213425	1210.3205955249573	0.18339713683304645
DNAonly_nonVIPs	0.1411463898146684	0.11310717735836627	0.2542538355292051	1079.7881541501977	0.17605514053579271
DNAonly_nonVIPs	0.12062999615057422	0.08945590271756701	0.21008617737133134	1182.0257447894514	0.1776327979583156
DNAonly_nonVIPs	0.21354180059023353	0.1082240785732484	0.32176571974522294	1113.0367932059448	0.21268030403397029
DNAonly_nonVIPs	0.136884725264972	0.11901105368935802	0.2558958900043085	1096.445413183972	0.1935812434295562
DNAonly_nonVIPs	0.09521170500339386	0.13580078291539197	0.2310127757170172	1085.8151352772468	0.1846293809751434
DNAonly_nonVIPs	0.0947106492039542	0.16256399231425592	0.2572745869927159	1102.4080239334028	0.18650573725286165
DNAonly_nonVIPs	0.1815791406311545	0.10465470426570457	0.28623354753820035	1134.737734295416	0.19733189898132428
DNAonly_nonVIPs	0.14432728240484424	0.06351912708797579	0.2078464871972318	1149.5235739619377	0.17790090224913496
DNAonly_nonVIPs	0.13546391761954626	0.16297434247818499	0.2984380959860384	1118.0153891797556	0.2037387739965096
DNAonly_nonVIPs	0.13294398187687045	0.09432444643394614	0.22726768088926894	1144.6878058999573	0.18394824454895256
DNAonly_nonVIPs	0.14353515219055718	0.08535840675031901	0.22889357698851553	1160.8248583581455	0.18845993236920458
DNAonly_nonVIPs	0.1478920064431917	0.14945164022116217	0.29734360928013875	1103.0413989592369	0.21240760277536858
DNAonly_nonVIPs	0.08111536047986931	0.1411624168366013	0.22227709241830068	1034.4506568627446	0.19042015620915032
DNAonly_nonVIPs	0.1614862207764556	0.09532599121546963	0.2568126765830854	1192.7185376115594	0.18913297280068
DNAonly_nonVIPs	0.14373327775606642	0.08170066426990208	0.22543413256704983	1141.4252111536823	0.16822191400595998
DNAonly_nonVIPs	0.14383517173848123	0.07433019220221843	0.21816532337883957	1166.6996612627986	0.1860661608361775
DNAonly_nonVIPs	0.13800764363873208	0.08526600650855405	0.22327384172818066	1092.7438884064263	0.18379946157186283
DNAonly_nonVIPs	0.10291429045172586	0.21872850789894943	0.3216429329664833	1115.472531715858	0.20795955877938968
DNAonly_nonVIPs	0.14572852777825707	0.0752441444145384	0.22097223494391716	1107.3326082830029	0.18241341199309755
DNAonly_nonVIPs	0.10627334724414947	0.16689456925270402	0.2731676061946902	1042.910013913471	0.20428388495575225
DNAonly_nonVIPs	0.11752871502999997	0.08385474069260869	0.20138340321739126	1095.2254091304346	0.1737543613043478
DNAonly_nonVIPs	0.14370167458771319	0.15932468566829908	0.30302654875382595	1116.1167385220815	0.20952936729339747
DNAonly_nonVIPs	0.16853413722317595	0.153735758683691	0.32227025965665235	1113.7455957081547	0.2180430459227468
DNAonly_nonVIPs	0.09898879481583422	0.17670002913390007	0.2756884149840595	1117.1196381509033	0.18785908607863977
DNAonly_nonVIPs	0.1313912666811159	0.08042495497472103	0.2118162130901287	1144.837239055794	0.16775241673819746
DNAonly_nonVIPs	0.13596615573396878	0.09389332468999133	0.229860008882149	1191.0951187175044	0.1698057032928943
DNAonly_nonVIPs	0.11355865176180256	0.0958778582476395	0.20943764613733906	1140.544753218884	0.16793788884120173
DNAonly_nonVIPs	0.1733864459195894	0.11806970642613344	0.29145552159965776	1114.6050915312235	0.20167994439692044
DNAonly_nonVIPs	0.11795350868845121	0.1582169749059982	0.2761707166517457	1057.048504610564	0.19871074619516568
DNAonly_nonVIPs	0.18876840674042555	0.12685980973276595	0.3156283004255319	1179.7568680851061	0.20696921531914894
DNAonly_nonVIPs	0.10765970203743798	0.12994934672755976	0.2376090245827695	1133.5661705006767	0.17585395308976093
DNAonly_nonVIPs	0.13179525254628033	0.11353598192603806	0.24533121829584775	1117.7069325259517	0.1841589775086505
DNAonly_nonVIPs	0.10900091326295594	0.23782737886309804	0.3468280994789199	1090.9919129796306	0.19540878446234014
DNAonly_nonVIPs	0.18823467710740263	0.09730645634146343	0.2855410650406504	1173.5510577663672	0.2021038202824133
DNAonly_nonVIPs	0.13544013159014265	0.13605979620492867	0.27149957025508	1117.5337885862516	0.19488214829226114
