aw	as	a	analysis	b	w	method
0.121501	0.114564	0.243396	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0100585	0.220103	0.224889	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0840021	0.158137	0.22001	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.137027	0.138713	0.24979	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.151523	0.114392	0.245164	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0858028	0.163904	0.236639	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0636197	0.177804	0.237793	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.00541751	0.242365	0.237802	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0825794	0.170987	0.246401	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.103121	0.151296	0.242022	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0687577	0.192882	0.242898	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.00763958	0.203478	0.207998	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0785117	0.185359	0.245232	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0569485	0.172151	0.220677	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0540335	0.179602	0.226364	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0800894	0.154385	0.228098	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0721265	0.179532	0.245479	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0280927	0.20442	0.23349	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0925893	0.145987	0.229172	isolation_0.4_0.1_0.2	0.2	0.1	ABC
-0.0068305	0.219415	0.213008	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0836083	0.154861	0.229005	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0790975	0.168632	0.231123	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0891184	0.169826	0.244348	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.126699	0.138603	0.255273	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0953797	0.166138	0.257508	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0743233	0.158396	0.221341	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0831992	0.170406	0.244684	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0564614	0.199218	0.228288	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.121852	0.139037	0.253848	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.141083	0.114997	0.239285	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.128161	0.136097	0.255811	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.105371	0.142279	0.24005	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.053343	0.183227	0.21861	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0763514	0.1624	0.217612	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0348671	0.208643	0.224865	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.116145	0.143204	0.250595	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0983268	0.158958	0.244466	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.153968	0.118214	0.242544	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.126492	0.139572	0.246098	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0666229	0.163298	0.22437	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.107563	0.130715	0.229736	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.018137	0.183956	0.187369	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.121672	0.13041	0.245049	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0538896	0.183053	0.234462	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0682466	0.198452	0.245579	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0527155	0.175905	0.220142	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0769108	0.172162	0.236915	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.149173	0.0938426	0.229151	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0410372	0.193741	0.221023	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0830167	0.154486	0.229627	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0836447	0.165917	0.237455	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.130054	0.117471	0.237653	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.150692	0.113065	0.258297	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.124267	0.148083	0.257972	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0799967	0.165987	0.241059	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0473841	0.173871	0.208425	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.106672	0.118197	0.217225	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.108005	0.147637	0.237779	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.17551	0.107779	0.270807	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.140327	0.13076	0.251899	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0592093	0.176392	0.230679	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0793146	0.172226	0.231904	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.149401	0.126314	0.261859	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.120777	0.142853	0.26135	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0987399	0.136375	0.222818	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.123691	0.0877836	0.216434	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0101068	0.171377	0.175192	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0549054	0.147775	0.19654	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.133746	0.100826	0.219858	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0342818	0.168848	0.204591	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0879768	0.141824	0.215337	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.128863	0.114685	0.220106	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.117187	0.114407	0.214633	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0877507	0.131087	0.21252	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0673522	0.148155	0.207928	isolation_0.4_0.2_0.2	0.2	0.2	ABC
-0.000721432	0.215851	0.205115	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.137439	0.100404	0.233195	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0639272	0.155469	0.20616	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.119103	0.125161	0.234203	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0439055	0.164496	0.203484	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.094079	0.131617	0.214067	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0357567	0.175637	0.204239	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.117823	0.107011	0.21678	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.121095	0.112165	0.232095	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.107336	0.117234	0.209291	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0685194	0.143787	0.202991	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.10043	0.128815	0.218025	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0958092	0.130985	0.216203	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0180874	0.179805	0.189282	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0620121	0.147775	0.197572	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0785342	0.145244	0.204756	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.142235	0.0801055	0.214369	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.120858	0.105692	0.221604	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0965517	0.128601	0.214575	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0974273	0.120893	0.199541	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0398974	0.160567	0.190847	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.107659	0.12631	0.210986	isolation_0.4_0.2_0.2	0.2	0.2	ABC
-0.0104085	0.193261	0.182124	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.189634	0.0715974	0.233191	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.103471	0.104247	0.197362	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0822279	0.113418	0.189872	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.117562	0.103837	0.218467	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.106862	0.119186	0.214033	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.126941	0.109491	0.218732	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.121551	0.119073	0.229001	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.158301	0.113535	0.248193	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.123472	0.0931598	0.211857	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.116705	0.111063	0.221359	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0449683	0.160406	0.193678	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.107016	0.117685	0.219614	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0381073	0.152834	0.183924	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.115391	0.125045	0.219386	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0629409	0.161119	0.209934	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0546447	0.149744	0.189544	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0986984	0.105477	0.196498	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.114556	0.118872	0.203653	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0546523	0.162695	0.200593	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0602012	0.155256	0.204073	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0451856	0.176064	0.204317	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0581465	0.168881	0.201957	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.130284	0.125627	0.24505	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.043602	0.153721	0.197959	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0353581	0.185998	0.201026	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0967316	0.108495	0.191468	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.114699	0.121532	0.230083	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0540832	0.163662	0.212782	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0629119	0.169942	0.218675	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.138652	0.108048	0.231086	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0339988	0.163964	0.186643	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0521098	0.151697	0.194699	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.079204	0.138628	0.207284	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.079044	0.136462	0.206737	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0950606	0.117873	0.198602	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.132018	0.0989958	0.217722	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0950504	0.131283	0.225002	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0553177	0.147983	0.189338	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.113167	0.125366	0.217233	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.113688	0.1234	0.212279	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0716759	0.13457	0.206406	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.110908	0.105156	0.215133	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0821888	0.129567	0.202726	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.107788	0.122954	0.218029	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0792649	0.130354	0.199108	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.146665	0.0986554	0.239666	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0563831	0.153954	0.19637	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.054757	0.183629	0.229598	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.094974	0.144346	0.225773	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0911785	0.138329	0.217692	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0994021	0.125671	0.214504	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.143104	0.0972804	0.225616	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0336824	0.15851	0.185437	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.160929	0.078565	0.228047	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0124444	0.191978	0.196802	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.174983	0.082333	0.245125	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0730726	0.134615	0.20054	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0433319	0.168227	0.205401	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.134272	0.118239	0.242667	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0948885	0.117782	0.204916	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.120621	0.102756	0.201842	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0933267	0.123174	0.210101	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.103199	0.125427	0.223379	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0698269	0.151053	0.202497	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0470992	0.150902	0.193828	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0968712	0.0995395	0.200484	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.137998	0.0425007	0.170772	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.168851	0.0667943	0.209811	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.163027	0.0613391	0.208491	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0904498	0.0894339	0.168312	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.134648	0.0669054	0.19356	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.136857	0.05427	0.183218	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.12338	0.0682888	0.186339	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.138549	0.0714629	0.186274	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.1315	0.0831154	0.199582	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.129243	0.0756759	0.179624	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.111103	0.0595327	0.167473	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0933238	0.0748491	0.158732	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.128159	0.0714324	0.183409	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.142772	0.0446477	0.188963	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.137126	0.0689065	0.202223	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.16577	0.059259	0.207051	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.10175	0.0652616	0.1614	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0968389	0.0798408	0.172373	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.142448	0.0499832	0.188739	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.145698	0.0733205	0.210976	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.113435	0.0812217	0.182414	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.134082	0.0684736	0.188673	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.103532	0.101824	0.198907	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.105469	0.060587	0.160132	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.140696	0.0737688	0.192051	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0947468	0.0820463	0.162944	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.084285	0.080757	0.165799	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.123686	0.0631176	0.183568	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.152955	0.0765136	0.215068	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0616981	0.102315	0.155996	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0952061	0.0627262	0.156794	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.138701	0.0642621	0.180961	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.104733	0.0733558	0.165128	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.171158	0.0601963	0.208716	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.156062	0.0397435	0.187675	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.12387	0.0823537	0.202755	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.148223	0.0634479	0.203675	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.125825	0.0542395	0.181109	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0906005	0.112992	0.193789	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.115844	0.0460854	0.152424	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.146547	0.063996	0.198648	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.123059	0.0605383	0.173851	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.119658	0.0761214	0.178574	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.156416	0.0462255	0.201901	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.113134	0.0788123	0.168158	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.13372	0.0597492	0.186871	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.122804	0.0875711	0.195483	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.123187	0.0462786	0.167461	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0849512	0.0787563	0.162302	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.115885	0.0638364	0.174941	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.126386	0.0580288	0.192684	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0846796	0.092889	0.166063	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.115402	0.0759921	0.171301	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110125	0.0791205	0.174229	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.141169	0.0702633	0.196054	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.148857	0.0579117	0.189404	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0966983	0.0748978	0.168902	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.154835	0.0504147	0.193079	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.144463	0.0507715	0.192137	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.143514	0.0721516	0.208685	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.132	0.074252	0.191426	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.155711	0.0627518	0.211705	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.18584	0.036335	0.211391	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.129648	0.0441999	0.177634	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.105976	0.0773402	0.182882	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.143387	0.0580941	0.193739	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.107006	0.100974	0.18568	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0544547	0.102041	0.14841	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.150509	0.0493884	0.190619	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0770655	0.0863239	0.152222	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.135379	0.0628949	0.185146	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0717582	0.110787	0.180953	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110824	0.0927329	0.201668	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.106368	0.0718871	0.167061	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.135757	0.061449	0.186349	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.114186	0.0677512	0.158609	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.116363	0.0662785	0.17843	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110336	0.0656547	0.18524	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.153942	0.0373341	0.182279	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.113064	0.0794297	0.184319	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.10462	0.0770808	0.171029	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.142541	0.0535635	0.188863	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0976358	0.0808589	0.181538	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0977171	0.0778249	0.168192	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.130913	0.0684868	0.181166	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.115011	0.0863288	0.185976	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.136268	0.0594896	0.190604	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.151158	0.0567379	0.18894	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.106326	0.079468	0.165814	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0878886	0.0802528	0.170234	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.1277	0.0663248	0.187844	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.140106	0.077495	0.186321	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.131321	0.0655337	0.171858	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0571883	0.118752	0.163981	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.1275	0.0547591	0.171063	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.13073	0.0686016	0.203817	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.134808	0.0531789	0.182124	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.106204	0.0892004	0.183802	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.129938	0.0756444	0.182364	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.122076	0.0538163	0.174743	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.242786	0.0411882	0.283608	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.294297	0.0637185	0.344072	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.260749	0.0622651	0.311535	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.241002	0.0422842	0.277484	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.256786	0.0666738	0.307536	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.300867	0.0441648	0.330817	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.233076	0.0729519	0.296906	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.27105	0.0434066	0.318106	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.246451	0.0559956	0.293157	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.250708	0.0690952	0.311499	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.311551	0.0505377	0.368046	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.274611	0.0469459	0.321158	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.297121	0.0531756	0.339293	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.257644	0.0599472	0.297106	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.303813	0.0488895	0.363585	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.26253	0.054413	0.305825	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.244526	0.0559702	0.28342	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.248474	0.0601634	0.29982	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.179135	0.0820425	0.250377	isolation_0.4_0.1_0.4	0.4	0.1	ABC
