aw	as	a	gamNeg	shape	analysis	b	w	method
0.0898334	0.102838	0.188332	781.669	0.170657	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0817384	0.116173	0.189754	623.761	0.168679	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0344127	0.152892	0.183621	360.093	0.17188	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.066601	0.123099	0.185833	454.38	0.170119	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0688107	0.114572	0.181449	829.153	0.169077	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0783115	0.127765	0.200703	631.059	0.181841	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0758019	0.117632	0.183072	821.765	0.170517	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0794213	0.114755	0.194254	469.847	0.175975	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.104829	0.111749	0.20074	432.341	0.17771	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0882745	0.0920359	0.181821	826.89	0.170924	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0704275	0.14067	0.199902	412.047	0.17558	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.103848	0.0921679	0.182903	791.717	0.172187	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0914867	0.107922	0.188799	428.575	0.171561	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0764136	0.118345	0.179998	603.058	0.165857	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0950157	0.126347	0.209767	756.238	0.179101	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0869924	0.150509	0.219758	450.726	0.182076	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0832607	0.119213	0.190711	544.938	0.171673	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0581108	0.138781	0.192634	443.185	0.175239	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.090032	0.119925	0.20744	441.602	0.175776	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.116984	0.0950922	0.205164	427.833	0.177876	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0510735	0.153596	0.195784	429.818	0.174093	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0610728	0.131036	0.190363	433.866	0.172536	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0672666	0.12243	0.180116	770.982	0.169287	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.118834	0.113481	0.212855	823.525	0.178056	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0443666	0.160113	0.19024	855.549	0.174738	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0464907	0.154241	0.195714	444.541	0.174388	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0206615	0.155571	0.172045	766.654	0.166827	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0848162	0.100211	0.176289	440.478	0.169207	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0139854	0.172092	0.184606	422.81	0.171243	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.111296	0.0970274	0.203146	449.048	0.177022	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0453879	0.152162	0.194904	443.863	0.176302	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0825978	0.125195	0.201916	404.244	0.179657	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0939819	0.142213	0.20823	414.397	0.176163	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.053381	0.144366	0.190708	453.567	0.171207	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0979621	0.105625	0.19853	817.516	0.17169	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0780215	0.137603	0.204344	469.933	0.174794	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0883138	0.108423	0.197618	432.531	0.172609	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.128396	0.0901475	0.208451	845.654	0.177753	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0293698	0.154172	0.181268	373.096	0.17198	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.133271	0.0918841	0.213638	468.269	0.17523	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0616501	0.151206	0.202708	451.822	0.177802	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.101352	0.146786	0.227468	458.672	0.183496	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.104938	0.0927144	0.192364	497.802	0.172199	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.117567	0.0902816	0.206853	787.451	0.176594	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.100192	0.106781	0.195453	821.513	0.174155	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.103226	0.0946708	0.187721	449.319	0.171412	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0467874	0.160702	0.205645	807.665	0.178666	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.08681	0.109687	0.189487	442.385	0.174043	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0649102	0.114238	0.170111	449.805	0.164996	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.03854	0.148084	0.180355	392.553	0.168743	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0758348	0.112161	0.182548	468.416	0.171702	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0519653	0.12761	0.177739	440.964	0.168311	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0450894	0.163033	0.199181	757.12	0.178023	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0797936	0.118011	0.202375	408.337	0.178757	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0888162	0.118156	0.208778	812.376	0.180071	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0653904	0.125668	0.185357	442.314	0.168714	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0400111	0.140027	0.178212	399.191	0.172534	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0674364	0.136195	0.194441	474.312	0.173473	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0939779	0.112248	0.200224	479.335	0.177709	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0146073	0.174958	0.179015	449.29	0.170283	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0871138	0.134865	0.210609	413.808	0.182955	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0905186	0.116281	0.196576	462.926	0.17348	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.151944	0.0972325	0.238334	407.595	0.186361	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0703014	0.132736	0.192873	421.222	0.176022	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0863187	0.125146	0.20955	447.902	0.177439	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.124667	0.110986	0.213274	420.672	0.182167	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.103351	0.087431	0.186919	479.035	0.167713	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.106316	0.100513	0.189701	400.37	0.173664	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.136765	0.103236	0.232253	835.306	0.187003	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0520319	0.124724	0.175794	441.712	0.165815	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0374313	0.147738	0.18184	837.291	0.16825	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.137987	0.0757026	0.208589	472.442	0.172718	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.101752	0.0970488	0.191349	794.716	0.165644	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.117828	0.111244	0.216238	476.524	0.177169	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.115932	0.102164	0.218355	441.919	0.180655	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0268248	0.170141	0.18399	440.01	0.171446	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0452691	0.128445	0.18131	475.796	0.17106	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0655531	0.138009	0.194401	367.335	0.170802	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.138601	0.0842756	0.215834	859.984	0.178369	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0787836	0.137401	0.214693	418.291	0.180301	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0656771	0.129772	0.189268	809.191	0.167858	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0431985	0.159934	0.202308	563.318	0.178274	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.113679	0.106174	0.208493	835.877	0.175268	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0467079	0.143031	0.183937	546.945	0.17051	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.106633	0.083383	0.185162	453.093	0.170135	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.111488	0.103358	0.202018	445.623	0.171934	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0798344	0.125551	0.198405	438.535	0.176785	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0791648	0.108344	0.184875	473.901	0.167137	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0291837	0.169192	0.189552	396.184	0.17021	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0151745	0.17329	0.184078	632.629	0.167718	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0588639	0.135151	0.189912	412.886	0.17686	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0681382	0.134699	0.199265	447.951	0.172948	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0376732	0.154053	0.187532	405.102	0.172898	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0736078	0.142661	0.213365	420.277	0.18235	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.113667	0.096782	0.194889	597.884	0.17167	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.105294	0.136153	0.24341	408.613	0.19255	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0808182	0.112341	0.183499	808.005	0.168515	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0499539	0.149789	0.194992	473.208	0.175177	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.112817	0.111302	0.206114	784.985	0.176799	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.0473518	0.152641	0.187199	445.979	0.170898	noDemog_0.4_0.1_0.2	0.2	0.1	abc
0.106699	0.0878399	0.189798	631.932	0.178159	noDemog_0.4_0.2_0.2	0.2	0.2	abc
0.0861317	0.109262	0.193591	458.662	0.176949	noDemog_0.4_0.2_0.2	0.2	0.2	abc
