aw	as	a	gamNeg	shape	analysis	b	w	method
0.112509	0.0778011	0.186835	400.07	0.137041	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.068279	0.12559	0.20258	791.066	0.141374	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.15606	0.0551823	0.200576	431.685	0.139474	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0320175	0.180016	0.203895	792.108	0.141451	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.102763	0.0879187	0.190385	410.11	0.137341	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.147024	0.0604002	0.216322	346.31	0.14261	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.157414	0.0542142	0.211878	812.228	0.144434	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0940718	0.103749	0.20633	441.117	0.142393	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0854109	0.123033	0.206852	446.028	0.144367	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0412436	0.169571	0.210665	524.461	0.145777	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.115232	0.09698	0.214198	407.359	0.146768	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.117198	0.0797911	0.209484	486.767	0.143799	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0964131	0.113094	0.204947	405.516	0.145761	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0469278	0.151803	0.183811	633.771	0.133543	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0963462	0.114566	0.213331	371.454	0.148085	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.093567	0.105692	0.184143	763.767	0.134244	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.09253	0.107068	0.199589	600.607	0.140932	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.107474	0.0897039	0.190389	837.757	0.13472	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.111926	0.105292	0.215668	807.489	0.146228	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0708817	0.148651	0.215942	394.533	0.142309	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.116119	0.0750561	0.191399	408.955	0.139856	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0345417	0.161046	0.190276	396.026	0.134428	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.124038	0.0865647	0.198477	450.158	0.139478	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.112858	0.0918377	0.198503	444.104	0.138883	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.114759	0.1078	0.213539	389.226	0.143661	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.146291	0.0705629	0.215312	795.171	0.142976	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.134454	0.088944	0.223515	769.101	0.146562	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.100194	0.0902386	0.188237	411.143	0.133523	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.106134	0.10003	0.19511	346.377	0.140703	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0907864	0.12648	0.208827	371.748	0.14462	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.150664	0.0698254	0.211248	752.594	0.143995	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.148116	0.0528291	0.20256	407.802	0.143459	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.1622	0.040517	0.209372	389.754	0.142554	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.113952	0.0944327	0.206009	738.608	0.14338	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0605961	0.124464	0.186653	318.844	0.139396	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.104086	0.095931	0.195216	430.266	0.13953	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0627987	0.151364	0.206461	413.435	0.143674	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.122688	0.0874004	0.210058	746.028	0.142206	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.128466	0.0847882	0.201814	374.42	0.143346	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.156554	0.0574093	0.212026	822.615	0.142453	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.128688	0.084048	0.208806	358.42	0.144211	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.105356	0.0960311	0.194666	431.89	0.135156	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.126896	0.0774923	0.19729	534.636	0.143143	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0460141	0.12642	0.167642	362.522	0.131529	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.156569	0.0621286	0.214944	656.745	0.142828	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0963234	0.110076	0.207249	418.613	0.142582	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0903783	0.129313	0.214471	696.764	0.146845	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0823934	0.111232	0.188344	379.054	0.137963	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.102477	0.0949359	0.209007	304.619	0.146532	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.162306	0.0151632	0.192862	785.345	0.138986	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0568573	0.140603	0.202273	406.505	0.141054	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.111955	0.0978623	0.198079	387.186	0.139024	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.12863	0.0874109	0.207243	743.052	0.141777	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.151933	0.0535861	0.199953	483.287	0.139911	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.172508	0.0507715	0.227211	449.857	0.154133	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.122884	0.0926115	0.215271	464.991	0.146047	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.107643	0.107827	0.216239	376.186	0.14623	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0820032	0.11452	0.179457	397.942	0.133802	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.129269	0.0458776	0.176338	758.337	0.131876	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.13176	0.070695	0.193343	805.411	0.140092	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.202385	0.0193481	0.220843	601.031	0.141505	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.164943	0.0553338	0.214958	404.308	0.148789	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.111128	0.0846935	0.194822	782.18	0.137933	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.0972492	0.0983898	0.196468	395.946	0.139003	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.167358	0.0444095	0.212697	758.039	0.14617	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.153394	0.0791898	0.229482	739.924	0.149915	isolation_0.4_0.1_0.2	0.2	0.1	ABC
0.122603	0.0692973	0.194295	455.279	0.147672	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.131924	0.0463713	0.182221	851.557	0.143175	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.026726	0.120853	0.152118	335.975	0.136841	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0950238	0.0807311	0.170106	756.2	0.142258	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.142324	0.0375972	0.1779	832.189	0.140319	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0632697	0.112245	0.172895	401.744	0.143403	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.100713	0.0893993	0.173424	725.551	0.141901	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.131168	0.0461288	0.180052	768.441	0.145275	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.122397	0.049353	0.178747	775.992	0.139947	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.114887	0.0723599	0.184872	426.769	0.144105	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0860011	0.0978464	0.185792	412.583	0.148051	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0206669	0.16528	0.186233	818.665	0.14523	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.158306	0.0351305	0.192417	410.25	0.1455	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0856832	0.0888039	0.18119	768.299	0.143501	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.129943	0.0519072	0.190856	807.855	0.145159	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0656935	0.115624	0.167921	662.762	0.141605	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.110771	0.0687982	0.173941	342.261	0.141279	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0660279	0.114677	0.179271	804.249	0.14274	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.137212	0.0472785	0.182055	569.149	0.143031	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.12714	0.0624553	0.176317	398.121	0.141346	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.130359	0.0450911	0.173633	434.336	0.142433	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.100533	0.095052	0.180213	795.375	0.141291	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0919893	0.0833732	0.187553	616.081	0.14538	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.112639	0.073068	0.184224	767.633	0.146236	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0501579	0.113969	0.166942	366.71	0.139023	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0839862	0.0992656	0.168623	766.845	0.137481	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0988752	0.100833	0.186199	421.229	0.148285	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.14671	0.0198551	0.160443	447.862	0.137919	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.121717	0.0373473	0.160152	836.79	0.137393	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.108985	0.056703	0.165208	600.64	0.138384	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.115014	0.0502836	0.168591	406.03	0.140983	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0590536	0.112413	0.171955	403.432	0.140992	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.108571	0.0663765	0.17913	503.487	0.14027	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.00687007	0.152441	0.157115	433.661	0.137563	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.171032	0.0128738	0.185988	827.653	0.14398	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.103356	0.058926	0.164936	383.939	0.137579	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0819696	0.0781271	0.162667	673.072	0.13713	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.126718	0.040841	0.166739	777.374	0.136891	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.13608	0.0567935	0.190875	750.238	0.145318	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.146389	0.0605725	0.191719	739.863	0.146889	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.12982	0.058259	0.190077	599.065	0.149481	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.176052	0.0454745	0.217717	485.432	0.158373	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.138239	0.054441	0.180435	791.28	0.145108	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.143589	0.0446188	0.180286	420.298	0.144182	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0578652	0.108792	0.166058	429.603	0.141279	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.115549	0.0762588	0.182608	803.421	0.143242	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0527553	0.0969154	0.15566	319.63	0.132396	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.135141	0.0467798	0.181826	604.851	0.143296	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0950083	0.103337	0.189421	338.133	0.144863	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0637133	0.09375	0.160736	703.576	0.137125	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.1187	0.0433183	0.154313	460.174	0.135185	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.100843	0.0594913	0.156745	779.038	0.132285	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0615802	0.10155	0.163558	430.248	0.140414	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.087081	0.093209	0.16798	406.607	0.138897	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0633332	0.116768	0.179474	444.927	0.144029	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0616929	0.103921	0.172437	357.801	0.140732	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.134446	0.055524	0.196385	780.539	0.148375	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0620602	0.10294	0.163789	597.445	0.134187	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0332667	0.13302	0.173776	394.162	0.141417	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.10842	0.0481504	0.163191	435.859	0.135198	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.130074	0.0588884	0.184175	773.701	0.143633	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0805616	0.106763	0.188265	383.366	0.144207	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0817465	0.106006	0.183238	421.606	0.144804	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.148913	0.0584323	0.199561	797.381	0.151916	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0553929	0.100169	0.16037	776.525	0.140037	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0775591	0.0965388	0.168898	406.071	0.139513	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.096324	0.0914899	0.18543	414.234	0.143801	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.107718	0.0717057	0.176541	760.706	0.141601	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.100122	0.0696263	0.162617	451.335	0.139927	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.146284	0.0458811	0.186121	798.274	0.143823	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.116786	0.068756	0.196438	823.881	0.149992	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0657351	0.0967369	0.162139	584.275	0.140933	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.134022	0.0534753	0.186175	734.58	0.145891	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.109495	0.0553733	0.168578	396.8	0.138638	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0993709	0.0792932	0.17134	402.188	0.141575	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.143661	0.0413939	0.179157	543.542	0.144669	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.083373	0.0786704	0.159008	750.659	0.138567	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.133862	0.049694	0.179905	377.072	0.146735	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0812384	0.0724936	0.162208	566.28	0.137351	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.146991	0.0399281	0.187959	387.08	0.144956	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0711474	0.100699	0.17125	538.291	0.140766	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0725554	0.123276	0.200178	369.901	0.149319	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0944975	0.0903681	0.197273	388.025	0.152455	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.1088	0.0799938	0.183218	704.301	0.143487	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.104411	0.0760615	0.174015	769.194	0.142211	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.160612	0.0241537	0.18386	408.325	0.143888	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0371654	0.120694	0.163064	415.778	0.135341	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.17172	0.0029072	0.183061	756.563	0.141052	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0432639	0.131271	0.175095	410.948	0.140731	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.196504	0.0167218	0.20537	868.831	0.1492	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0954028	0.083448	0.177503	509.134	0.141226	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0748307	0.101825	0.173137	748.944	0.140192	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.14977	0.0561743	0.209021	423.665	0.153326	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.09343	0.0654161	0.158438	548.165	0.137986	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.111086	0.0515631	0.164059	425.479	0.139531	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.124565	0.067858	0.181982	789.925	0.141356	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.124768	0.0581929	0.18474	804.531	0.147599	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0876972	0.101666	0.18526	817.826	0.14395	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0654978	0.102979	0.166455	371.959	0.138346	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.11148	0.0439457	0.154394	409.24	0.132166	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.111845	0.0135881	0.131512	831.085	0.131614	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.157273	0.00566211	0.167479	796.595	0.142238	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.135732	0.0151776	0.165236	682.027	0.143555	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0831726	0.042288	0.139882	460.346	0.137561	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.124492	0.023088	0.137864	817.772	0.136583	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.14845	0.00359938	0.147434	790.896	0.135078	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.12934	0.0314278	0.147397	490.916	0.137221	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.144397	0.019503	0.155709	480.667	0.140222	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.136494	0.0387237	0.164277	424.276	0.142002	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.121892	0.0192718	0.140921	866.33	0.132993	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0949475	0.0257888	0.116788	431.875	0.128206	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0843203	0.0347474	0.116901	815.42	0.130237	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.128049	0.0219925	0.145366	816.767	0.136986	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.143891	0.0105891	0.14857	490.427	0.135964	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.157649	0.0164962	0.172398	832.231	0.146006	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.161248	9.27817e-5	0.17732	473.408	0.144802	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.109314	0.0209081	0.12181	773.701	0.127951	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.120937	0.0304052	0.143528	478.562	0.133993	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.141116	0.0126731	0.150243	886.624	0.138428	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.114192	0.0310162	0.147771	415.194	0.139535	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.118006	0.0228153	0.144797	798.17	0.136932	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.126857	0.0200031	0.136591	698.484	0.133056	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.123932	0.0356179	0.162997	839.794	0.144543	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.119146	0.0126643	0.136431	416.575	0.133153	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.133579	0.0263172	0.157366	471.09	0.138804	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0960816	0.0384339	0.133017	793.274	0.132418	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0907619	0.0422946	0.129376	828.289	0.130176	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.128442	0.013855	0.141199	757.854	0.136962	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.145064	0.0231685	0.174954	443.655	0.145172	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0618674	0.0709834	0.133296	407.182	0.132034	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110223	0.0106694	0.120159	384.305	0.128801	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.116818	0.0244982	0.129368	803.769	0.129575	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.101808	0.0328135	0.138292	434.386	0.136616	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.164329	0.00417624	0.155525	888.052	0.137554	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.131918	-0.00404074	0.129758	422.682	0.131957	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.120426	0.026959	0.154566	799.445	0.137862	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.140925	0.0274282	0.163675	767.204	0.143585	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.12912	0.0098595	0.142604	877.035	0.13692	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0989245	0.0549037	0.15344	374.579	0.142036	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110174	0.00687634	0.119303	889.658	0.130331	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.140395	0.0110695	0.155804	880.511	0.135111	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0983318	0.0360204	0.144426	414.629	0.138958	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.103514	0.0290726	0.136798	471.606	0.134058	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.149738	0.00277711	0.154058	855.281	0.138747	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.117279	0.0177871	0.141656	811.102	0.133198	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.133199	0.0124368	0.15078	825.563	0.138455	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.135728	0.0268999	0.164382	832.799	0.143276	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110286	0.0236146	0.142201	863.367	0.13381	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0901701	0.0333222	0.126257	487.095	0.127136	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.104674	0.0198934	0.14301	835.187	0.134438	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.137853	0.00477963	0.145973	844.976	0.13722	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0975815	0.043208	0.142898	414.85	0.133223	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0994098	0.0291717	0.132542	430.625	0.132449	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0909749	0.0378487	0.131026	446.118	0.131758	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.128049	0.0334278	0.155473	747.056	0.142703	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.135083	0.0120131	0.150565	509.467	0.137035	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0878491	0.028672	0.132675	430.087	0.133308	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.144218	0.00431056	0.1469	362.78	0.136778	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.134626	0.0118037	0.148029	874.071	0.137457	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.13476	0.0293078	0.161958	847.025	0.142343	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.123898	0.0263948	0.153326	614.017	0.138639	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.168283	0.0101023	0.178653	514.179	0.142841	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.183624	-0.00785932	0.171411	885.522	0.13824	isolation_0.4_0.3_0.2	0.2	0.3	ABC
