f	alphas	B	alphaW	sfs	path
64	0.1715520942555826	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
65	0.16879765585687445	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
66	0.16073180635572182	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
67	0.16487131544385458	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
68	0.16804499330763467	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
69	0.1709225649969418	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
70	0.1665535890530323	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
71	0.16738842686032473	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
72	0.17174640158229693	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
73	0.16564766904113348	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
74	0.16149281388219683	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
75	0.16060983493375913	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
76	0.1641457785385343	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
77	0.16871277664615913	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
78	0.16275310382299601	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
79	0.16895084622737644	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
80	0.17077357088061196	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
81	0.1723850224988399	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
82	0.17691280998005676	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
83	0.1794521644605449	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
84	0.183454910441057	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
85	0.1861311893101758	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
86	0.18575465827571258	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
87	0.17308530073756967	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
88	0.17561278917202117	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
89	0.17713223796804367	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
90	0.20233080084002408	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
91	0.1792502699597326	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
92	0.1705945413485328	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
93	0.17655494598439592	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
94	0.16146383997854696	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
95	0.16504917314879586	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
96	0.18231202959614723	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
97	0.1419086682992241	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
98	0.14121231304450954	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
99	0.12025101066708965	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
100	0.17338511701161397	0.2	0.1	Neutral + deleterious	noDemog_0.4_0.1_0.2
1	-0.6592641912774297	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
2	-0.17178851196860578	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
3	-0.09822297193287732	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
4	-0.06164555429239571	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
5	-0.04245338492030881	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
6	-0.02424301090671377	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
7	-0.01050607593142261	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
8	-0.0009077181458203576	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
9	0.008200765341165206	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
10	0.01635327929211494	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
11	0.024827393751652993	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
12	0.02900335784041652	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
13	0.03495177182026732	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
14	0.03837295712112676	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
15	0.04658859488657341	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
16	0.05091250022098859	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
17	0.05689103560896369	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
18	0.05801677114896875	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
19	0.06267493190593199	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
20	0.06637944916909044	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
21	0.06672381730151111	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
22	0.06994661817415604	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
23	0.07060620153645958	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
24	0.07079178826082166	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
25	0.07110062936174433	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
26	0.07482968674685875	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
27	0.0792243134797993	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
28	0.0807965447146981	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
29	0.0820799639642581	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
30	0.08161742567365404	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
31	0.08387746523384387	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
32	0.08314794069203169	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
33	0.08536209261524919	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
34	0.09138792863315448	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
35	0.09261042797731023	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
36	0.09497639436727168	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
37	0.09802510609796411	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
38	0.09930705059894707	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
39	0.10043884972310457	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
40	0.09901494258841725	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
41	0.09900396687383439	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
42	0.09954743486897	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
43	0.10046324777148297	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
44	0.10371148703403243	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
45	0.1039484568825434	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
46	0.10139440164360858	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
47	0.10423983870185716	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
48	0.1070798959942556	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
49	0.10847759123830214	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
50	0.11326344383607245	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
51	0.11292106872441166	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
52	0.11538371466987907	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
53	0.11604168535927673	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
54	0.11805632198058835	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
55	0.11484643450631249	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
56	0.11757752026888402	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
57	0.12074825882410856	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
58	0.12474611503363842	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
59	0.12691883005957305	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
60	0.13122667368462826	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
61	0.13675945835866876	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
62	0.1430618397248703	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
63	0.14591225767249083	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
64	0.14569026299021393	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
65	0.14299088761268997	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
66	0.13465021987177095	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
67	0.1393968865048757	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
68	0.14194541885209289	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
69	0.1447087093334849	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
70	0.13957343280122336	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
71	0.13928222068147877	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
72	0.14318593267134172	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
73	0.13726217533496854	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
74	0.1327096550980701	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
75	0.1322118985861208	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
76	0.1355960252952002	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
77	0.13956374413894668	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
78	0.13272927050570904	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
79	0.14058330299763777	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
80	0.14249969263582862	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
81	0.1445735706803727	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
82	0.1496021366269924	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
83	0.15167061742897936	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
84	0.1565184294788926	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
85	0.15928190895752192	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
86	0.15875315468131845	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
87	0.14369259815715152	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
88	0.14495088107698217	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
89	0.14766314456194052	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
90	0.17549789199978028	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
91	0.15295000236728196	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
92	0.14230787528002964	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
93	0.14877339895283026	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
94	0.13347022006887788	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
95	0.13345643915983152	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
96	0.15254608634804134	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
97	0.1060615108391395	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
98	0.10460824769886579	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
99	0.09324117327528969	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
100	0.13922747721870543	0.2	0.1	All alleles	noDemog_0.4_0.1_0.2
1	-0.6825362544241982	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
2	-0.16851156506080756	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
3	-0.0938836242023442	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
4	-0.05806659041301265	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
5	-0.03134235478494474	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
6	-0.008886501653110113	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
7	0.0041636740889268165	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
8	0.01669285675360177	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
9	0.026706416034373404	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
10	0.0333074821810212	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
11	0.042938067927031365	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
12	0.04939525682633905	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
13	0.0525158480958805	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
14	0.05932921901603505	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
15	0.06255546956255698	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
16	0.06784769211067898	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
17	0.06950906379687571	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
18	0.07476474202466754	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
19	0.07912172592779043	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
20	0.08366387639799189	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
21	0.08734126771770645	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
22	0.09017729847682199	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
23	0.09366840604521587	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
24	0.0936641688807418	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
25	0.09787903322166902	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
26	0.09975506025237046	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
27	0.1044043660028281	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
28	0.10507548697878433	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
29	0.109741130099274	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
30	0.110699010512598	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
31	0.11295683722181216	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
32	0.11562698741015542	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
33	0.11541762345959061	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
34	0.1149117520661238	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
35	0.12039338356418283	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
36	0.1227038245454849	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
37	0.126120114253516	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
38	0.1279540802784962	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
39	0.12823633285388092	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
40	0.13047254901882444	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
41	0.13243904058378564	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
42	0.13148138137002363	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
43	0.13585438929600313	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
44	0.13678539537850976	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
45	0.1374244424270188	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
46	0.14415355540778896	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
47	0.14223598511089963	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
48	0.14459802597505567	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
49	0.1444217466525224	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
50	0.145684439527193	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
51	0.14627560819183705	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
52	0.141985950599815	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
53	0.14503924371695287	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
54	0.1432147695983903	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
55	0.14481855800620158	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
56	0.14374522064220474	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
57	0.151894949628665	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
58	0.1548284128970805	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
59	0.15418687262150732	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
60	0.15112994074672625	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
61	0.1522973376214669	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
62	0.15189774666073297	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
63	0.1540509108734439	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
64	0.1523292656912144	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
65	0.15164801151855856	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
66	0.152820928439641	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
67	0.15531464817678586	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
68	0.15465134274100012	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
69	0.1592809161166493	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
70	0.16120727735631657	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
71	0.15521590076600456	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
72	0.15617930387275747	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
73	0.16131382027212893	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
74	0.16939273737383942	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
75	0.1691280870951467	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
76	0.17580030864207652	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
77	0.1765602989000966	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
78	0.17125115450146466	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
79	0.17406983753855898	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
80	0.1804752884546681	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
81	0.18731132450713717	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
82	0.19466599201665447	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
83	0.18820999523697335	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
84	0.18933375134376396	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
85	0.18992292894763796	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
86	0.18841797245640435	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
87	0.18176746712059166	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
88	0.18516621422568935	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
89	0.18679318681197232	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
90	0.18242484010842164	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
91	0.17662665365221086	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
92	0.14480399590149595	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
93	0.15749840789508252	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
94	0.16478089769869453	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
95	0.16895677329867143	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
96	0.15529915123156102	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
97	0.1850750864956866	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
98	0.166882911213172	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
99	0.1684265163095815	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
100	0.1616473846490617	0.2	0.2	Neutral + deleterious	noDemog_0.4_0.2_0.2
1	-0.7053904125165167	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
2	-0.19502951098172772	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
3	-0.12155864841211872	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
4	-0.08710004584600961	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
5	-0.06149324316862481	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
6	-0.03956699713015999	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
7	-0.02686958258781469	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
8	-0.014742452112936899	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
9	-0.005185729417663376	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
10	0.0008508568665437366	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
11	0.01004113665134243	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
12	0.015929102062296918	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
13	0.01876310947992421	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
14	0.025080157583546647	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
15	0.027984008683703654	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
16	0.03281007268324665	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
17	0.03409866751533841	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
18	0.038738499485905686	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
19	0.0428558018527031	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
20	0.0470228521401006	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
21	0.05059378309977702	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
22	0.05312000610261425	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
23	0.05611794452543195	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
24	0.055738628152565584	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
25	0.05944607909219024	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
26	0.060786331969841845	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
27	0.06513127160889054	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
28	0.06582510600270142	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
29	0.06975141367535764	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
30	0.07088455688242457	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
31	0.07276968578434484	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
32	0.07515042589252319	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
33	0.07444365851433243	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
34	0.07396927674622289	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
35	0.07940778500262724	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
36	0.08166820983269363	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
37	0.08518542147913166	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
38	0.08690317594170771	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
39	0.08686594356172161	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
40	0.08922840601782511	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
41	0.09069259234209737	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
42	0.08959439230207122	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
43	0.09381679877941451	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
44	0.0937652140353461	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
45	0.09439602237938449	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
46	0.10019458001903403	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
47	0.09805015843236109	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
48	0.09944724999485222	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
49	0.0985318962755436	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
50	0.09856878414730796	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
51	0.09882994948333468	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
52	0.09432704443352624	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
53	0.09683905320561659	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
54	0.09468049276656154	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
55	0.0951182968974209	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
56	0.09372465746673908	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
57	0.10212185138432295	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
58	0.1048747684616188	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
59	0.10347227459544461	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
60	0.09949885249889767	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
61	0.10014967741792324	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
62	0.09895674737752691	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
63	0.10061116023041083	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
64	0.0987614958604901	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
65	0.09672042049479446	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
66	0.09761204756675479	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
67	0.10015050433726747	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
68	0.09808719072060035	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
69	0.10224653346600276	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
70	0.10361017706811704	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
71	0.09625701050696533	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
72	0.09742844010920859	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
73	0.10348429092389977	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
74	0.11244803142547388	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
75	0.10985351351471784	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
76	0.11657210571332532	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
77	0.11694978096975284	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
78	0.10984786580714179	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
79	0.1134961685374225	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
80	0.11931034390822626	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
81	0.12620355911607117	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
82	0.13315068295203747	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
83	0.12665724161292768	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
84	0.1320353515696321	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
85	0.13169687289851506	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
86	0.13323279393902754	0.2	0.2	All alleles	noDemog_0.4_0.2_0.2
