method	w	b	analysis	aw	as	a
ABC	0.1	0.999	twoepochs_eq	0.154832	0.118955	0.259352
ABC	0.1	0.999	twoepochs_eq	0.126537	0.13432	0.245049
ABC	0.1	0.999	twoepochs_eq	0.0619911	0.160589	0.216807
ABC	0.1	0.999	twoepochs_eq	0.133275	0.124854	0.252761
ABC	0.1	0.999	twoepochs_eq	0.0958263	0.140256	0.233732
ABC	0.1	0.999	twoepochs_eq	0.109092	0.137566	0.23133
ABC	0.1	0.999	twoepochs_eq	0.137583	0.116293	0.244589
ABC	0.1	0.999	twoepochs_eq	0.0863145	0.136624	0.221783
ABC	0.1	0.999	twoepochs_eq	0.0707235	0.156661	0.213427
ABC	0.1	0.999	twoepochs_eq	0.0915257	0.149328	0.231855
ABC	0.1	0.999	twoepochs_eq	0.08161	0.140505	0.221234
ABC	0.1	0.999	twoepochs_eq	0.0971408	0.129578	0.210359
ABC	0.1	0.999	twoepochs_eq	0.0887782	0.156713	0.237361
ABC	0.1	0.999	twoepochs_eq	0.0590476	0.152957	0.200849
ABC	0.1	0.999	twoepochs_eq	0.116656	0.121798	0.236198
ABC	0.1	0.999	twoepochs_eq	0.112518	0.118641	0.227032
ABC	0.1	0.999	twoepochs_eq	0.0507808	0.172839	0.215527
ABC	0.1	0.999	twoepochs_eq	0.108677	0.142908	0.235203
ABC	0.1	0.999	twoepochs_eq	0.087578	0.165027	0.244058
ABC	0.1	0.999	twoepochs_eq	0.128725	0.124228	0.240288
ABC	0.1	0.999	twoepochs_eq	0.0853894	0.141972	0.212799
ABC	0.1	0.999	twoepochs_eq	0.0731604	0.154707	0.221104
ABC	0.1	0.999	twoepochs_eq	0.134562	0.126422	0.243996
ABC	0.1	0.999	twoepochs_eq	0.0405458	0.157997	0.185425
ABC	0.1	0.999	twoepochs_eq	0.12376	0.143917	0.257225
ABC	0.1	0.999	twoepochs_eq	0.115018	0.143112	0.235365
ABC	0.1	0.999	twoepochs_eq	0.074868	0.166875	0.224228
ABC	0.1	0.999	twoepochs_eq	0.0438343	0.157848	0.204003
ABC	0.1	0.999	twoepochs_eq	0.099946	0.155433	0.238858
ABC	0.1	0.999	twoepochs_eq	0.0885847	0.133211	0.216981
ABC	0.1	0.999	twoepochs_eq	0.122245	0.146366	0.251773
ABC	0.1	0.999	twoepochs_eq	0.112638	0.149453	0.235051
ABC	0.1	0.999	twoepochs_eq	0.0843896	0.145816	0.216753
ABC	0.1	0.999	twoepochs_eq	0.0673676	0.166474	0.225991
ABC	0.1	0.999	twoepochs_eq	0.082166	0.144089	0.214124
ABC	0.1	0.999	twoepochs_eq	0.112255	0.131236	0.23612
ABC	0.1	0.999	twoepochs_eq	0.0678713	0.156598	0.225311
ABC	0.1	0.999	twoepochs_eq	0.101127	0.14862	0.238251
ABC	0.1	0.999	twoepochs_eq	0.117062	0.130593	0.237449
ABC	0.1	0.999	twoepochs_eq	0.134765	0.117463	0.241731
ABC	0.1	0.999	twoepochs_eq	0.0587367	0.156714	0.211765
ABC	0.1	0.999	twoepochs_eq	0.136809	0.123449	0.252787
ABC	0.1	0.999	twoepochs_eq	0.101677	0.11766	0.212017
ABC	0.1	0.999	twoepochs_eq	0.105961	0.137137	0.232819
ABC	0.1	0.999	twoepochs_eq	0.0661419	0.173217	0.230533
ABC	0.1	0.999	twoepochs_eq	0.121298	0.135963	0.231022
ABC	0.1	0.999	twoepochs_eq	0.119945	0.14727	0.251821
ABC	0.1	0.999	twoepochs_eq	0.118157	0.127153	0.238818
ABC	0.1	0.999	twoepochs_eq	0.118751	0.135906	0.232906
ABC	0.1	0.999	twoepochs_eq	0.0958893	0.142258	0.232719
ABC	0.1	0.999	twoepochs_eq	0.0772351	0.155954	0.227369
ABC	0.1	0.999	twoepochs_eq	0.0892649	0.146421	0.229837
ABC	0.1	0.999	twoepochs_eq	0.12088	0.132065	0.253092
ABC	0.1	0.999	twoepochs_eq	0.098584	0.129731	0.225019
ABC	0.1	0.999	twoepochs_eq	0.110237	0.122977	0.232139
ABC	0.1	0.999	twoepochs_eq	0.131093	0.133099	0.243567
ABC	0.1	0.999	twoepochs_eq	0.120479	0.127341	0.236663
ABC	0.1	0.999	twoepochs_eq	0.117803	0.153454	0.22932
ABC	0.1	0.999	twoepochs_eq	0.0934249	0.136613	0.218876
ABC	0.1	0.999	twoepochs_eq	0.0892866	0.154738	0.241804
ABC	0.1	0.999	twoepochs_eq	0.0887524	0.144827	0.220932
ABC	0.1	0.999	twoepochs_eq	0.134513	0.119083	0.241052
ABC	0.1	0.999	twoepochs_eq	0.0523003	0.149218	0.202015
ABC	0.1	0.999	twoepochs_eq	0.108574	0.144395	0.241098
ABC	0.1	0.999	twoepochs_eq	0.0775949	0.158534	0.232574
ABC	0.1	0.999	twoepochs_eq	0.0911912	0.15084	0.223424
ABC	0.1	0.999	twoepochs_eq	0.0918149	0.145581	0.225986
ABC	0.1	0.999	twoepochs_eq	0.0857431	0.142257	0.220867
ABC	0.1	0.999	twoepochs_eq	0.124432	0.137484	0.23125
ABC	0.1	0.999	twoepochs_eq	0.114146	0.134284	0.231661
ABC	0.1	0.999	twoepochs_eq	0.0953618	0.137721	0.224149
ABC	0.1	0.999	twoepochs_eq	0.125823	0.129212	0.252515
ABC	0.1	0.999	twoepochs_eq	0.14345	0.117063	0.235032
ABC	0.1	0.999	twoepochs_eq	0.144247	0.118792	0.2518
ABC	0.1	0.999	twoepochs_eq	0.0581743	0.164988	0.225091
ABC	0.1	0.999	twoepochs_eq	0.0985898	0.153497	0.244854
ABC	0.1	0.999	twoepochs_eq	0.112484	0.133355	0.23782
ABC	0.1	0.999	twoepochs_eq	0.0759306	0.158663	0.231869
ABC	0.1	0.999	twoepochs_eq	0.0964849	0.147658	0.222699
ABC	0.1	0.999	twoepochs_eq	0.103241	0.123446	0.223782
ABC	0.1	0.999	twoepochs_eq	0.121387	0.123025	0.242936
ABC	0.1	0.999	twoepochs_eq	0.0752745	0.140297	0.209873
ABC	0.1	0.999	twoepochs_eq	0.104391	0.12048	0.217835
ABC	0.1	0.999	twoepochs_eq	0.128087	0.124008	0.245763
ABC	0.1	0.999	twoepochs_eq	0.0906598	0.156047	0.231615
ABC	0.1	0.999	twoepochs_eq	0.120477	0.132206	0.250335
ABC	0.1	0.999	twoepochs_eq	0.0927966	0.134189	0.224407
ABC	0.1	0.999	twoepochs_eq	0.0660239	0.160178	0.206266
ABC	0.1	0.999	twoepochs_eq	0.102155	0.140201	0.238395
ABC	0.1	0.999	twoepochs_eq	0.107987	0.120908	0.224565
ABC	0.1	0.999	twoepochs_eq	0.0961312	0.132612	0.227322
ABC	0.1	0.999	twoepochs_eq	0.090093	0.150446	0.213988
ABC	0.1	0.999	twoepochs_eq	0.0603685	0.161919	0.220846
ABC	0.1	0.999	twoepochs_eq	0.0902421	0.137184	0.229528
ABC	0.1	0.999	twoepochs_eq	0.106552	0.14667	0.242228
ABC	0.1	0.999	twoepochs_eq	0.101523	0.142194	0.235015
ABC	0.1	0.999	twoepochs_eq	0.120006	0.119588	0.229792
ABC	0.1	0.999	twoepochs_eq	0.10857	0.141317	0.225824
ABC	0.1	0.999	twoepochs_eq	0.102629	0.145439	0.239859
ABC	0.1	0.999	twoepochs_eq	0.107465	0.140408	0.238341
ABC	0.1	0.999	twoepochs_eq	0.0799596	0.160208	0.225749
ABC	0.1	0.999	twoepochs_eq	0.0685381	0.146617	0.210893
ABC	0.1	0.999	twoepochs_eq	0.081073	0.141979	0.222582
ABC	0.1	0.999	twoepochs_eq	0.0469825	0.178387	0.227088
ABC	0.1	0.999	twoepochs_eq	0.150272	0.11475	0.242823
ABC	0.1	0.999	twoepochs_eq	0.13188	0.126002	0.25045
ABC	0.1	0.999	twoepochs_eq	0.11904	0.130327	0.238327
ABC	0.1	0.999	twoepochs_eq	0.0957593	0.133303	0.226313
ABC	0.1	0.999	twoepochs_eq	0.100331	0.141084	0.228068
ABC	0.1	0.999	twoepochs_eq	0.122518	0.138252	0.255151
ABC	0.1	0.999	twoepochs_eq	0.0859482	0.151969	0.227787
ABC	0.1	0.999	twoepochs_eq	0.111765	0.143457	0.238002
ABC	0.1	0.999	twoepochs_eq	0.114288	0.146555	0.251307
ABC	0.1	0.999	twoepochs_eq	0.101042	0.141618	0.241893
ABC	0.1	0.999	twoepochs_eq	0.082802	0.143545	0.221461
ABC	0.1	0.999	twoepochs_eq	0.101904	0.141431	0.238359
ABC	0.1	0.999	twoepochs_eq	0.0693472	0.145184	0.21445
ABC	0.1	0.999	twoepochs_eq	0.0889648	0.164991	0.231828
ABC	0.1	0.999	twoepochs_eq	0.124103	0.118108	0.230842
ABC	0.1	0.999	twoepochs_eq	0.0961776	0.133212	0.217535
ABC	0.1	0.999	twoepochs_eq	0.10146	0.141949	0.240089
ABC	0.1	0.999	twoepochs_eq	0.08121	0.160326	0.22911
ABC	0.1	0.999	twoepochs_eq	0.0893065	0.146963	0.227818
ABC	0.1	0.999	twoepochs_eq	0.0738717	0.149235	0.212512
ABC	0.1	0.999	twoepochs_eq	0.103457	0.12318	0.225194
ABC	0.1	0.999	twoepochs_eq	0.126427	0.126664	0.235733
ABC	0.1	0.999	twoepochs_eq	0.123198	0.135542	0.240794
ABC	0.1	0.999	twoepochs_eq	0.107998	0.131617	0.212787
ABC	0.1	0.999	twoepochs_eq	0.0856865	0.14728	0.237694
ABC	0.1	0.999	twoepochs_eq	0.119032	0.131468	0.248277
ABC	0.1	0.999	twoepochs_eq	0.121279	0.137138	0.245845
ABC	0.1	0.999	twoepochs_eq	0.0923397	0.128047	0.214237
ABC	0.1	0.999	twoepochs_eq	0.120804	0.143702	0.227312
ABC	0.1	0.999	twoepochs_eq	0.0753157	0.15608	0.217488
ABC	0.1	0.999	twoepochs_eq	0.0717936	0.144191	0.197111
ABC	0.1	0.999	twoepochs_eq	0.0753662	0.162157	0.224318
ABC	0.1	0.999	twoepochs_eq	0.0581656	0.147867	0.207344
ABC	0.1	0.999	twoepochs_eq	0.104982	0.146387	0.233123
ABC	0.1	0.999	twoepochs_eq	0.0963534	0.134299	0.213419
ABC	0.1	0.999	twoepochs_eq	0.0918204	0.157838	0.233496
ABC	0.1	0.999	twoepochs_eq	0.0374161	0.192573	0.207325
ABC	0.1	0.999	twoepochs_eq	0.086943	0.150925	0.228411
ABC	0.1	0.999	twoepochs_eq	0.0612999	0.156449	0.215226
ABC	0.1	0.999	twoepochs_eq	0.0737918	0.147963	0.216593
ABC	0.1	0.999	twoepochs_eq	0.0845587	0.154395	0.227917
ABC	0.1	0.999	twoepochs_eq	0.117109	0.136253	0.238866
ABC	0.1	0.999	twoepochs_eq	0.0997527	0.143297	0.235245
ABC	0.1	0.999	twoepochs_eq	0.116258	0.146145	0.250269
ABC	0.1	0.999	twoepochs_eq	0.0543279	0.162152	0.204278
ABC	0.1	0.999	twoepochs_eq	0.089266	0.13791	0.218002
ABC	0.1	0.999	twoepochs_eq	0.123993	0.114203	0.231215
ABC	0.1	0.999	twoepochs_eq	0.0864583	0.154145	0.232205
ABC	0.1	0.999	twoepochs_eq	0.0854237	0.137344	0.220657
ABC	0.1	0.999	twoepochs_eq	0.12794	0.108131	0.227536
ABC	0.1	0.999	twoepochs_eq	0.0827151	0.139661	0.212978
ABC	0.1	0.999	twoepochs_eq	0.118872	0.128099	0.224434
ABC	0.1	0.999	twoepochs_eq	0.12659	0.118428	0.240816
ABC	0.1	0.999	twoepochs_eq	0.10483	0.139835	0.238098
ABC	0.1	0.999	twoepochs_eq	0.138019	0.142103	0.256326
ABC	0.1	0.999	twoepochs_eq	0.101433	0.123064	0.203209
ABC	0.1	0.999	twoepochs_eq	0.105954	0.134351	0.224331
ABC	0.1	0.999	twoepochs_eq	0.123334	0.129066	0.247021
ABC	0.1	0.999	twoepochs_eq	0.095438	0.126354	0.216597
ABC	0.1	0.999	twoepochs_eq	0.0515448	0.154068	0.199897
ABC	0.1	0.999	twoepochs_eq	0.0250518	0.183096	0.216129
ABC	0.1	0.999	twoepochs_eq	0.0966242	0.141949	0.21861
ABC	0.1	0.999	twoepochs_eq	0.0877743	0.154965	0.235675
ABC	0.1	0.999	twoepochs_eq	0.059739	0.137899	0.194599
ABC	0.1	0.999	twoepochs_eq	0.112973	0.132628	0.23921
ABC	0.1	0.999	twoepochs_eq	0.0268508	0.180119	0.201931
ABC	0.1	0.999	twoepochs_eq	0.0707397	0.16917	0.22052
ABC	0.1	0.999	twoepochs_eq	0.0786823	0.143626	0.20746
ABC	0.1	0.999	twoepochs_eq	0.127532	0.141059	0.250733
ABC	0.1	0.999	twoepochs_eq	0.0905384	0.144566	0.227533
ABC	0.1	0.999	twoepochs_eq	0.126461	0.132769	0.244868
ABC	0.1	0.999	twoepochs_eq	0.119064	0.139857	0.252853
ABC	0.1	0.999	twoepochs_eq	0.110788	0.121807	0.219394
ABC	0.1	0.999	twoepochs_eq	0.0629776	0.160488	0.217309
ABC	0.1	0.999	twoepochs_eq	0.157359	0.116042	0.245626
ABC	0.1	0.999	twoepochs_eq	0.0738958	0.1485	0.218194
ABC	0.1	0.999	twoepochs_eq	0.066086	0.15025	0.212273
ABC	0.1	0.999	twoepochs_eq	0.12175	0.134546	0.232511
ABC	0.1	0.999	twoepochs_eq	0.0913612	0.140743	0.230589
ABC	0.1	0.999	twoepochs_eq	0.109337	0.145425	0.240802
ABC	0.1	0.999	twoepochs_eq	0.0874779	0.133068	0.218969
ABC	0.1	0.999	twoepochs_eq	0.0859612	0.149937	0.218681
ABC	0.1	0.999	twoepochs_eq	0.0876686	0.13956	0.222294
ABC	0.1	0.999	twoepochs_eq	0.114665	0.133034	0.245039
ABC	0.1	0.999	twoepochs_eq	0.0603112	0.16586	0.215316
ABC	0.1	0.999	twoepochs_eq	0.108836	0.117259	0.226959
ABC	0.1	0.999	twoepochs_eq	0.0839806	0.145331	0.224898
ABC	0.1	0.999	twoepochs_eq	0.128929	0.112908	0.229122
ABC	0.1	0.999	twoepochs_eq	0.0793031	0.141835	0.209815
ABC	0.1	0.999	twoepochs_eq	0.104836	0.120275	0.217049
ABC	0.1	0.999	twoepochs_eq	0.0963922	0.130423	0.233247
ABC	0.1	0.999	twoepochs_eq	0.108357	0.166058	0.241326
ABC	0.1	0.999	twoepochs_eq	0.0662981	0.154046	0.21208
ABC	0.1	0.999	twoepochs_eq	0.0920797	0.159387	0.251243
ABC	0.1	0.999	twoepochs_eq	0.101054	0.137683	0.21804
ABC	0.1	0.999	twoepochs_eq	0.0979576	0.119874	0.214462
ABC	0.1	0.999	twoepochs_eq	0.103365	0.152445	0.243664
ABC	0.1	0.999	twoepochs_eq	0.0762624	0.151428	0.216822
ABC	0.1	0.999	twoepochs_eq	0.0915936	0.135112	0.224521
ABC	0.1	0.999	twoepochs_eq	0.140534	0.125387	0.246306
ABC	0.1	0.999	twoepochs_eq	0.0866573	0.146426	0.216677
ABC	0.1	0.999	twoepochs_eq	0.0625317	0.154817	0.207622
ABC	0.1	0.999	twoepochs_eq	0.0678865	0.166207	0.224267
ABC	0.1	0.999	twoepochs_eq	0.0808452	0.144886	0.226032
ABC	0.1	0.999	twoepochs_eq	0.0829361	0.144839	0.2179
ABC	0.1	0.999	twoepochs_eq	0.0637383	0.172965	0.220108
ABC	0.1	0.999	twoepochs_eq	0.11685	0.126228	0.229456
ABC	0.1	0.999	twoepochs_eq	0.136946	0.110606	0.241196
ABC	0.1	0.999	twoepochs_eq	0.117609	0.11681	0.229988
ABC	0.1	0.999	twoepochs_eq	0.068248	0.157119	0.226676
ABC	0.1	0.999	twoepochs_eq	0.142051	0.124198	0.230122
ABC	0.1	0.999	twoepochs_eq	0.0582566	0.167711	0.221557
ABC	0.1	0.999	twoepochs_eq	0.0682254	0.172984	0.226985
ABC	0.1	0.999	twoepochs_eq	0.0568817	0.160035	0.210467
ABC	0.1	0.999	twoepochs_eq	0.0868808	0.150402	0.228781
ABC	0.1	0.999	twoepochs_eq	0.107405	0.141044	0.229413
ABC	0.1	0.999	twoepochs_eq	0.0758548	0.156666	0.225392
ABC	0.1	0.999	twoepochs_eq	0.126304	0.156887	0.257139
ABC	0.1	0.999	twoepochs_eq	0.106225	0.144811	0.257185
ABC	0.1	0.999	twoepochs_eq	0.103269	0.117303	0.21261
ABC	0.1	0.999	twoepochs_eq	0.12619	0.141366	0.247984
ABC	0.1	0.999	twoepochs_eq	0.116705	0.121187	0.22061
ABC	0.1	0.999	twoepochs_eq	0.0411581	0.15967	0.198565
ABC	0.1	0.999	twoepochs_eq	0.13762	0.139892	0.257126
ABC	0.1	0.999	twoepochs_eq	0.0698679	0.164144	0.219084
ABC	0.1	0.999	twoepochs_eq	0.132162	0.125112	0.249831
ABC	0.1	0.999	twoepochs_eq	0.128735	0.120293	0.24016
ABC	0.1	0.999	twoepochs_eq	0.0719555	0.160923	0.23655
ABC	0.1	0.999	twoepochs_eq	0.0752229	0.158304	0.20987
ABC	0.1	0.999	twoepochs_eq	0.0523231	0.174321	0.212331
ABC	0.1	0.999	twoepochs_eq	0.14746	0.120625	0.263462
ABC	0.1	0.999	twoepochs_eq	0.0771245	0.152565	0.231993
ABC	0.1	0.999	twoepochs_eq	0.0727285	0.169736	0.228189
ABC	0.1	0.999	twoepochs_eq	0.096799	0.14492	0.227527
ABC	0.1	0.999	twoepochs_eq	0.102397	0.132294	0.223898
ABC	0.1	0.999	twoepochs_eq	0.105776	0.129859	0.220538
ABC	0.1	0.999	twoepochs_eq	0.0753911	0.140902	0.214432
ABC	0.1	0.999	twoepochs_eq	0.131621	0.123216	0.240312
ABC	0.1	0.999	twoepochs_eq	0.166895	0.106444	0.269163
ABC	0.1	0.999	twoepochs_eq	0.100188	0.142368	0.228194
ABC	0.1	0.999	twoepochs_eq	0.111438	0.132881	0.231407
ABC	0.1	0.999	twoepochs_eq	0.0908432	0.154366	0.227635
ABC	0.1	0.999	twoepochs_eq	0.112142	0.150282	0.240486
ABC	0.1	0.999	twoepochs_eq	0.103426	0.138055	0.222389
ABC	0.1	0.999	twoepochs_eq	0.113984	0.131551	0.218864
ABC	0.1	0.999	twoepochs_eq	0.098428	0.153454	0.239452
ABC	0.1	0.999	twoepochs_eq	0.137538	0.126232	0.249855
ABC	0.1	0.999	twoepochs_eq	0.0778471	0.150098	0.220235
ABC	0.1	0.999	twoepochs_eq	0.0716455	0.151558	0.217406
ABC	0.1	0.999	twoepochs_eq	0.0964092	0.141631	0.215918
ABC	0.1	0.999	twoepochs_eq	0.0885444	0.1456	0.216398
ABC	0.1	0.999	twoepochs_eq	0.0865792	0.129457	0.21357
ABC	0.1	0.999	twoepochs_eq	0.0708052	0.154851	0.218693
ABC	0.1	0.999	twoepochs_eq	0.0904242	0.143569	0.224655
ABC	0.1	0.999	twoepochs_eq	0.0864386	0.156801	0.226407
ABC	0.1	0.999	twoepochs_eq	0.0618086	0.160298	0.214674
ABC	0.1	0.999	twoepochs_eq	0.0715976	0.134046	0.206683
ABC	0.1	0.999	twoepochs_eq	0.0961247	0.144106	0.230135
ABC	0.1	0.999	twoepochs_eq	0.114986	0.149413	0.246505
ABC	0.1	0.999	twoepochs_eq	0.0919285	0.146442	0.233408
ABC	0.1	0.999	twoepochs_eq	0.135398	0.115792	0.248258
ABC	0.1	0.999	twoepochs_eq	0.110505	0.129568	0.222895
ABC	0.1	0.999	twoepochs_eq	0.0842586	0.12703	0.212408
ABC	0.1	0.999	twoepochs_eq	0.0814109	0.139356	0.212812
ABC	0.1	0.999	twoepochs_eq	0.0799248	0.158698	0.235258
ABC	0.1	0.999	twoepochs_eq	0.073146	0.155386	0.222164
ABC	0.1	0.999	twoepochs_eq	0.092619	0.146241	0.223262
ABC	0.1	0.999	twoepochs_eq	0.0725243	0.147614	0.209114
ABC	0.1	0.999	twoepochs_eq	0.128143	0.135006	0.245401
ABC	0.1	0.999	twoepochs_eq	0.0842939	0.138216	0.213895
ABC	0.1	0.999	twoepochs_eq	0.0941904	0.145864	0.219738
ABC	0.1	0.999	twoepochs_eq	0.0970277	0.131997	0.208874
ABC	0.1	0.999	twoepochs_eq	0.0709573	0.161944	0.225005
ABC	0.1	0.999	twoepochs_eq	0.171183	0.107624	0.251082
ABC	0.1	0.999	twoepochs_eq	0.0983698	0.15132	0.242379
ABC	0.1	0.999	twoepochs_eq	0.103784	0.131576	0.220778
ABC	0.1	0.999	twoepochs_eq	0.101828	0.146776	0.240331
ABC	0.1	0.999	twoepochs_eq	0.102878	0.139303	0.225229
ABC	0.1	0.999	twoepochs_eq	0.0738656	0.153242	0.225685
ABC	0.1	0.999	twoepochs_eq	0.038058	0.168652	0.203511
ABC	0.1	0.999	twoepochs_eq	0.0770721	0.147079	0.214446
ABC	0.1	0.999	twoepochs_eq	0.115198	0.12602	0.244311
ABC	0.1	0.999	twoepochs_eq	0.118376	0.137254	0.252423
ABC	0.1	0.999	twoepochs_eq	0.107129	0.137304	0.244673
ABC	0.1	0.999	twoepochs_eq	0.0940932	0.143287	0.223106
ABC	0.1	0.999	twoepochs_eq	0.129578	0.136143	0.259046
ABC	0.1	0.999	twoepochs_eq	0.0658224	0.16539	0.216285
ABC	0.1	0.999	twoepochs_eq	0.0994731	0.133315	0.232805
ABC	0.1	0.999	twoepochs_eq	0.070814	0.165622	0.224497
ABC	0.1	0.999	twoepochs_eq	0.049808	0.147693	0.195737
ABC	0.1	0.999	twoepochs_eq	0.0999423	0.141291	0.235456
ABC	0.1	0.999	twoepochs_eq	0.128429	0.126153	0.245217
ABC	0.1	0.999	twoepochs_eq	0.137215	0.119303	0.242708
ABC	0.1	0.999	twoepochs_eq	0.1092	0.119031	0.223983
ABC	0.1	0.999	twoepochs_eq	0.0842224	0.145581	0.217051
ABC	0.1	0.999	twoepochs_eq	0.116387	0.15073	0.246875
ABC	0.1	0.999	twoepochs_eq	0.112807	0.133251	0.255896
ABC	0.1	0.999	twoepochs_eq	0.102708	0.132426	0.233087
ABC	0.1	0.999	twoepochs_eq	0.116659	0.147761	0.241517
ABC	0.1	0.999	twoepochs_eq	0.0866097	0.156481	0.237976
ABC	0.1	0.999	twoepochs_eq	0.113328	0.139895	0.244265
ABC	0.1	0.999	twoepochs_eq	0.125701	0.124762	0.24104
ABC	0.1	0.999	twoepochs_eq	0.0658053	0.14576	0.208859
ABC	0.1	0.999	twoepochs_eq	0.10024	0.127854	0.215376
ABC	0.1	0.999	twoepochs_eq	0.0460003	0.167903	0.217624
ABC	0.1	0.999	twoepochs_eq	0.0780956	0.150159	0.220726
ABC	0.1	0.999	twoepochs_eq	0.0977578	0.142046	0.232449
ABC	0.1	0.999	twoepochs_eq	0.100736	0.154632	0.234144
ABC	0.1	0.999	twoepochs_eq	0.0917814	0.151922	0.239854
ABC	0.1	0.999	twoepochs_eq	0.0943354	0.135892	0.212807
ABC	0.1	0.999	twoepochs_eq	0.160172	0.123907	0.248966
ABC	0.1	0.999	twoepochs_eq	0.0702702	0.156821	0.2107
ABC	0.1	0.999	twoepochs_eq	0.0945498	0.147278	0.237099
ABC	0.1	0.999	twoepochs_eq	0.118681	0.142207	0.253056
ABC	0.1	0.999	twoepochs_eq	0.121361	0.125148	0.235379
ABC	0.1	0.999	twoepochs_eq	0.104214	0.130993	0.231243
ABC	0.1	0.999	twoepochs_eq	0.0707713	0.142359	0.207727
ABC	0.1	0.999	twoepochs_eq	0.126582	0.123777	0.241089
ABC	0.1	0.999	twoepochs_eq	0.109128	0.136811	0.233527
ABC	0.1	0.999	twoepochs_eq	0.113989	0.130763	0.231842
ABC	0.1	0.999	twoepochs_eq	0.0770232	0.136755	0.208676
ABC	0.1	0.999	twoepochs_eq	0.120636	0.131513	0.23837
ABC	0.1	0.999	twoepochs_eq	0.0757219	0.14297	0.215091
ABC	0.1	0.999	twoepochs_eq	0.11932	0.139635	0.250695
ABC	0.1	0.999	twoepochs_eq	0.0793734	0.141639	0.20732
ABC	0.1	0.999	twoepochs_eq	0.0873299	0.12791	0.213669
ABC	0.1	0.999	twoepochs_eq	0.0607441	0.1624	0.208754
ABC	0.1	0.999	twoepochs_eq	0.0761477	0.148368	0.221065
ABC	0.1	0.999	twoepochs_eq	0.120748	0.122817	0.23995
ABC	0.1	0.999	twoepochs_eq	0.0907923	0.154175	0.242054
ABC	0.1	0.999	twoepochs_eq	0.0725393	0.165115	0.229479
ABC	0.1	0.999	twoepochs_eq	0.105541	0.156138	0.238869
ABC	0.1	0.999	twoepochs_eq	0.110429	0.156059	0.257296
ABC	0.1	0.999	twoepochs_eq	0.186861	0.105296	0.278468
ABC	0.1	0.999	twoepochs_eq	0.0544606	0.16929	0.212612
ABC	0.1	0.999	twoepochs_eq	0.0787231	0.166419	0.230946
ABC	0.1	0.999	twoepochs_eq	0.131177	0.133633	0.263285
ABC	0.1	0.999	twoepochs_eq	0.119404	0.127868	0.231684
ABC	0.1	0.999	twoepochs_eq	0.0819349	0.152528	0.224999
ABC	0.1	0.999	twoepochs_eq	0.0948078	0.141219	0.227805
ABC	0.1	0.999	twoepochs_eq	0.0972322	0.145862	0.240492
ABC	0.1	0.999	twoepochs_eq	0.0840895	0.141674	0.219219
ABC	0.1	0.999	twoepochs_eq	0.0788398	0.154011	0.22317
ABC	0.1	0.999	twoepochs_eq	0.0608946	0.166848	0.212811
ABC	0.1	0.999	twoepochs_eq	0.0729411	0.142815	0.209327
ABC	0.1	0.999	twoepochs_eq	0.0921764	0.156051	0.234331
ABC	0.1	0.999	twoepochs_eq	0.0583573	0.160444	0.211502
ABC	0.1	0.999	twoepochs_eq	0.0583664	0.152615	0.205386
ABC	0.1	0.999	twoepochs_eq	0.0924861	0.131947	0.216243
ABC	0.1	0.999	twoepochs_eq	0.0745223	0.158615	0.22668
