method	w	b	analysis	aw	as	a	gamNeg	shape
ABC	0.1	0.999	twoepochs_eq	0.0892649	0.146421	0.229837	762.412	0.176793
ABC	0.1	0.999	twoepochs_eq	0.12088	0.132065	0.253092	427.768	0.190608
ABC	0.1	0.999	twoepochs_eq	0.098584	0.129731	0.225019	768.179	0.174057
ABC	0.1	0.999	twoepochs_eq	0.110237	0.122977	0.232139	438.518	0.181778
ABC	0.1	0.999	twoepochs_eq	0.131093	0.133099	0.243567	444.248	0.184937
ABC	0.1	0.999	twoepochs_eq	0.120479	0.127341	0.236663	442.473	0.18065
ABC	0.1	0.999	twoepochs_eq	0.117803	0.153454	0.22932	789.501	0.179289
ABC	0.1	0.999	twoepochs_eq	0.0934249	0.136613	0.218876	458.33	0.169148
ABC	0.1	0.999	twoepochs_eq	0.0892866	0.154738	0.241804	788.666	0.18306
ABC	0.1	0.999	twoepochs_eq	0.0887524	0.144827	0.220932	802.636	0.180408
ABC	0.1	0.999	twoepochs_eq	0.134513	0.119083	0.241052	777.721	0.180238
ABC	0.1	0.999	twoepochs_eq	0.0523003	0.149218	0.202015	406.626	0.173356
ABC	0.1	0.999	twoepochs_eq	0.108574	0.144395	0.241098	745.921	0.189306
ABC	0.1	0.999	twoepochs_eq	0.0775949	0.158534	0.232574	767.713	0.180837
ABC	0.1	0.999	twoepochs_eq	0.0911912	0.15084	0.223424	766.876	0.168855
ABC	0.1	0.999	twoepochs_eq	0.0918149	0.145581	0.225986	450.807	0.184161
ABC	0.1	0.999	twoepochs_eq	0.0857431	0.142257	0.220867	412.676	0.17685
ABC	0.1	0.999	twoepochs_eq	0.124432	0.137484	0.23125	438.675	0.179317
ABC	0.1	0.999	twoepochs_eq	0.114146	0.134284	0.231661	464.056	0.186308
ABC	0.1	0.999	twoepochs_eq	0.0953618	0.137721	0.224149	749.624	0.176927
ABC	0.1	0.999	twoepochs_eq	0.125823	0.129212	0.252515	416.724	0.189242
ABC	0.1	0.999	twoepochs_eq	0.14345	0.117063	0.235032	418.708	0.182735
ABC	0.1	0.999	twoepochs_eq	0.144247	0.118792	0.2518	769.784	0.189636
ABC	0.1	0.999	twoepochs_eq	0.0581743	0.164988	0.225091	394.465	0.180774
ABC	0.1	0.999	twoepochs_eq	0.0985898	0.153497	0.244854	791.64	0.19527
ABC	0.1	0.999	twoepochs_eq	0.112484	0.133355	0.23782	762.257	0.177041
ABC	0.1	0.999	twoepochs_eq	0.0759306	0.158663	0.231869	408.603	0.186606
ABC	0.1	0.999	twoepochs_eq	0.0964849	0.147658	0.222699	760.821	0.186706
ABC	0.1	0.999	twoepochs_eq	0.103241	0.123446	0.223782	767.075	0.175758
ABC	0.1	0.999	twoepochs_eq	0.121387	0.123025	0.242936	445.931	0.184834
ABC	0.1	0.999	twoepochs_eq	0.0752745	0.140297	0.209873	419.624	0.170434
ABC	0.1	0.999	twoepochs_eq	0.104391	0.12048	0.217835	779.7	0.169205
ABC	0.1	0.999	twoepochs_eq	0.128087	0.124008	0.245763	796.252	0.190509
ABC	0.1	0.999	twoepochs_eq	0.0906598	0.156047	0.231615	418.57	0.185616
ABC	0.1	0.999	twoepochs_eq	0.120477	0.132206	0.250335	751.165	0.186124
ABC	0.1	0.999	twoepochs_eq	0.0927966	0.134189	0.224407	776.951	0.176567
ABC	0.1	0.999	twoepochs_eq	0.0660239	0.160178	0.206266	767.361	0.163063
ABC	0.1	0.999	twoepochs_eq	0.102155	0.140201	0.238395	790.817	0.183032
ABC	0.1	0.999	twoepochs_eq	0.107987	0.120908	0.224565	752.283	0.177825
ABC	0.1	0.999	twoepochs_eq	0.0961312	0.132612	0.227322	775.773	0.181661
ABC	0.1	0.999	twoepochs_eq	0.090093	0.150446	0.213988	777.727	0.181668
ABC	0.1	0.999	twoepochs_eq	0.0603685	0.161919	0.220846	394.682	0.177228
ABC	0.1	0.999	twoepochs_eq	0.0902421	0.137184	0.229528	780.225	0.184246
ABC	0.1	0.999	twoepochs_eq	0.106552	0.14667	0.242228	421.87	0.186747
ABC	0.1	0.999	twoepochs_eq	0.101523	0.142194	0.235015	774.454	0.179764
ABC	0.1	0.999	twoepochs_eq	0.120006	0.119588	0.229792	764.248	0.177424
ABC	0.1	0.999	twoepochs_eq	0.10857	0.141317	0.225824	788.517	0.178468
ABC	0.1	0.999	twoepochs_eq	0.102629	0.145439	0.239859	800.716	0.187757
ABC	0.1	0.999	twoepochs_eq	0.107465	0.140408	0.238341	429.574	0.186925
ABC	0.1	0.999	twoepochs_eq	0.0799596	0.160208	0.225749	792.653	0.174739
ABC	0.1	0.999	twoepochs_eq	0.0685381	0.146617	0.210893	801.166	0.166523
ABC	0.1	0.999	twoepochs_eq	0.081073	0.141979	0.222582	807.884	0.170309
ABC	0.1	0.999	twoepochs_eq	0.0469825	0.178387	0.227088	421.148	0.185299
ABC	0.1	0.999	twoepochs_eq	0.150272	0.11475	0.242823	803.758	0.185425
ABC	0.1	0.999	twoepochs_eq	0.13188	0.126002	0.25045	767.407	0.192012
ABC	0.1	0.999	twoepochs_eq	0.11904	0.130327	0.238327	783.044	0.186786
ABC	0.1	0.999	twoepochs_eq	0.0957593	0.133303	0.226313	785.172	0.168511
ABC	0.1	0.999	twoepochs_eq	0.100331	0.141084	0.228068	809.554	0.17384
ABC	0.1	0.999	twoepochs_eq	0.122518	0.138252	0.255151	724.516	0.186612
ABC	0.1	0.999	twoepochs_eq	0.0859482	0.151969	0.227787	408.968	0.18049
ABC	0.1	0.999	twoepochs_eq	0.111765	0.143457	0.238002	804.79	0.184588
ABC	0.1	0.999	twoepochs_eq	0.114288	0.146555	0.251307	804.997	0.186208
ABC	0.1	0.999	twoepochs_eq	0.101042	0.141618	0.241893	792.078	0.188395
ABC	0.1	0.999	twoepochs_eq	0.082802	0.143545	0.221461	803.185	0.173763
ABC	0.1	0.999	twoepochs_eq	0.101904	0.141431	0.238359	432.915	0.18576
ABC	0.1	0.999	twoepochs_eq	0.0693472	0.145184	0.21445	786.783	0.176663
ABC	0.1	0.999	twoepochs_eq	0.0889648	0.164991	0.231828	766.761	0.187302
ABC	0.1	0.999	twoepochs_eq	0.124103	0.118108	0.230842	794.466	0.175656
ABC	0.1	0.999	twoepochs_eq	0.0961776	0.133212	0.217535	450.394	0.17549
ABC	0.1	0.999	twoepochs_eq	0.10146	0.141949	0.240089	784.359	0.18583
ABC	0.1	0.999	twoepochs_eq	0.08121	0.160326	0.22911	774.578	0.179863
ABC	0.1	0.999	twoepochs_eq	0.0893065	0.146963	0.227818	442.042	0.182695
ABC	0.1	0.999	twoepochs_eq	0.0738717	0.149235	0.212512	780.135	0.172981
ABC	0.1	0.999	twoepochs_eq	0.103457	0.12318	0.225194	777.391	0.178079
ABC	0.1	0.999	twoepochs_eq	0.126427	0.126664	0.235733	422.642	0.178904
ABC	0.1	0.999	twoepochs_eq	0.123198	0.135542	0.240794	458.961	0.178457
ABC	0.1	0.999	twoepochs_eq	0.107998	0.131617	0.212787	558.37	0.179001
ABC	0.1	0.999	twoepochs_eq	0.0856865	0.14728	0.237694	752.612	0.183001
ABC	0.1	0.999	twoepochs_eq	0.119032	0.131468	0.248277	811.389	0.187729
ABC	0.1	0.999	twoepochs_eq	0.121279	0.137138	0.245845	381.668	0.192285
ABC	0.1	0.999	twoepochs_eq	0.0923397	0.128047	0.214237	795.345	0.170588
ABC	0.1	0.999	twoepochs_eq	0.120804	0.143702	0.227312	760.166	0.184867
ABC	0.1	0.999	twoepochs_eq	0.0753157	0.15608	0.217488	749.645	0.178077
ABC	0.1	0.999	twoepochs_eq	0.0717936	0.144191	0.197111	761.859	0.161787
ABC	0.1	0.999	twoepochs_eq	0.0753662	0.162157	0.224318	470.854	0.177928
ABC	0.1	0.999	twoepochs_eq	0.0581656	0.147867	0.207344	804.356	0.166992
ABC	0.1	0.999	twoepochs_eq	0.104982	0.146387	0.233123	434.623	0.185987
ABC	0.1	0.999	twoepochs_eq	0.0963534	0.134299	0.213419	387.601	0.17521
ABC	0.1	0.999	twoepochs_eq	0.0918204	0.157838	0.233496	764.038	0.176698
ABC	0.1	0.999	twoepochs_eq	0.0374161	0.192573	0.207325	407.513	0.174372
ABC	0.1	0.999	twoepochs_eq	0.086943	0.150925	0.228411	779.534	0.181174
ABC	0.1	0.999	twoepochs_eq	0.0612999	0.156449	0.215226	592.541	0.178126
ABC	0.1	0.999	twoepochs_eq	0.0737918	0.147963	0.216593	769.306	0.177436
ABC	0.1	0.999	twoepochs_eq	0.0845587	0.154395	0.227917	804.464	0.171706
ABC	0.1	0.999	twoepochs_eq	0.117109	0.136253	0.238866	559.209	0.184265
ABC	0.1	0.999	twoepochs_eq	0.0997527	0.143297	0.235245	504.616	0.176365
ABC	0.1	0.999	twoepochs_eq	0.116258	0.146145	0.250269	822.758	0.196842
ABC	0.1	0.999	twoepochs_eq	0.0543279	0.162152	0.204278	777.431	0.17379
ABC	0.1	0.999	twoepochs_eq	0.089266	0.13791	0.218002	776.23	0.173637
ABC	0.1	0.999	twoepochs_eq	0.123993	0.114203	0.231215	421.593	0.180026
ABC	0.1	0.999	twoepochs_eq	0.0864583	0.154145	0.232205	438.008	0.178535
ABC	0.1	0.999	twoepochs_eq	0.0854237	0.137344	0.220657	761.818	0.178328
ABC	0.1	0.999	twoepochs_eq	0.12794	0.108131	0.227536	840.538	0.181516
ABC	0.1	0.999	twoepochs_eq	0.0827151	0.139661	0.212978	762.771	0.177804
ABC	0.1	0.999	twoepochs_eq	0.118872	0.128099	0.224434	783.575	0.17783
ABC	0.1	0.999	twoepochs_eq	0.12659	0.118428	0.240816	475.135	0.181261
ABC	0.1	0.999	twoepochs_eq	0.10483	0.139835	0.238098	771.155	0.183118
ABC	0.1	0.999	twoepochs_eq	0.138019	0.142103	0.256326	778.155	0.195629
ABC	0.1	0.999	twoepochs_eq	0.101433	0.123064	0.203209	812.387	0.163061
ABC	0.1	0.999	twoepochs_eq	0.105954	0.134351	0.224331	768.743	0.175244
ABC	0.1	0.999	twoepochs_eq	0.123334	0.129066	0.247021	435.57	0.190022
ABC	0.1	0.999	twoepochs_eq	0.095438	0.126354	0.216597	778.574	0.168888
ABC	0.1	0.999	twoepochs_eq	0.0515448	0.154068	0.199897	764.01	0.168387
ABC	0.1	0.999	twoepochs_eq	0.0250518	0.183096	0.216129	749.098	0.173408
ABC	0.1	0.999	twoepochs_eq	0.0966242	0.141949	0.21861	411.888	0.177929
ABC	0.1	0.999	twoepochs_eq	0.0877743	0.154965	0.235675	806.522	0.185151
ABC	0.1	0.999	twoepochs_eq	0.059739	0.137899	0.194599	756.182	0.162126
ABC	0.1	0.999	twoepochs_eq	0.112973	0.132628	0.23921	780.418	0.181821
ABC	0.1	0.999	twoepochs_eq	0.0268508	0.180119	0.201931	780.051	0.168549
ABC	0.1	0.999	twoepochs_eq	0.0707397	0.16917	0.22052	752.207	0.175247
ABC	0.1	0.999	twoepochs_eq	0.0786823	0.143626	0.20746	767.584	0.16898
ABC	0.1	0.999	twoepochs_eq	0.127532	0.141059	0.250733	417.439	0.191713
ABC	0.1	0.999	twoepochs_eq	0.0905384	0.144566	0.227533	769.617	0.176333
ABC	0.1	0.999	twoepochs_eq	0.126461	0.132769	0.244868	434.76	0.179869
ABC	0.1	0.999	twoepochs_eq	0.119064	0.139857	0.252853	766.082	0.192205
ABC	0.1	0.999	twoepochs_eq	0.110788	0.121807	0.219394	447.75	0.168297
ABC	0.1	0.999	twoepochs_eq	0.0629776	0.160488	0.217309	452.839	0.179035
ABC	0.1	0.999	twoepochs_eq	0.157359	0.116042	0.245626	746.567	0.189955
ABC	0.1	0.999	twoepochs_eq	0.0738958	0.1485	0.218194	381.015	0.176742
ABC	0.1	0.999	twoepochs_eq	0.066086	0.15025	0.212273	407.683	0.178481
ABC	0.1	0.999	twoepochs_eq	0.12175	0.134546	0.232511	806.145	0.183921
ABC	0.1	0.999	twoepochs_eq	0.0913612	0.140743	0.230589	767.838	0.18145
ABC	0.1	0.999	twoepochs_eq	0.109337	0.145425	0.240802	769.876	0.189843
ABC	0.1	0.999	twoepochs_eq	0.0874779	0.133068	0.218969	434.586	0.176672
ABC	0.1	0.999	twoepochs_eq	0.0859612	0.149937	0.218681	410.48	0.174511
ABC	0.1	0.999	twoepochs_eq	0.0876686	0.13956	0.222294	424.193	0.172782
ABC	0.1	0.999	twoepochs_eq	0.114665	0.133034	0.245039	448.35	0.182535
ABC	0.1	0.999	twoepochs_eq	0.0603112	0.16586	0.215316	393.28	0.17032
ABC	0.1	0.999	twoepochs_eq	0.108836	0.117259	0.226959	774.252	0.172624
ABC	0.1	0.999	twoepochs_eq	0.0839806	0.145331	0.224898	422.886	0.178329
ABC	0.1	0.999	twoepochs_eq	0.128929	0.112908	0.229122	796.875	0.175818
ABC	0.1	0.999	twoepochs_eq	0.0793031	0.141835	0.209815	764.937	0.172249
ABC	0.1	0.999	twoepochs_eq	0.104836	0.120275	0.217049	457.675	0.175591
ABC	0.1	0.999	twoepochs_eq	0.0963922	0.130423	0.233247	767.456	0.184237
ABC	0.1	0.999	twoepochs_eq	0.108357	0.166058	0.241326	625.544	0.183895
ABC	0.1	0.999	twoepochs_eq	0.0662981	0.154046	0.21208	750.369	0.172753
ABC	0.1	0.999	twoepochs_eq	0.0920797	0.159387	0.251243	784.072	0.194451
ABC	0.1	0.999	twoepochs_eq	0.101054	0.137683	0.21804	756.847	0.179793
ABC	0.1	0.999	twoepochs_eq	0.0979576	0.119874	0.214462	463.53	0.167293
ABC	0.1	0.999	twoepochs_eq	0.103365	0.152445	0.243664	766.775	0.192234
ABC	0.1	0.999	twoepochs_eq	0.0762624	0.151428	0.216822	424.063	0.172401
ABC	0.1	0.999	twoepochs_eq	0.0915936	0.135112	0.224521	766.796	0.177195
ABC	0.1	0.999	twoepochs_eq	0.140534	0.125387	0.246306	429.595	0.185198
ABC	0.1	0.999	twoepochs_eq	0.0866573	0.146426	0.216677	424.392	0.168229
ABC	0.1	0.999	twoepochs_eq	0.0625317	0.154817	0.207622	729.028	0.165128
ABC	0.1	0.999	twoepochs_eq	0.0678865	0.166207	0.224267	782.6	0.176536
ABC	0.1	0.999	twoepochs_eq	0.0808452	0.144886	0.226032	410.934	0.176654
ABC	0.1	0.999	twoepochs_eq	0.0829361	0.144839	0.2179	758.089	0.16823
ABC	0.1	0.999	twoepochs_eq	0.0637383	0.172965	0.220108	417.912	0.173531
ABC	0.1	0.999	twoepochs_eq	0.11685	0.126228	0.229456	784.822	0.18016
ABC	0.1	0.999	twoepochs_eq	0.136946	0.110606	0.241196	749.632	0.179311
ABC	0.1	0.999	twoepochs_eq	0.117609	0.11681	0.229988	445.889	0.178445
ABC	0.1	0.999	twoepochs_eq	0.068248	0.157119	0.226676	754.887	0.186667
ABC	0.1	0.999	twoepochs_eq	0.142051	0.124198	0.230122	769.158	0.183925
ABC	0.1	0.999	twoepochs_eq	0.0582566	0.167711	0.221557	601.933	0.176733
ABC	0.1	0.999	twoepochs_eq	0.0682254	0.172984	0.226985	765.879	0.178832
ABC	0.1	0.999	twoepochs_eq	0.0568817	0.160035	0.210467	786.55	0.172431
ABC	0.1	0.999	twoepochs_eq	0.0868808	0.150402	0.228781	765.648	0.187619
ABC	0.1	0.999	twoepochs_eq	0.107405	0.141044	0.229413	759.776	0.180204
ABC	0.1	0.999	twoepochs_eq	0.0758548	0.156666	0.225392	457.774	0.177951
ABC	0.1	0.999	twoepochs_eq	0.126304	0.156887	0.257139	439.731	0.190709
ABC	0.1	0.999	twoepochs_eq	0.106225	0.144811	0.257185	419.536	0.200005
ABC	0.1	0.999	twoepochs_eq	0.103269	0.117303	0.21261	811.839	0.169318
ABC	0.1	0.999	twoepochs_eq	0.12619	0.141366	0.247984	773.529	0.192638
ABC	0.1	0.999	twoepochs_eq	0.116705	0.121187	0.22061	786.287	0.171662
ABC	0.1	0.999	twoepochs_eq	0.0411581	0.15967	0.198565	746.888	0.157791
ABC	0.1	0.999	twoepochs_eq	0.13762	0.139892	0.257126	428.646	0.192433
ABC	0.1	0.999	twoepochs_eq	0.0698679	0.164144	0.219084	414.843	0.174791
ABC	0.1	0.999	twoepochs_eq	0.132162	0.125112	0.249831	785.146	0.193034
ABC	0.1	0.999	twoepochs_eq	0.128735	0.120293	0.24016	800.178	0.179008
ABC	0.1	0.999	twoepochs_eq	0.0719555	0.160923	0.23655	797.004	0.17787
ABC	0.1	0.999	twoepochs_eq	0.0752229	0.158304	0.20987	755.065	0.171161
ABC	0.1	0.999	twoepochs_eq	0.0523231	0.174321	0.212331	770.503	0.169686
ABC	0.1	0.999	twoepochs_eq	0.14746	0.120625	0.263462	775.577	0.192719
ABC	0.1	0.999	twoepochs_eq	0.0771245	0.152565	0.231993	783.662	0.190972
ABC	0.1	0.999	twoepochs_eq	0.0727285	0.169736	0.228189	437.91	0.174144
ABC	0.1	0.999	twoepochs_eq	0.096799	0.14492	0.227527	800.473	0.172502
ABC	0.1	0.999	twoepochs_eq	0.102397	0.132294	0.223898	782.702	0.177528
ABC	0.1	0.999	twoepochs_eq	0.105776	0.129859	0.220538	777.434	0.172145
ABC	0.1	0.999	twoepochs_eq	0.0753911	0.140902	0.214432	426.164	0.172304
ABC	0.1	0.999	twoepochs_eq	0.131621	0.123216	0.240312	783.775	0.186749
ABC	0.1	0.999	twoepochs_eq	0.166895	0.106444	0.269163	410.908	0.198189
ABC	0.1	0.999	twoepochs_eq	0.100188	0.142368	0.228194	737.054	0.178076
ABC	0.1	0.999	twoepochs_eq	0.111438	0.132881	0.231407	446.64	0.177642
ABC	0.1	0.999	twoepochs_eq	0.0908432	0.154366	0.227635	456.894	0.179694
ABC	0.1	0.999	twoepochs_eq	0.112142	0.150282	0.240486	415.109	0.184186
ABC	0.1	0.999	twoepochs_eq	0.103426	0.138055	0.222389	757.755	0.172338
ABC	0.1	0.999	twoepochs_eq	0.113984	0.131551	0.218864	817.589	0.174196
ABC	0.1	0.999	twoepochs_eq	0.098428	0.153454	0.239452	771.761	0.183427
ABC	0.1	0.999	twoepochs_eq	0.137538	0.126232	0.249855	783.677	0.186266
ABC	0.1	0.999	twoepochs_eq	0.0778471	0.150098	0.220235	787.115	0.178885
ABC	0.1	0.999	twoepochs_eq	0.0716455	0.151558	0.217406	450.844	0.173128
ABC	0.1	0.999	twoepochs_eq	0.0964092	0.141631	0.215918	783.805	0.171157
ABC	0.1	0.999	twoepochs_eq	0.0885444	0.1456	0.216398	750.802	0.175198
ABC	0.1	0.999	twoepochs_eq	0.0865792	0.129457	0.21357	407.994	0.173817
ABC	0.1	0.999	twoepochs_eq	0.0708052	0.154851	0.218693	740.689	0.175207
ABC	0.1	0.999	twoepochs_eq	0.0904242	0.143569	0.224655	432.259	0.175088
ABC	0.1	0.999	twoepochs_eq	0.0864386	0.156801	0.226407	417.594	0.176343
ABC	0.1	0.999	twoepochs_eq	0.0618086	0.160298	0.214674	793.551	0.175065
ABC	0.1	0.999	twoepochs_eq	0.0715976	0.134046	0.206683	792.564	0.163393
ABC	0.1	0.999	twoepochs_eq	0.0961247	0.144106	0.230135	792.594	0.18714
ABC	0.1	0.999	twoepochs_eq	0.114986	0.149413	0.246505	433.448	0.192966
ABC	0.1	0.999	twoepochs_eq	0.0919285	0.146442	0.233408	780.563	0.177611
ABC	0.1	0.999	twoepochs_eq	0.135398	0.115792	0.248258	447.621	0.182341
ABC	0.1	0.999	twoepochs_eq	0.110505	0.129568	0.222895	799.796	0.18132
ABC	0.1	0.999	twoepochs_eq	0.0842586	0.12703	0.212408	800.716	0.169987
ABC	0.1	0.999	twoepochs_eq	0.0814109	0.139356	0.212812	433.146	0.172708
ABC	0.1	0.999	twoepochs_eq	0.0799248	0.158698	0.235258	405.119	0.188749
ABC	0.1	0.999	twoepochs_eq	0.073146	0.155386	0.222164	431.813	0.176422
ABC	0.1	0.999	twoepochs_eq	0.092619	0.146241	0.223262	403.851	0.181132
ABC	0.1	0.999	twoepochs_eq	0.0725243	0.147614	0.209114	421.103	0.169809
ABC	0.1	0.999	twoepochs_eq	0.128143	0.135006	0.245401	420.752	0.190258
ABC	0.1	0.999	twoepochs_eq	0.0842939	0.138216	0.213895	752.623	0.169124
ABC	0.1	0.999	twoepochs_eq	0.0941904	0.145864	0.219738	455.279	0.175252
ABC	0.1	0.999	twoepochs_eq	0.0970277	0.131997	0.208874	466.302	0.172334
ABC	0.1	0.999	twoepochs_eq	0.0709573	0.161944	0.225005	446.085	0.177167
ABC	0.1	0.999	twoepochs_eq	0.171183	0.107624	0.251082	784.611	0.185646
