method	w	b	analysis	aw	as	a	gamNeg	shape
ABC	0.1	0.999	twoepochs_eq	0.0760123	0.144155	0.214982	717.033	0.175432
ABC	0.1	0.999	twoepochs_eq	0.0979136	0.149728	0.232592	721.001	0.188572
ABC	0.1	0.999	twoepochs_eq	0.118916	0.144019	0.257805	810.975	0.192762
ABC	0.1	0.999	twoepochs_eq	0.158373	0.11262	0.239449	436.763	0.180474
ABC	0.1	0.999	twoepochs_eq	0.0569627	0.162398	0.199062	787.107	0.173085
ABC	0.1	0.999	twoepochs_eq	0.112385	0.136926	0.228982	757.089	0.183221
ABC	0.1	0.999	twoepochs_eq	0.0908312	0.16901	0.242419	771.058	0.183096
ABC	0.1	0.999	twoepochs_eq	0.0900266	0.13417	0.215008	435.59	0.17706
ABC	0.1	0.999	twoepochs_eq	0.0601554	0.161284	0.209922	429.657	0.169507
ABC	0.1	0.999	twoepochs_eq	0.108624	0.138456	0.224395	384.734	0.175977
ABC	0.1	0.999	twoepochs_eq	0.0595831	0.144923	0.204916	426.174	0.172941
ABC	0.1	0.999	twoepochs_eq	0.146973	0.115008	0.249868	756.299	0.189465
ABC	0.1	0.999	twoepochs_eq	0.0764636	0.155109	0.228913	423.886	0.179409
ABC	0.1	0.999	twoepochs_eq	0.130585	0.124448	0.248325	418.596	0.186113
ABC	0.1	0.999	twoepochs_eq	0.122058	0.129309	0.233343	707.408	0.178849
ABC	0.1	0.999	twoepochs_eq	0.108882	0.133656	0.229919	788.517	0.172495
ABC	0.1	0.999	twoepochs_eq	0.123543	0.109036	0.230798	440.398	0.172963
ABC	0.1	0.999	twoepochs_eq	0.128696	0.134296	0.253342	431.949	0.190597
ABC	0.1	0.999	twoepochs_eq	0.0267434	0.185007	0.206969	384.544	0.174354
ABC	0.1	0.999	twoepochs_eq	0.0762383	0.161495	0.226495	772.343	0.178167
ABC	0.1	0.999	twoepochs_eq	0.096419	0.125506	0.214416	739.33	0.169632
ABC	0.1	0.999	twoepochs_eq	0.0882743	0.145136	0.218912	426.588	0.173724
ABC	0.1	0.999	twoepochs_eq	0.10293	0.124979	0.221566	782.55	0.177817
ABC	0.1	0.999	twoepochs_eq	0.0864768	0.157395	0.238148	448.801	0.184117
ABC	0.1	0.999	twoepochs_eq	0.0752701	0.152042	0.212453	733.398	0.173063
ABC	0.1	0.999	twoepochs_eq	0.111569	0.13631	0.228489	415.825	0.176922
ABC	0.1	0.999	twoepochs_eq	0.0776781	0.149572	0.224701	796.891	0.185867
ABC	0.1	0.999	twoepochs_eq	0.131592	0.134291	0.251908	447.946	0.193096
ABC	0.1	0.999	twoepochs_eq	0.0866115	0.139856	0.2219	708.967	0.173938
ABC	0.1	0.999	twoepochs_eq	0.0789292	0.158431	0.227627	749.704	0.182422
ABC	0.1	0.999	twoepochs_eq	0.110268	0.144872	0.241148	419.981	0.190134
ABC	0.1	0.999	twoepochs_eq	0.101735	0.126235	0.219054	465.603	0.170505
ABC	0.1	0.999	twoepochs_eq	0.0806795	0.142342	0.217936	446.485	0.171191
