method	w	b	analysis	aw	as	a
ABC	0.1	0.999	twoepochs_s2	0.0740717	0.182427	0.250223
ABC	0.1	0.999	twoepochs_s2	0.111925	0.141849	0.259444
ABC	0.1	0.999	twoepochs_s2	0.139038	0.144925	0.282364
ABC	0.1	0.999	twoepochs_s2	0.119885	0.146542	0.253147
ABC	0.1	0.999	twoepochs_s2	0.0837112	0.160121	0.236469
ABC	0.1	0.999	twoepochs_s2	0.115213	0.1665	0.27486
ABC	0.1	0.999	twoepochs_s2	0.135694	0.155232	0.280054
ABC	0.1	0.999	twoepochs_s2	0.172123	0.13412	0.288913
ABC	0.1	0.999	twoepochs_s2	0.187334	0.130977	0.310177
ABC	0.1	0.999	twoepochs_s2	0.173681	0.145782	0.306696
ABC	0.1	0.999	twoepochs_s2	0.166225	0.137984	0.283861
ABC	0.1	0.999	twoepochs_s2	0.125317	0.154911	0.270177
ABC	0.1	0.999	twoepochs_s2	0.17986	0.141103	0.314814
ABC	0.1	0.999	twoepochs_s2	0.123492	0.17177	0.286221
ABC	0.1	0.999	twoepochs_s2	0.137177	0.143772	0.272227
ABC	0.1	0.999	twoepochs_s2	0.0983472	0.154309	0.245173
ABC	0.1	0.999	twoepochs_s2	0.108922	0.166602	0.258666
ABC	0.1	0.999	twoepochs_s2	0.196754	0.117907	0.283208
ABC	0.1	0.999	twoepochs_s2	0.151861	0.137761	0.279628
ABC	0.1	0.999	twoepochs_s2	0.0806498	0.195467	0.269113
ABC	0.1	0.999	twoepochs_s2	0.151476	0.154467	0.295022
ABC	0.1	0.999	twoepochs_s2	0.189812	0.130858	0.300167
ABC	0.1	0.999	twoepochs_s2	0.126466	0.160525	0.272401
ABC	0.1	0.999	twoepochs_s2	0.115255	0.163717	0.256253
ABC	0.1	0.999	twoepochs_s2	0.144566	0.145394	0.267071
ABC	0.1	0.999	twoepochs_s2	0.178439	0.127742	0.289719
ABC	0.1	0.999	twoepochs_s2	0.140722	0.140965	0.277897
ABC	0.1	0.999	twoepochs_s2	0.146225	0.152375	0.289292
ABC	0.1	0.999	twoepochs_s2	0.100906	0.175421	0.271835
ABC	0.1	0.999	twoepochs_s2	0.141622	0.153034	0.260152
ABC	0.1	0.999	twoepochs_s2	0.133897	0.141706	0.270293
ABC	0.1	0.999	twoepochs_s2	0.217392	0.121446	0.301491
ABC	0.1	0.999	twoepochs_s2	0.148967	0.153211	0.293677
ABC	0.1	0.999	twoepochs_s2	0.104298	0.173347	0.276972
