method	w	b	analysis	aw	as	a
ABC	0.1	0.999	twoepochs_eq	0.0920891	0.136269	0.229954
ABC	0.1	0.999	twoepochs_eq	0.116223	0.133235	0.235795
ABC	0.1	0.999	twoepochs_eq	0.209714	0.102499	0.277792
ABC	0.1	0.999	twoepochs_eq	0.107139	0.142062	0.248648
ABC	0.1	0.999	twoepochs_eq	0.0846823	0.132196	0.214185
ABC	0.1	0.999	twoepochs_eq	0.119609	0.139597	0.242502
ABC	0.1	0.999	twoepochs_eq	0.11696	0.14136	0.235676
ABC	0.1	0.999	twoepochs_eq	0.0679995	0.15817	0.220708
ABC	0.1	0.999	twoepochs_eq	0.0790216	0.144838	0.213518
ABC	0.1	0.999	twoepochs_eq	0.0586466	0.151892	0.202152
ABC	0.1	0.999	twoepochs_eq	0.0819803	0.157951	0.232282
ABC	0.1	0.999	twoepochs_eq	0.143881	0.111028	0.253731
ABC	0.1	0.999	twoepochs_eq	0.0707215	0.139703	0.206174
ABC	0.1	0.999	twoepochs_eq	0.146053	0.129216	0.263636
ABC	0.1	0.999	twoepochs_eq	0.110071	0.144136	0.24787
ABC	0.1	0.999	twoepochs_eq	0.0857019	0.154226	0.226589
ABC	0.1	0.999	twoepochs_eq	0.0796232	0.138091	0.215255
ABC	0.1	0.999	twoepochs_eq	0.0950873	0.145037	0.23492
ABC	0.1	0.999	twoepochs_eq	0.130948	0.122557	0.246205
ABC	0.1	0.999	twoepochs_eq	0.0773958	0.168794	0.230765
ABC	0.1	0.999	twoepochs_eq	0.121373	0.117014	0.235608
ABC	0.1	0.999	twoepochs_eq	0.0690595	0.15207	0.223299
ABC	0.1	0.999	twoepochs_eq	0.089667	0.162924	0.23511
ABC	0.1	0.999	twoepochs_eq	0.094765	0.13648	0.211502
ABC	0.1	0.999	twoepochs_eq	0.0236411	0.176218	0.198345
ABC	0.1	0.999	twoepochs_eq	0.109348	0.139552	0.245545
ABC	0.1	0.999	twoepochs_eq	0.11072	0.141118	0.233436
ABC	0.1	0.999	twoepochs_eq	0.0965595	0.132092	0.223974
ABC	0.1	0.999	twoepochs_eq	0.106563	0.136931	0.23317
ABC	0.1	0.999	twoepochs_eq	0.0567664	0.15618	0.220018
ABC	0.1	0.999	twoepochs_eq	0.0743805	0.14621	0.22111
ABC	0.1	0.999	twoepochs_eq	0.144296	0.130881	0.265608
ABC	0.1	0.999	twoepochs_eq	0.120093	0.140433	0.256386
ABC	0.1	0.999	twoepochs_eq	0.127529	0.125423	0.242003
ABC	0.1	0.999	twoepochs_eq	0.0788037	0.132935	0.200057
ABC	0.1	0.999	twoepochs_eq	0.133726	0.123013	0.240802
ABC	0.1	0.999	twoepochs_eq	0.0657197	0.156058	0.211866
ABC	0.1	0.999	twoepochs_eq	0.0984163	0.135692	0.231366
ABC	0.1	0.999	twoepochs_eq	0.101908	0.124424	0.221087
ABC	0.1	0.999	twoepochs_eq	0.102231	0.130584	0.23606
ABC	0.1	0.999	twoepochs_eq	0.0802658	0.152192	0.214785
ABC	0.1	0.999	twoepochs_eq	0.0917939	0.146743	0.228936
ABC	0.1	0.999	twoepochs_eq	0.0928734	0.151129	0.228031
ABC	0.1	0.999	twoepochs_eq	0.048562	0.149925	0.197069
ABC	0.1	0.999	twoepochs_eq	0.0565229	0.149145	0.198895
ABC	0.1	0.999	twoepochs_eq	0.0990884	0.148337	0.235522
ABC	0.1	0.999	twoepochs_eq	0.0961886	0.158555	0.230218
ABC	0.1	0.999	twoepochs_eq	0.0976778	0.141545	0.223504
ABC	0.1	0.999	twoepochs_eq	0.160851	0.113526	0.254577
ABC	0.1	0.999	twoepochs_eq	0.0795129	0.139595	0.211044
ABC	0.1	0.999	twoepochs_eq	0.0970143	0.137807	0.226421
ABC	0.1	0.999	twoepochs_eq	0.140768	0.118676	0.248467
ABC	0.1	0.999	twoepochs_eq	0.110949	0.154188	0.228033
ABC	0.1	0.999	twoepochs_eq	0.0864326	0.151132	0.231018
ABC	0.1	0.999	twoepochs_eq	0.0409921	0.180425	0.221985
ABC	0.1	0.999	twoepochs_eq	0.107545	0.15018	0.242033
ABC	0.1	0.999	twoepochs_eq	0.0902368	0.143186	0.229984
ABC	0.1	0.999	twoepochs_eq	0.0711443	0.140282	0.206755
ABC	0.1	0.999	twoepochs_eq	0.109437	0.132332	0.235983
ABC	0.1	0.999	twoepochs_eq	0.0514013	0.159549	0.210409
ABC	0.1	0.999	twoepochs_eq	0.113188	0.114215	0.217468
ABC	0.1	0.999	twoepochs_eq	0.0704544	0.143279	0.211567
ABC	0.1	0.999	twoepochs_eq	0.0826101	0.144783	0.221791
ABC	0.1	0.999	twoepochs_eq	0.10931	0.130713	0.225286
ABC	0.1	0.999	twoepochs_eq	0.120587	0.124239	0.23306
ABC	0.1	0.999	twoepochs_eq	0.139867	0.121546	0.248539
ABC	0.1	0.999	twoepochs_eq	0.126708	0.133183	0.241323
ABC	0.1	0.999	twoepochs_eq	0.0818271	0.154587	0.228615
ABC	0.1	0.999	twoepochs_eq	0.136427	0.104803	0.229519
ABC	0.1	0.999	twoepochs_eq	0.0907487	0.14663	0.231856
ABC	0.1	0.999	twoepochs_eq	0.131263	0.125391	0.242733
ABC	0.1	0.999	twoepochs_eq	0.106039	0.141304	0.240841
ABC	0.1	0.999	twoepochs_eq	0.0686976	0.160516	0.227325
ABC	0.1	0.999	twoepochs_eq	0.113438	0.139476	0.231076
ABC	0.1	0.999	twoepochs_eq	0.100417	0.136997	0.231656
ABC	0.1	0.999	twoepochs_eq	0.0781417	0.148087	0.221763
ABC	0.1	0.999	twoepochs_eq	0.0807177	0.165121	0.225001
ABC	0.1	0.999	twoepochs_eq	0.079437	0.152815	0.229915
ABC	0.1	0.999	twoepochs_eq	0.0975125	0.137744	0.227902
ABC	0.1	0.999	twoepochs_eq	0.10521	0.135314	0.233671
ABC	0.1	0.999	twoepochs_eq	0.103511	0.145511	0.236887
ABC	0.1	0.999	twoepochs_eq	0.12059	0.124195	0.217531
ABC	0.1	0.999	twoepochs_eq	0.103483	0.13093	0.222314
ABC	0.1	0.999	twoepochs_eq	0.0710927	0.162859	0.224923
ABC	0.1	0.999	twoepochs_eq	0.104761	0.131275	0.228696
ABC	0.1	0.999	twoepochs_eq	0.107039	0.161908	0.244661
ABC	0.1	0.999	twoepochs_eq	0.0863361	0.137502	0.218459
ABC	0.1	0.999	twoepochs_eq	0.101507	0.144586	0.236618
ABC	0.1	0.999	twoepochs_eq	0.0617655	0.157875	0.216252
ABC	0.1	0.999	twoepochs_eq	0.0980816	0.144423	0.229573
ABC	0.1	0.999	twoepochs_eq	0.124057	0.11953	0.231234
ABC	0.1	0.999	twoepochs_eq	0.103454	0.139445	0.229095
ABC	0.1	0.999	twoepochs_eq	0.116067	0.123217	0.226098
ABC	0.1	0.999	twoepochs_eq	0.120177	0.120016	0.229214
ABC	0.1	0.999	twoepochs_eq	0.0658239	0.16836	0.229363
ABC	0.1	0.999	twoepochs_eq	0.0524032	0.173084	0.217899
ABC	0.1	0.999	twoepochs_eq	0.0827225	0.148746	0.217435
ABC	0.1	0.999	twoepochs_eq	0.139189	0.120777	0.249967
ABC	0.1	0.999	twoepochs_eq	0.105471	0.126033	0.21623
ABC	0.1	0.999	twoepochs_eq	0.0730119	0.155463	0.2192
ABC	0.1	0.999	twoepochs_s1	0.0223369	0.277458	0.290891
ABC	0.1	0.999	twoepochs_s1	0.0643634	0.245103	0.310787
ABC	0.1	0.999	twoepochs_s1	0.0334915	0.256861	0.278889
ABC	0.1	0.999	twoepochs_s1	-0.00724636	0.292838	0.276276
ABC	0.1	0.999	twoepochs_s1	0.0447659	0.255248	0.29308
ABC	0.1	0.999	twoepochs_s1	-0.0163873	0.308019	0.285158
ABC	0.1	0.999	twoepochs_s1	-7.49932e-5	0.309246	0.299729
ABC	0.1	0.999	twoepochs_s1	0.0039443	0.283348	0.277255
ABC	0.1	0.999	twoepochs_s1	0.0298265	0.254925	0.290432
ABC	0.1	0.999	twoepochs_s1	0.00996196	0.277158	0.286861
