method	w	b	analysis	aw	as	a	gamNeg	shape
ABC	0.1	0.999	twoepochs_s2	0.0417126	0.139406	0.173199	418.7	0.173271
ABC	0.1	0.999	twoepochs_s2	0.0348754	0.160097	0.19211	760.445	0.177682
ABC	0.1	0.999	twoepochs_s2	0.0717619	0.137327	0.203466	762.911	0.176841
ABC	0.1	0.999	twoepochs_s2	0.0591882	0.138289	0.202725	769.995	0.174359
ABC	0.1	0.999	twoepochs_s2	-0.00204352	0.185086	0.175855	451.098	0.16728
ABC	0.1	0.999	twoepochs_s2	0.0252351	0.160718	0.185346	716.382	0.17622
ABC	0.1	0.999	twoepochs_s2	0.0493133	0.143394	0.187716	777.981	0.170558
ABC	0.1	0.999	twoepochs_s2	0.0169631	0.162995	0.179127	766.907	0.165981
ABC	0.1	0.999	twoepochs_s2	0.0770799	0.137802	0.193032	774.468	0.173496
ABC	0.1	0.999	twoepochs_s2	0.0292346	0.165794	0.185976	480.407	0.176563
ABC	0.1	0.999	twoepochs_s2	0.0602423	0.141025	0.192089	751.887	0.170161
ABC	0.1	0.999	twoepochs_s2	0.014864	0.190972	0.199568	802.535	0.184471
ABC	0.1	0.999	twoepochs_s2	0.0358571	0.167279	0.195258	799.377	0.181093
ABC	0.1	0.999	twoepochs_s2	0.0186937	0.161321	0.188332	786.899	0.175134
ABC	0.1	0.999	twoepochs_s2	0.0359697	0.15954	0.198059	766.727	0.172553
ABC	0.1	0.999	twoepochs_s2	0.0257414	0.157	0.173633	420.663	0.159309
ABC	0.1	0.999	twoepochs_s2	0.0555402	0.146018	0.194865	762.249	0.169866
ABC	0.1	0.999	twoepochs_s2	0.0198921	0.165522	0.184585	443.661	0.175857
ABC	0.1	0.999	twoepochs_s2	0.0371525	0.152283	0.178095	766.474	0.173681
ABC	0.1	0.999	twoepochs_s2	0.0142322	0.183337	0.191925	419.631	0.179179
ABC	0.1	0.999	twoepochs_s2	0.0405128	0.145026	0.170928	416.718	0.165497
ABC	0.1	0.999	twoepochs_s2	0.0329964	0.144175	0.176551	458.282	0.17018
ABC	0.1	0.999	twoepochs_s2	0.0182535	0.155931	0.168485	768.009	0.171105
ABC	0.1	0.999	twoepochs_s2	-0.0187111	0.184293	0.169122	419.603	0.168016
ABC	0.1	0.999	twoepochs_s2	0.0638837	0.131884	0.180291	426.206	0.170547
ABC	0.1	0.999	twoepochs_s2	0.0499031	0.145935	0.183385	571.75	0.173819
ABC	0.1	0.999	twoepochs_s2	0.0395371	0.159735	0.182035	399.926	0.169945
ABC	0.1	0.999	twoepochs_s2	0.0530287	0.149424	0.193789	762.198	0.168116
ABC	0.1	0.999	twoepochs_s2	0.0806669	0.139629	0.211285	772.63	0.191592
ABC	0.1	0.999	twoepochs_s2	0.078943	0.124488	0.192016	795.282	0.178072
ABC	0.1	0.999	twoepochs_s2	0.0511163	0.136951	0.174471	768.273	0.173225
ABC	0.1	0.999	twoepochs_s2	0.045081	0.153938	0.188521	814.758	0.175089
ABC	0.1	0.999	twoepochs_s2	0.0480167	0.143747	0.182345	749.434	0.166274
ABC	0.1	0.999	twoepochs_s2	0.0611608	0.119534	0.180573	429.749	0.168331
ABC	0.1	0.999	twoepochs_s2	0.045515	0.146771	0.17936	503.144	0.169245
ABC	0.1	0.999	twoepochs_s3	0.0379809	0.0965237	0.130518	768.211	0.174184
ABC	0.1	0.999	twoepochs_s3	0.0500954	0.0837832	0.125693	759.45	0.165415
ABC	0.1	0.999	twoepochs_s3	0.0304392	0.0999895	0.132989	404.328	0.166105
ABC	0.1	0.999	twoepochs_s3	0.0305048	0.0785796	0.115143	456.919	0.159246
