method	w	b	analysis	aw	as	a	gamNeg	shape
ABC	0.1	0.999	twoepochs_s1	0.00787899	0.280575	0.285508	688.455	0.182458
ABC	0.1	0.999	twoepochs_s1	-0.0187539	0.311814	0.28367	747.064	0.179751
ABC	0.1	0.999	twoepochs_s1	0.0158328	0.288261	0.303211	390.729	0.190726
ABC	0.1	0.999	twoepochs_s1	0.0140116	0.280732	0.290965	363.213	0.183362
ABC	0.1	0.999	twoepochs_s1	-0.0183614	0.294842	0.273424	387.153	0.170978
ABC	0.1	0.999	twoepochs_s1	0.0541576	0.240719	0.295351	819.628	0.18311
ABC	0.1	0.999	twoepochs_s1	-0.0126065	0.292667	0.292369	804.245	0.181128
ABC	0.1	0.999	twoepochs_s1	0.0395131	0.273189	0.307388	416.946	0.193278
ABC	0.1	0.999	twoepochs_s1	0.0306342	0.28422	0.311665	440.25	0.193423
ABC	0.1	0.999	twoepochs_s1	0.0985548	0.21479	0.307447	390.281	0.188002
ABC	0.1	0.999	twoepochs_s1	-0.0432164	0.330208	0.28485	333.962	0.179895
ABC	0.1	0.999	twoepochs_s1	-0.029266	0.315412	0.284394	536.867	0.179061
ABC	0.1	0.999	twoepochs_s1	0.0428899	0.246859	0.290707	731.965	0.182031
ABC	0.1	0.999	twoepochs_s1	-0.00412563	0.297986	0.287155	638.849	0.182458
ABC	0.1	0.999	twoepochs_s1	0.0136339	0.280406	0.299057	402.668	0.185622
ABC	0.1	0.999	twoepochs_s1	-0.00840925	0.296957	0.284474	675.03	0.178023
ABC	0.1	0.999	twoepochs_s1	-0.00289625	0.298234	0.293964	376.804	0.188065
ABC	0.1	0.999	twoepochs_s1	0.0230661	0.272994	0.29503	407.686	0.187792
ABC	0.1	0.999	twoepochs_s1	-0.00821554	0.304485	0.289794	349.196	0.179565
ABC	0.1	0.999	twoepochs_s1	0.0257303	0.286501	0.312437	769.346	0.19136
ABC	0.1	0.999	twoepochs_s1	0.0510923	0.248762	0.2981	741.356	0.182693
ABC	0.1	0.999	twoepochs_s1	0.0301057	0.276759	0.30515	601.105	0.189142
ABC	0.1	0.999	twoepochs_s1	0.00941836	0.28751	0.29194	407.5	0.181378
ABC	0.1	0.999	twoepochs_s1	0.0213007	0.284414	0.297858	690.895	0.18816
ABC	0.1	0.999	twoepochs_s1	-0.046355	0.326468	0.285604	465.691	0.179723
ABC	0.1	0.999	twoepochs_s1	0.0656013	0.24835	0.309285	407.851	0.190123
ABC	0.1	0.999	twoepochs_s1	-0.0166164	0.298821	0.274945	379.931	0.174661
ABC	0.1	0.999	twoepochs_s1	-0.00973414	0.301063	0.291565	398.291	0.178522
ABC	0.1	0.999	twoepochs_s1	0.0245281	0.281634	0.309078	369.485	0.190998
ABC	0.1	0.999	twoepochs_s1	0.0349324	0.270583	0.303212	585.764	0.185722
ABC	0.1	0.999	twoepochs_s1	0.0102286	0.283268	0.291285	651.636	0.183325
ABC	0.1	0.999	twoepochs_s1	0.0573378	0.250311	0.295753	563.931	0.185382
ABC	0.1	0.999	twoepochs_s1	0.0274806	0.251717	0.277634	440.307	0.178378
ABC	0.1	0.999	twoepochs_s1	0.0204357	0.280077	0.2967	335.852	0.18601
ABC	0.1	0.999	twoepochs_s1	0.0369956	0.253524	0.288005	383.326	0.176934
ABC	0.1	0.999	twoepochs_s1	0.00538705	0.292081	0.287514	765.875	0.180095
ABC	0.1	0.999	twoepochs_s1	0.0192617	0.28384	0.289302	358.71	0.179724
ABC	0.1	0.999	twoepochs_s1	0.0284777	0.267267	0.29326	385.611	0.178666
ABC	0.1	0.999	twoepochs_s1	0.0230191	0.280655	0.300323	411.989	0.186293
ABC	0.1	0.999	twoepochs_s1	0.028436	0.263956	0.292586	346.33	0.179956
ABC	0.1	0.999	twoepochs_s1	0.0692959	0.252883	0.316855	439.169	0.195476
ABC	0.1	0.999	twoepochs_s1	0.00781482	0.290502	0.299424	380.991	0.185522
ABC	0.1	0.999	twoepochs_s1	0.021415	0.274888	0.29995	764.651	0.185187
ABC	0.1	0.999	twoepochs_s1	-0.00132575	0.291969	0.291722	758.073	0.182535
ABC	0.1	0.999	twoepochs_s1	0.0110697	0.298512	0.290355	393.702	0.181553
ABC	0.1	0.999	twoepochs_s1	0.0332266	0.255998	0.288803	413.794	0.184358
ABC	0.1	0.999	twoepochs_s1	0.0138289	0.282785	0.288975	441.846	0.181774
ABC	0.1	0.999	twoepochs_s1	0.0135852	0.275688	0.289983	418.904	0.180559
ABC	0.1	0.999	twoepochs_s1	0.0070553	0.280296	0.283568	405.421	0.177236
ABC	0.1	0.999	twoepochs_s1	0.00846058	0.27919	0.281556	588.953	0.17366
ABC	0.1	0.999	twoepochs_s1	0.0214932	0.278847	0.295383	787.372	0.179733
ABC	0.1	0.999	twoepochs_s1	0.00302372	0.273236	0.272584	770.115	0.172093
ABC	0.1	0.999	twoepochs_s1	0.0257115	0.277156	0.29785	751.299	0.181448
ABC	0.1	0.999	twoepochs_s1	-0.00954425	0.302541	0.290218	455.6	0.181027
ABC	0.1	0.999	twoepochs_s1	0.0190628	0.273061	0.289113	747.436	0.179836
ABC	0.1	0.999	twoepochs_s1	-0.0035571	0.286323	0.28153	395.433	0.176408
ABC	0.1	0.999	twoepochs_s1	0.0297769	0.265423	0.296381	711.741	0.179649
ABC	0.1	0.999	twoepochs_s1	-0.0264992	0.298096	0.262311	664.488	0.168204
ABC	0.1	0.999	twoepochs_s1	0.0652185	0.230157	0.29699	407.571	0.181748
ABC	0.1	0.999	twoepochs_s1	0.0191486	0.273769	0.291928	471.692	0.181554
ABC	0.1	0.999	twoepochs_s1	0.0140626	0.281009	0.283349	802.767	0.176237
ABC	0.1	0.999	twoepochs_s1	0.0136813	0.282448	0.296837	651.871	0.184299
ABC	0.1	0.999	twoepochs_s1	0.0275226	0.274254	0.297312	763.144	0.185312
ABC	0.1	0.999	twoepochs_s1	0.0533068	0.250939	0.300869	738.963	0.186605
ABC	0.1	0.999	twoepochs_s1	0.00796083	0.290275	0.293979	368.766	0.18315
ABC	0.1	0.999	twoepochs_s1	0.0263842	0.275134	0.302092	372.641	0.188226
ABC	0.1	0.999	twoepochs_s1	-0.0252151	0.329755	0.301797	336.823	0.187882
ABC	0.1	0.999	twoepochs_s1	0.0628717	0.255027	0.301473	770.209	0.186618
ABC	0.1	0.999	twoepochs_s1	-0.00925227	0.30994	0.301007	382.055	0.186544
ABC	0.1	0.999	twoepochs_s1	-0.0112198	0.280156	0.264697	400.781	0.170179
ABC	0.1	0.999	twoepochs_s1	0.099382	0.222669	0.315532	779.14	0.191326
ABC	0.1	0.999	twoepochs_s1	0.0417684	0.265808	0.297046	597.539	0.184881
ABC	0.1	0.999	twoepochs_s1	-0.0079603	0.279127	0.273933	421.938	0.170087
ABC	0.1	0.999	twoepochs_s1	0.00418974	0.298479	0.30109	760.154	0.181928
ABC	0.1	0.999	twoepochs_s1	0.0281905	0.278927	0.293943	635.775	0.18147
ABC	0.1	0.999	twoepochs_s1	0.0276308	0.278595	0.296515	571.906	0.184055
ABC	0.1	0.999	twoepochs_s1	0.00138256	0.29664	0.291645	346.671	0.183736
ABC	0.1	0.999	twoepochs_s1	-0.0516343	0.338539	0.281509	606.86	0.177699
ABC	0.1	0.999	twoepochs_s1	0.0355441	0.263652	0.293985	348.893	0.185138
ABC	0.1	0.999	twoepochs_s2	0.126055	0.178982	0.303223	506.846	0.191068
ABC	0.1	0.999	twoepochs_s2	0.10103	0.192461	0.290239	413.306	0.183395
ABC	0.1	0.999	twoepochs_s2	0.0713365	0.199914	0.275987	424.199	0.180216
ABC	0.1	0.999	twoepochs_s2	0.11598	0.204869	0.309508	384.206	0.201371
ABC	0.1	0.999	twoepochs_s2	0.0998656	0.20064	0.293384	746.237	0.190648
ABC	0.1	0.999	twoepochs_s2	0.174328	0.157097	0.310954	445.461	0.199099
ABC	0.1	0.999	twoepochs_s2	0.119036	0.176962	0.292678	749.993	0.185045
ABC	0.1	0.999	twoepochs_s2	0.0889011	0.204176	0.29441	774.512	0.190102
ABC	0.1	0.999	twoepochs_s2	0.13613	0.158762	0.291576	432.5	0.18396
ABC	0.1	0.999	twoepochs_s2	0.0599761	0.226342	0.281872	417.055	0.183671
ABC	0.1	0.999	twoepochs_s2	0.127142	0.167009	0.292389	743.073	0.184711
ABC	0.1	0.999	twoepochs_s2	0.148606	0.170882	0.31505	396.435	0.199737
ABC	0.1	0.999	twoepochs_s2	0.0918164	0.196865	0.279425	426.325	0.181287
ABC	0.1	0.999	twoepochs_s2	0.121771	0.182313	0.29091	604.998	0.189567
ABC	0.1	0.999	twoepochs_s2	0.0278721	0.261246	0.272543	472.461	0.176204
ABC	0.1	0.999	twoepochs_s2	0.115411	0.202732	0.29706	398.585	0.193139
ABC	0.1	0.999	twoepochs_s2	0.100165	0.187807	0.280639	470.053	0.181261
ABC	0.1	0.999	twoepochs_s2	0.13855	0.174144	0.303989	746.052	0.196019
ABC	0.1	0.999	twoepochs_s2	0.09811	0.196383	0.289019	445.878	0.190024
ABC	0.1	0.999	twoepochs_s2	0.110577	0.179899	0.281553	665.191	0.185558
ABC	0.1	0.999	twoepochs_s2	0.111011	0.190432	0.292148	434.018	0.188012
ABC	0.1	0.999	twoepochs_s2	0.119951	0.168896	0.284934	391.62	0.183884
ABC	0.1	0.999	twoepochs_s2	0.0922157	0.200156	0.285993	727.338	0.188127
ABC	0.1	0.999	twoepochs_s2	0.0615737	0.229922	0.288372	371.758	0.191264
ABC	0.1	0.999	twoepochs_s2	0.0630679	0.221078	0.278503	764.645	0.186533
ABC	0.1	0.999	twoepochs_s2	0.0437686	0.251078	0.2903	383.939	0.190417
ABC	0.1	0.999	twoepochs_s2	0.0693932	0.227127	0.296289	457.782	0.190232
ABC	0.1	0.999	twoepochs_s2	0.0860068	0.207861	0.287743	584.97	0.188998
ABC	0.1	0.999	twoepochs_s2	0.0622937	0.219277	0.277358	806.359	0.181449
ABC	0.1	0.999	twoepochs_s2	0.148924	0.171987	0.314536	737.111	0.199074
ABC	0.1	0.999	twoepochs_s2	0.108496	0.174315	0.28296	396.561	0.18351
ABC	0.1	0.999	twoepochs_s2	0.11906	0.179997	0.291896	369.519	0.186338
ABC	0.1	0.999	twoepochs_s2	0.0462259	0.232361	0.271585	757.598	0.177593
ABC	0.1	0.999	twoepochs_s2	0.0680959	0.221144	0.284803	437.29	0.186883
ABC	0.1	0.999	twoepochs_s2	0.0784093	0.221858	0.301281	384.549	0.197907
ABC	0.1	0.999	twoepochs_s2	0.0461783	0.237198	0.282403	415.137	0.186823
ABC	0.1	0.999	twoepochs_s2	0.158804	0.155299	0.30734	405.496	0.198408
ABC	0.1	0.999	twoepochs_s2	0.0757657	0.215597	0.284537	385.237	0.184505
ABC	0.1	0.999	twoepochs_s2	0.154353	0.149391	0.296167	437.146	0.187683
ABC	0.1	0.999	twoepochs_s2	0.119297	0.180071	0.290412	429.341	0.18391
ABC	0.1	0.999	twoepochs_s2	0.117754	0.201343	0.307228	785.309	0.198046
ABC	0.1	0.999	twoepochs_s2	0.0935975	0.214495	0.282932	391.307	0.187394
ABC	0.1	0.999	twoepochs_s2	0.065573	0.214376	0.27635	746.954	0.184173
ABC	0.1	0.999	twoepochs_s2	0.0844152	0.213062	0.296027	433.474	0.193591
ABC	0.1	0.999	twoepochs_s2	0.15571	0.166042	0.309043	446.159	0.192976
ABC	0.1	0.999	twoepochs_s2	0.102313	0.199159	0.299222	439.824	0.190145
ABC	0.1	0.999	twoepochs_s2	0.078901	0.236731	0.3052	618.641	0.197631
ABC	0.1	0.999	twoepochs_s2	0.0637766	0.220768	0.278313	430.661	0.180606
ABC	0.1	0.999	twoepochs_s2	0.163151	0.147087	0.31026	780.954	0.193336
ABC	0.1	0.999	twoepochs_s2	0.0431991	0.246551	0.282955	782.2	0.184812
ABC	0.1	0.999	twoepochs_s2	0.129578	0.172386	0.294546	405.133	0.192101
ABC	0.1	0.999	twoepochs_s2	0.123525	0.184396	0.292967	756.029	0.191995
ABC	0.1	0.999	twoepochs_s2	0.058583	0.222996	0.282675	460.111	0.187754
ABC	0.1	0.999	twoepochs_s2	0.1003	0.194961	0.297533	781.041	0.192309
ABC	0.1	0.999	twoepochs_s2	0.129032	0.189109	0.304534	729.965	0.19848
ABC	0.1	0.999	twoepochs_s2	0.0506264	0.234377	0.275921	746.453	0.184261
ABC	0.1	0.999	twoepochs_s2	0.0886636	0.202714	0.279901	793.53	0.182397
ABC	0.1	0.999	twoepochs_s2	0.132912	0.179302	0.304555	428.049	0.191169
ABC	0.1	0.999	twoepochs_s2	0.0941475	0.207826	0.296528	370.744	0.191166
ABC	0.1	0.999	twoepochs_s2	0.0667269	0.235852	0.281911	391.232	0.186835
ABC	0.1	0.999	twoepochs_s2	0.101373	0.202826	0.295965	438.264	0.192639
ABC	0.1	0.999	twoepochs_s2	0.104681	0.20348	0.308398	793.981	0.200312
ABC	0.1	0.999	twoepochs_s2	0.131881	0.186828	0.310149	406.015	0.199269
ABC	0.1	0.999	twoepochs_s2	0.0873537	0.212884	0.30182	728.898	0.193575
ABC	0.1	0.999	twoepochs_s2	0.0887223	0.209106	0.2993	774.112	0.194076
ABC	0.1	0.999	twoepochs_s2	0.13515	0.182004	0.300856	631.33	0.19065
ABC	0.1	0.999	twoepochs_s2	0.0345779	0.262027	0.283467	384.81	0.189495
ABC	0.1	0.999	twoepochs_s2	0.134264	0.195311	0.311491	459.325	0.197724
ABC	0.1	0.999	twoepochs_s2	0.0670182	0.232945	0.28923	403.572	0.188859
ABC	0.1	0.999	twoepochs_s2	0.0609808	0.226343	0.293251	824.747	0.191792
ABC	0.1	0.999	twoepochs_s2	0.0533991	0.231904	0.279776	406.109	0.189776
ABC	0.1	0.999	twoepochs_s2	0.125048	0.18194	0.299953	746.612	0.187964
ABC	0.1	0.999	twoepochs_s2	0.122641	0.181198	0.296661	446.944	0.195741
ABC	0.1	0.999	twoepochs_s2	0.0785855	0.200895	0.2721	440.328	0.179766
ABC	0.1	0.999	twoepochs_s2	0.0830834	0.220791	0.296381	471.15	0.19204
ABC	0.1	0.999	twoepochs_s2	0.114115	0.188977	0.292218	415.747	0.195882
ABC	0.1	0.999	twoepochs_s2	0.0666567	0.225908	0.286691	785.464	0.187336
ABC	0.1	0.999	twoepochs_s2	0.100343	0.193511	0.288305	403.556	0.183075
ABC	0.1	0.999	twoepochs_s2	0.0810311	0.218258	0.295994	763.498	0.188491
ABC	0.1	0.999	twoepochs_s2	0.11621	0.187594	0.283272	396.674	0.181724
ABC	0.1	0.999	twoepochs_s2	0.0568516	0.237768	0.2899	506.144	0.190138
ABC	0.1	0.999	twoepochs_s2	0.0947187	0.213747	0.292344	392.577	0.190933
ABC	0.1	0.999	twoepochs_s2	0.172605	0.137275	0.302788	440.463	0.191976
ABC	0.1	0.999	twoepochs_s2	0.100378	0.211472	0.299204	395.755	0.194611
ABC	0.1	0.999	twoepochs_s2	0.14441	0.163375	0.297254	466.345	0.191419
ABC	0.1	0.999	twoepochs_s2	0.0382817	0.240776	0.277716	467.559	0.185585
ABC	0.1	0.999	twoepochs_s2	0.0900214	0.205468	0.280236	432.038	0.187486
ABC	0.1	0.999	twoepochs_s2	0.0631002	0.21884	0.28231	390.366	0.18326
ABC	0.1	0.999	twoepochs_s2	0.1563	0.152542	0.293538	459.561	0.184968
ABC	0.1	0.999	twoepochs_s2	0.127018	0.174945	0.296749	391.169	0.190661
ABC	0.1	0.999	twoepochs_s2	0.0822129	0.215515	0.285416	484.848	0.189906
ABC	0.1	0.999	twoepochs_s2	0.0899769	0.214839	0.301875	453.478	0.193371
ABC	0.1	0.999	twoepochs_s2	0.104918	0.197798	0.294828	436.665	0.188872
ABC	0.1	0.999	twoepochs_s2	0.159067	0.162406	0.311777	748.918	0.192243
ABC	0.1	0.999	twoepochs_s2	0.0674898	0.204131	0.267147	731.594	0.173129
ABC	0.1	0.999	twoepochs_s2	0.0754979	0.210925	0.288294	420.107	0.18806
ABC	0.1	0.999	twoepochs_s2	0.0797012	0.215337	0.290391	808.89	0.191745
ABC	0.1	0.999	twoepochs_s2	0.0719805	0.210241	0.279883	765.827	0.184557
ABC	0.1	0.999	twoepochs_s2	0.107673	0.18582	0.286754	393.341	0.18311
ABC	0.1	0.999	twoepochs_s2	0.0819193	0.233675	0.304809	427.285	0.194673
ABC	0.1	0.999	twoepochs_s3	0.111269	0.130084	0.228514	755.573	0.183713
ABC	0.1	0.999	twoepochs_s3	0.0952863	0.153683	0.241148	580.531	0.187767
ABC	0.1	0.999	twoepochs_s3	0.0305153	0.196686	0.214754	425.106	0.181201
ABC	0.1	0.999	twoepochs_s3	0.0534815	0.184474	0.225975	444.142	0.181948
ABC	0.1	0.999	twoepochs_s3	0.0714317	0.158687	0.223012	478.332	0.181483
