f	alphas	B	alphaW	sfs	analysis	time
0.5555555555555556	0.1859137048513122	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.5656565656565656	0.18966371075458754	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.5757575757575758	0.1908402826358242	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.5858585858585859	0.1911494529139941	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.5959595959595959	0.1894859860940893	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6060606060606061	0.19017696063456635	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6161616161616161	0.1867087640862921	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6262626262626263	0.18414954273785378	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6363636363636364	0.1823737638597691	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6464646464646465	0.18149104626128043	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6565656565656566	0.1838611735666683	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6666666666666666	0.18490099858793652	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6767676767676768	0.19111318017965484	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.6868686868686869	0.19113319177355215	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.696969696969697	0.19049143131722823	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7070707070707071	0.18630288451197619	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7171717171717171	0.19232817745194297	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7272727272727273	0.1894259937102386	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7373737373737373	0.1935155729610516	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7474747474747475	0.19462414447761012	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7575757575757576	0.1933739743873989	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7676767676767676	0.1980184753387807	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7777777777777778	0.1980189321859639	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.7878787878787878	0.19850941189119098	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.797979797979798	0.1999657452244873	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8080808080808081	0.19636808669349726	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8181818181818182	0.19588912239966716	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8282828282828283	0.1923194596800536	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8383838383838383	0.17906187514790617	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8484848484848485	0.18177659349583197	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8585858585858586	0.17257674971292414	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8686868686868687	0.16997549975289294	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8787878787878788	0.1639631608947799	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.8888888888888888	0.15957685553144463	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.898989898989899	0.16252178873972145	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9090909090909091	0.1689300066738506	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9191919191919192	0.1661821019179155	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9292929292929293	0.17186899252851184	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9393939393939394	0.17404177812669086	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9494949494949495	0.1749343372673673	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9595959595959596	0.16918777772925864	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9696969696969697	0.161154577712596	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.9797979797979798	0.12759227519008332	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.98989898989899	0.14047863312651732	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
1.0	0.053756924982782395	0.999	0.1	All alleles	Bottleneck strength = 0.75	1
0.010101010101010102	-0.621769242810285	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.020202020202020204	-0.43053736134850884	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.030303030303030304	-0.36831343254629556	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.04040404040404041	-0.32554686376202224	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.050505050505050504	-0.29319014970801205	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.06060606060606061	-0.27028055115038585	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.0707070707070707	-0.2524648183102782	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.08080808080808081	-0.23492993914193616	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.09090909090909091	-0.21898325304879562	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.10101010101010101	-0.20729355190538712	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.1111111111111111	-0.19751943774192648	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.12121212121212122	-0.18332730441633016	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.13131313131313133	-0.17666935921895832	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.1414141414141414	-0.17121636297499587	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.15151515151515152	-0.16494977709333414	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.16161616161616163	-0.15918199009763367	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.1717171717171717	-0.15097945512664812	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.18181818181818182	-0.14969622813829164	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.1919191919191919	-0.14310241103143517	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.20202020202020202	-0.13431339995095848	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.21212121212121213	-0.12328429514097117	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.2222222222222222	-0.11593106354332594	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.23232323232323232	-0.10986281014069799	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.24242424242424243	-0.10861227116536076	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.25252525252525254	-0.10505325110382757	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.26262626262626265	-0.09889585487331587	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.2727272727272727	-0.09934200476481769	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.2828282828282828	-0.09949340917154514	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.29292929292929293	-0.09566165945495597	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.30303030303030304	-0.09266167884546639	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.31313131313131315	-0.0889351400531222	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.32323232323232326	-0.08976579565422926	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.3333333333333333	-0.09553732493272715	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.3434343434343434	-0.09652042975317343	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.35353535353535354	-0.09648167707262512	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.36363636363636365	-0.0931131043850637	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.37373737373737376	-0.09469930043217656	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.3838383838383838	-0.09004518091385671	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.3939393939393939	-0.08999708265028694	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.40404040404040403	-0.08594471285354732	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.41414141414141414	-0.07871905784561184	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.42424242424242425	-0.07588328243383513	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.43434343434343436	-0.07437676583697406	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.4444444444444444	-0.07765379128567029	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.45454545454545453	-0.0765329915477897	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.46464646464646464	-0.0724099394878499	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.47474747474747475	-0.06812764552136241	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.48484848484848486	-0.06436507603470121	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.494949494949495	-0.05785989553861293	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5050505050505051	-0.0648369178215138	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5151515151515151	-0.06534466374233272	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5252525252525253	-0.061006097073308396	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5353535353535354	-0.05316643968398016	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5454545454545454	-0.052602594552328075	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5555555555555556	-0.04558127633654929	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5656565656565656	-0.04383163182000405	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5757575757575758	-0.04441089461491243	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5858585858585859	-0.04632897756189047	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.5959595959595959	-0.04382537981594625	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6060606060606061	-0.03955205985046861	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6161616161616161	-0.04572055050610868	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6262626262626263	-0.042510614331466856	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6363636363636364	-0.04349214352794206	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
